algorithm,hardware_size,logical_qubits,dag_seed,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,raw_ff_chain_depth,shifted_ff_chain_depth,depth_reduction_pct,raw_throughput,shifted_throughput,throughput_delta,throughput_gain_pct,raw_stall_rate,shifted_stall_rate,stall_rate_delta,stall_reduction_pct,raw_utilization,shifted_utilization,utilization_delta,utilization_gain_pct,raw_saturation_ratio,raw_saturation_bucket,raw_stall_bucket,latency_profile,width_profile
QAOA,4,16,0,stall_aware_shifted,next_cycle,8,1,2,8,4,37,2,94.594595,2.313725,3.847826,1.534101,66.304379,0.267974,0.380435,0.112461,-41.967131,0.289216,0.480978,0.191762,66.304077,0.289216,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,0,stall_aware_shifted,next_cycle,8,1,2,8,5,37,2,94.594595,2.313725,4.783784,2.470059,106.75681,0.437908,0.310811,-0.127097,29.023676,0.289216,0.597973,0.308757,106.756542,0.289216,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,0,stall_aware_shifted,next_cycle,8,1,2,8,6,37,2,94.594595,2.328947,5.709677,3.38073,145.161311,0.453947,0.177419,-0.276528,60.916362,0.291118,0.71371,0.422592,145.161756,0.291118,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,0,stall_aware_shifted,next_cycle,8,1,2,8,7,37,2,94.594595,2.328947,6.555556,4.226609,181.481545,0.506579,0.074074,-0.432505,85.377602,0.291118,0.819444,0.528326,181.481736,0.291118,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,0,stall_aware_shifted,next_cycle,8,1,2,8,8,37,2,94.594595,2.328947,7.375,5.046053,216.666717,0.513158,0.041667,-0.471491,91.880279,0.291118,0.921875,0.630757,216.667125,0.291118,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,1,asap,next_cycle,8,1,2,8,4,28,2,92.857143,2.677686,3.811765,1.134079,42.35295,0.140496,0.176471,0.035975,-25.605711,0.334711,0.476471,0.14176,42.352955,0.334711,underutilized,stall_medium,mixed,W8_M8_F4
QAOA,4,16,1,asap,next_cycle,8,1,2,8,5,28,2,92.857143,2.655738,4.695652,2.039914,76.811568,0.311475,0.130435,-0.18104,58.123445,0.331967,0.586957,0.25499,76.811852,0.331967,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,1,asap,next_cycle,8,1,2,8,6,28,2,92.857143,2.7,5.491525,2.791525,103.389815,0.391667,0.067797,-0.32387,82.690142,0.3375,0.686441,0.348941,103.389926,0.3375,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,1,asap,next_cycle,8,1,2,8,7,28,2,92.857143,2.7,6.230769,3.530769,130.769222,0.4,0.057692,-0.342308,85.577,0.3375,0.778846,0.441346,130.769185,0.3375,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,1,asap,next_cycle,8,1,2,8,8,28,2,92.857143,2.722689,7.043478,4.320789,158.69565,0.453782,0.043478,-0.410304,90.418747,0.340336,0.880435,0.540099,158.695818,0.340336,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,1,greedy_critical,next_cycle,8,1,2,8,4,28,2,92.857143,2.722689,3.857143,1.134454,41.666676,0.142857,0.309524,0.166667,-116.667017,0.340336,0.482143,0.141807,41.666765,0.340336,underutilized,stall_medium,mixed,W8_M8_F4
QAOA,4,16,1,greedy_critical,next_cycle,8,1,2,8,5,28,2,92.857143,2.745763,4.764706,2.018943,73.529398,0.305085,0.235294,-0.069791,22.87592,0.34322,0.595588,0.252368,73.529515,0.34322,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,1,greedy_critical,next_cycle,8,1,2,8,6,28,2,92.857143,2.769231,5.684211,2.91498,105.263158,0.444444,0.105263,-0.339181,76.315801,0.346154,0.710526,0.364372,105.262975,0.346154,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,1,greedy_critical,next_cycle,8,1,2,8,7,28,2,92.857143,2.769231,6.48,3.710769,133.999981,0.452991,0.06,-0.392991,86.754704,0.346154,0.81,0.463846,133.999896,0.346154,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,1,greedy_critical,next_cycle,8,1,2,8,8,28,2,92.857143,2.793103,7.363636,4.570533,163.636393,0.491379,0.045455,-0.445924,90.749503,0.349138,0.920455,0.571317,163.636442,0.349138,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,1,stall_aware_shifted,next_cycle,8,1,2,8,4,28,2,92.857143,2.745763,3.857143,1.11138,40.476181,0.228814,0.392857,0.164043,-71.692729,0.34322,0.482143,0.138923,40.476371,0.34322,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,1,stall_aware_shifted,next_cycle,8,1,2,8,5,28,2,92.857143,2.769231,4.764706,1.995475,72.058813,0.307692,0.308824,0.001132,-0.3679,0.346154,0.595588,0.249434,72.058679,0.346154,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,1,stall_aware_shifted,next_cycle,8,1,2,8,6,28,2,92.857143,2.769231,5.684211,2.91498,105.263158,0.444444,0.192982,-0.251462,56.579007,0.346154,0.710526,0.364372,105.262975,0.346154,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,1,stall_aware_shifted,next_cycle,8,1,2,8,7,28,2,92.857143,2.769231,6.48,3.710769,133.999981,0.452991,0.08,-0.372991,82.339605,0.346154,0.81,0.463846,133.999896,0.346154,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,1,stall_aware_shifted,next_cycle,8,1,2,8,8,28,2,92.857143,2.793103,7.363636,4.570533,163.636393,0.491379,0.045455,-0.445924,90.749503,0.349138,0.920455,0.571317,163.636442,0.349138,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,2,asap,next_cycle,8,1,2,8,4,34,2,94.117647,2.178082,3.831325,1.653243,75.903616,0.315068,0.26506,-0.050008,15.872129,0.27226,0.478916,0.206656,75.903915,0.27226,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,2,asap,next_cycle,8,1,2,8,5,34,2,94.117647,2.208333,4.676471,2.468138,111.764756,0.333333,0.220588,-0.112745,33.823534,0.276042,0.584559,0.308517,111.764514,0.276042,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,2,asap,next_cycle,8,1,2,8,6,34,2,94.117647,2.208333,5.482759,3.274426,148.275917,0.423611,0.137931,-0.28568,67.439231,0.276042,0.685345,0.409303,148.275625,0.276042,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,2,asap,next_cycle,8,1,2,8,7,34,2,94.117647,2.239437,6.235294,3.995857,178.43132,0.514085,0.078431,-0.435654,84.743574,0.27993,0.779412,0.499482,178.431036,0.27993,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,2,asap,next_cycle,8,1,2,8,8,34,2,94.117647,2.239437,7.066667,4.82723,215.555517,0.542254,0.044444,-0.49781,91.803841,0.27993,0.883333,0.603403,215.55496,0.27993,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,2,greedy_critical,next_cycle,8,1,2,8,4,34,2,94.117647,2.255319,3.831325,1.576006,69.879516,0.35461,0.349398,-0.005212,1.469784,0.281915,0.478916,0.197001,69.879574,0.281915,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,2,greedy_critical,next_cycle,8,1,2,8,5,34,2,94.117647,2.271429,4.746269,2.47484,108.9552,0.464286,0.253731,-0.210555,45.35028,0.283929,0.593284,0.309355,108.955056,0.283929,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,2,greedy_critical,next_cycle,8,1,2,8,6,34,2,94.117647,2.271429,5.678571,3.407142,149.999934,0.471429,0.142857,-0.328572,69.697028,0.283929,0.709821,0.425892,149.999472,0.283929,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,2,greedy_critical,next_cycle,8,1,2,8,7,34,2,94.117647,2.271429,6.489796,4.218367,185.714235,0.542857,0.081633,-0.461224,84.962338,0.283929,0.811224,0.527295,185.713682,0.283929,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,2,greedy_critical,next_cycle,8,1,2,8,8,34,2,94.117647,2.271429,7.395349,5.12392,225.581341,0.564286,0.046512,-0.517774,91.757371,0.283929,0.924419,0.64049,225.581043,0.283929,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,2,stall_aware_shifted,next_cycle,8,1,2,8,4,34,2,94.117647,2.255319,3.831325,1.576006,69.879516,0.29078,0.385542,0.094762,-32.588899,0.281915,0.478916,0.197001,69.879574,0.281915,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,2,stall_aware_shifted,next_cycle,8,1,2,8,5,34,2,94.117647,2.271429,4.746269,2.47484,108.9552,0.414286,0.328358,-0.085928,20.741227,0.283929,0.593284,0.309355,108.955056,0.283929,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,2,stall_aware_shifted,next_cycle,8,1,2,8,6,34,2,94.117647,2.271429,5.678571,3.407142,149.999934,0.492857,0.214286,-0.278571,56.521669,0.283929,0.709821,0.425892,149.999472,0.283929,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,2,stall_aware_shifted,next_cycle,8,1,2,8,7,34,2,94.117647,2.271429,6.489796,4.218367,185.714235,0.55,0.081633,-0.468367,85.157636,0.283929,0.811224,0.527295,185.713682,0.283929,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,2,stall_aware_shifted,next_cycle,8,1,2,8,8,34,2,94.117647,2.271429,7.395349,5.12392,225.581341,0.564286,0.046512,-0.517774,91.757371,0.283929,0.924419,0.64049,225.581043,0.283929,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,3,asap,next_cycle,8,1,2,8,4,31,2,93.548387,2.373134,3.831325,1.458191,61.445793,0.291045,0.144578,-0.146467,50.32452,0.296642,0.478916,0.182274,61.445783,0.296642,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,3,asap,next_cycle,8,1,2,8,5,31,2,93.548387,2.409091,4.676471,2.26738,94.117657,0.363636,0.088235,-0.275401,75.735351,0.301136,0.584559,0.283423,94.11794,0.301136,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,3,asap,next_cycle,8,1,2,8,6,31,2,93.548387,2.446154,5.482759,3.036605,124.137932,0.353846,0.068966,-0.28488,80.5096,0.305769,0.685345,0.379576,124.138157,0.305769,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,3,asap,next_cycle,8,1,2,8,7,31,2,93.548387,2.427481,6.235294,3.807813,156.862731,0.480916,0.058824,-0.422092,87.768342,0.303435,0.779412,0.475977,156.86292,0.303435,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,3,asap,next_cycle,8,1,2,8,8,31,2,93.548387,2.465116,7.066667,4.601551,186.666713,0.449612,0.044444,-0.405168,90.115033,0.30814,0.883333,0.575193,186.666126,0.30814,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,3,greedy_critical,next_cycle,8,1,2,8,4,31,2,93.548387,2.465116,3.831325,1.366209,55.421692,0.271318,0.325301,0.053983,-19.896579,0.30814,0.478916,0.170776,55.421562,0.30814,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,3,greedy_critical,next_cycle,8,1,2,8,5,31,2,93.548387,2.465116,4.746269,2.281153,92.537349,0.387597,0.238806,-0.148791,38.388068,0.30814,0.593284,0.285144,92.537158,0.30814,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,3,greedy_critical,next_cycle,8,1,2,8,6,31,2,93.548387,2.484375,5.678571,3.194196,128.571411,0.40625,0.107143,-0.299107,73.626338,0.310547,0.709821,0.399274,128.571199,0.310547,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,3,greedy_critical,next_cycle,8,1,2,8,7,31,2,93.548387,2.484375,6.489796,4.005421,161.224493,0.507812,0.081633,-0.426179,83.924563,0.310547,0.811224,0.500677,161.224227,0.310547,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,3,greedy_critical,next_cycle,8,1,2,8,8,31,2,93.548387,2.484375,7.395349,4.910974,197.674425,0.546875,0.046512,-0.500363,91.494949,0.310547,0.924419,0.613872,197.674426,0.310547,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,3,stall_aware_shifted,next_cycle,8,1,2,8,4,31,2,93.548387,2.465116,3.831325,1.366209,55.421692,0.271318,0.39759,0.126272,-46.540222,0.30814,0.478916,0.170776,55.421562,0.30814,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,3,stall_aware_shifted,next_cycle,8,1,2,8,5,31,2,93.548387,2.465116,4.746269,2.281153,92.537349,0.395349,0.313433,-0.081916,20.719921,0.30814,0.593284,0.285144,92.537158,0.30814,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,3,stall_aware_shifted,next_cycle,8,1,2,8,6,31,2,93.548387,2.484375,5.678571,3.194196,128.571411,0.40625,0.196429,-0.209821,51.648246,0.310547,0.709821,0.399274,128.571199,0.310547,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,3,stall_aware_shifted,next_cycle,8,1,2,8,7,31,2,93.548387,2.484375,6.489796,4.005421,161.224493,0.476562,0.081633,-0.394929,82.870434,0.310547,0.811224,0.500677,161.224227,0.310547,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,3,stall_aware_shifted,next_cycle,8,1,2,8,8,31,2,93.548387,2.484375,7.395349,4.910974,197.674425,0.546875,0.046512,-0.500363,91.494949,0.310547,0.924419,0.613872,197.674426,0.310547,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,4,asap,next_cycle,8,1,2,8,4,34,2,94.117647,2.178082,3.831325,1.653243,75.903616,0.308219,0.156627,-0.151592,49.183211,0.27226,0.478916,0.206656,75.903915,0.27226,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,4,asap,next_cycle,8,1,2,8,5,34,2,94.117647,2.208333,4.676471,2.468138,111.764756,0.402778,0.073529,-0.329249,81.744534,0.276042,0.584559,0.308517,111.764514,0.276042,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,4,asap,next_cycle,8,1,2,8,6,34,2,94.117647,2.223776,5.482759,3.258983,146.551766,0.48951,0.068966,-0.420544,85.911217,0.277972,0.685345,0.407373,146.551811,0.277972,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,4,asap,next_cycle,8,1,2,8,7,34,2,94.117647,2.223776,6.235294,4.011518,180.39218,0.531469,0.039216,-0.492253,92.621207,0.277972,0.779412,0.50144,180.39227,0.277972,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,4,asap,next_cycle,8,1,2,8,8,34,2,94.117647,2.223776,7.066667,4.842891,217.777825,0.48951,0.044444,-0.445066,90.920717,0.277972,0.883333,0.605361,217.77769,0.277972,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,4,greedy_critical,next_cycle,8,1,2,8,4,34,2,94.117647,2.255319,3.831325,1.576006,69.879516,0.333333,0.337349,0.004016,-1.204801,0.281915,0.478916,0.197001,69.879574,0.281915,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,4,greedy_critical,next_cycle,8,1,2,8,5,34,2,94.117647,2.271429,4.746269,2.47484,108.9552,0.45,0.238806,-0.211194,46.932,0.283929,0.593284,0.309355,108.955056,0.283929,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,4,greedy_critical,next_cycle,8,1,2,8,6,34,2,94.117647,2.271429,5.678571,3.407142,149.999934,0.514286,0.107143,-0.407143,79.16665,0.283929,0.709821,0.425892,149.999472,0.283929,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,4,greedy_critical,next_cycle,8,1,2,8,7,34,2,94.117647,2.271429,6.489796,4.218367,185.714235,0.55,0.061224,-0.488776,88.868364,0.283929,0.811224,0.527295,185.713682,0.283929,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,4,greedy_critical,next_cycle,8,1,2,8,8,34,2,94.117647,2.271429,7.395349,5.12392,225.581341,0.55,0.046512,-0.503488,91.543273,0.283929,0.924419,0.64049,225.581043,0.283929,underutilized,stall_high,mixed,W8_M8_F8
QAOA,4,16,4,stall_aware_shifted,next_cycle,8,1,2,8,4,34,2,94.117647,2.239437,3.831325,1.591888,71.084295,0.330986,0.385542,0.054556,-16.482872,0.27993,0.478916,0.198986,71.0842,0.27993,underutilized,stall_high,mixed,W8_M8_F4
QAOA,4,16,4,stall_aware_shifted,next_cycle,8,1,2,8,5,34,2,94.117647,2.271429,4.746269,2.47484,108.9552,0.457143,0.328358,-0.128785,28.17171,0.283929,0.593284,0.309355,108.955056,0.283929,underutilized,stall_high,mixed,W8_M8_F5
QAOA,4,16,4,stall_aware_shifted,next_cycle,8,1,2,8,6,34,2,94.117647,2.271429,5.678571,3.407142,149.999934,0.514286,0.196429,-0.317857,61.805493,0.283929,0.709821,0.425892,149.999472,0.283929,underutilized,stall_high,mixed,W8_M8_F6
QAOA,4,16,4,stall_aware_shifted,next_cycle,8,1,2,8,7,34,2,94.117647,2.271429,6.489796,4.218367,185.714235,0.557143,0.081633,-0.47551,85.347927,0.283929,0.811224,0.527295,185.713682,0.283929,underutilized,stall_high,mixed,W8_M8_F7
QAOA,4,16,4,stall_aware_shifted,next_cycle,8,1,2,8,8,34,2,94.117647,2.271429,7.395349,5.12392,225.581341,0.55,0.046512,-0.503488,91.543273,0.283929,0.924419,0.64049,225.581043,0.283929,underutilized,stall_high,mixed,W8_M8_F8
QAOA,6,36,0,asap,next_cycle,8,1,2,8,4,76,2,97.368421,3.501085,3.965602,0.464517,13.267801,0.106291,0.230958,0.124667,-117.288388,0.437636,0.4957,0.058064,13.267647,0.437636,underutilized,stall_medium,mixed,W8_M8_F4
QAOA,6,36,0,asap,next_cycle,8,1,2,8,5,76,2,97.368421,4.086076,4.95092,0.864844,21.165637,0.15443,0.128834,-0.025596,16.5745,0.510759,0.618865,0.108106,21.165755,0.51076,active,stall_high,mixed,W8_M8_F5
QAOA,6,36,0,asap,next_cycle,8,1,2,8,6,76,2,97.368421,4.521008,5.933824,1.412816,31.250022,0.159664,0.0625,-0.097164,60.855296,0.565126,0.741728,0.176602,31.250022,0.565126,active,stall_high,mixed,W8_M8_F6
QAOA,6,36,0,asap,next_cycle,8,1,2,8,7,76,2,97.368421,4.861446,6.897436,2.03599,41.880338,0.183735,0.038462,-0.145273,79.06659,0.607681,0.862179,0.254498,41.880197,0.607681,active,stall_high,mixed,W8_M8_F7
QAOA,6,36,0,asap,next_cycle,8,1,2,8,8,76,2,97.368421,5.028037,7.873171,2.845134,56.585383,0.196262,0.009756,-0.186506,95.029094,0.628505,0.984146,0.355641,56.58523,0.628505,active,stall_high,mixed,W8_M8_F8
QAOA,6,36,0,greedy_critical,next_cycle,8,1,2,8,4,76,2,97.368421,3.547253,3.965602,0.418349,11.793605,0.081319,0.422604,0.341285,-419.686666,0.443407,0.4957,0.052293,11.793454,0.443407,underutilized,stall_medium,mixed,W8_M8_F4
QAOA,6,36,0,greedy_critical,next_cycle,8,1,2,8,5,76,2,97.368421,4.181347,4.95092,0.769573,18.404906,0.090674,0.303681,0.213007,-234.915191,0.522668,0.618865,0.096197,18.404991,0.522668,active,stall_medium,mixed,W8_M8_F5
QAOA,6,36,0,greedy_critical,next_cycle,8,1,2,8,6,76,2,97.368421,4.637931,5.933824,1.295893,27.941188,0.143678,0.176471,0.032793,-22.823954,0.579741,0.741728,0.161987,27.94127,0.579741,active,stall_medium,mixed,W8_M8_F6
QAOA,6,36,0,greedy_critical,next_cycle,8,1,2,8,7,76,2,97.368421,4.996904,6.897436,1.900532,38.034191,0.19195,0.081197,-0.110753,57.69888,0.624613,0.862179,0.237566,38.034111,0.624613,active,stall_high,mixed,W8_M8_F7
QAOA,6,36,0,greedy_critical,next_cycle,8,1,2,8,8,76,2,97.368421,5.24026,7.873171,2.632911,50.2439,0.243506,0.009756,-0.23375,95.993528,0.655032,0.984146,0.329114,50.243958,0.655033,active,stall_high,mixed,W8_M8_F8
QAOA,6,36,0,stall_aware_shifted,next_cycle,8,1,2,8,4,76,2,97.368421,3.531729,3.965602,0.433873,12.285003,0.09628,0.447174,0.350894,-364.4516,0.441466,0.4957,0.054234,12.284978,0.441466,underutilized,stall_medium,mixed,W8_M8_F4
QAOA,6,36,0,stall_aware_shifted,next_cycle,8,1,2,8,5,76,2,97.368421,4.170543,4.95092,0.780377,18.71164,0.126615,0.306748,0.180133,-142.268294,0.521318,0.618865,0.097547,18.711612,0.521318,active,stall_medium,mixed,W8_M8_F5
QAOA,6,36,0,stall_aware_shifted,next_cycle,8,1,2,8,6,76,2,97.368421,4.611429,5.933824,1.322395,28.676469,0.174286,0.172794,-0.001492,0.856064,0.576429,0.741728,0.165299,28.676385,0.576429,active,stall_high,mixed,W8_M8_F6
QAOA,6,36,0,stall_aware_shifted,next_cycle,8,1,2,8,7,76,2,97.368421,4.981481,6.897436,1.915955,38.461554,0.157407,0.051282,-0.106125,67.420763,0.622685,0.862179,0.239494,38.461501,0.622685,active,stall_high,mixed,W8_M8_F7
QAOA,6,36,0,stall_aware_shifted,next_cycle,8,1,2,8,8,76,2,97.368421,5.24026,7.873171,2.632911,50.2439,0.24026,0.009756,-0.230504,95.939399,0.655032,0.984146,0.329114,50.243958,0.655033,active,stall_high,mixed,W8_M8_F8
QAOA,6,36,1,asap,next_cycle,8,1,2,8,4,73,2,97.260274,3.764151,3.970149,0.205998,5.472628,0.040094,0.21393,0.173836,-433.571108,0.470519,0.496269,0.02575,5.47268,0.470519,underutilized,stall_low,mixed,W8_M8_F4
QAOA,6,36,1,asap,next_cycle,8,1,2,8,5,73,2,97.260274,4.384615,4.941176,0.556561,12.693498,0.063187,0.142415,0.079228,-125.386551,0.548077,0.617647,0.06957,12.693472,0.548077,active,stall_medium,mixed,W8_M8_F5
QAOA,6,36,1,asap,next_cycle,8,1,2,8,6,73,2,97.260274,4.821752,5.933086,1.111334,23.048344,0.072508,0.066914,-0.005594,7.715011,0.602719,0.741636,0.138917,23.048386,0.602719,active,stall_medium,mixed,W8_M8_F6
QAOA,6,36,1,asap,next_cycle,8,1,2,8,7,73,2,97.260274,5.066667,6.909091,1.842424,36.363629,0.107937,0.034632,-0.073305,67.914617,0.633333,0.863636,0.230303,36.363651,0.633333,active,stall_medium,mixed,W8_M8_F7
QAOA,6,36,1,asap,next_cycle,8,1,2,8,8,73,2,97.260274,5.198697,7.862069,2.663372,51.23153,0.114007,0.009852,-0.104155,91.358425,0.649837,0.982759,0.332922,51.231617,0.649837,active,stall_medium,mixed,W8_M8_F8
QAOA,6,36,1,greedy_critical,next_cycle,8,1,2,8,4,73,2,97.260274,3.827338,3.970149,0.142811,3.73134,0.016787,0.427861,0.411074,-2448.763924,0.478417,0.496269,0.017852,3.731473,0.478417,underutilized,stall_low,mixed,W8_M8_F4
QAOA,6,36,1,greedy_critical,next_cycle,8,1,2,8,5,73,2,97.260274,4.483146,4.941176,0.45803,10.216709,0.05618,0.294118,0.237938,-423.527946,0.560393,0.617647,0.057254,10.216759,0.560393,active,stall_medium,mixed,W8_M8_F5
QAOA,6,36,1,greedy_critical,next_cycle,8,1,2,8,6,73,2,97.260274,4.9875,5.933086,0.945586,18.959118,0.09375,0.193309,0.099559,-106.196267,0.623437,0.741636,0.118199,18.959253,0.623437,active,stall_medium,mixed,W8_M8_F6
QAOA,6,36,1,greedy_critical,next_cycle,8,1,2,8,7,73,2,97.260274,5.284768,6.909091,1.624323,30.735938,0.125828,0.082251,-0.043577,34.632196,0.660596,0.863636,0.20304,30.735881,0.660596,active,stall_medium,mixed,W8_M8_F7
QAOA,6,36,1,greedy_critical,next_cycle,8,1,2,8,8,73,2,97.260274,5.373737,7.862069,2.488332,46.30543,0.232323,0.009852,-0.222471,95.759352,0.671717,0.982759,0.311042,46.305513,0.671717,active,stall_high,mixed,W8_M8_F8
QAOA,6,36,1,stall_aware_shifted,next_cycle,8,1,2,8,4,73,2,97.260274,3.8,3.970149,0.170149,4.477605,0.038095,0.430348,0.392253,-1029.67056,0.475,0.496269,0.021269,4.477684,0.475,underutilized,stall_low,mixed,W8_M8_F4
QAOA,6,36,1,stall_aware_shifted,next_cycle,8,1,2,8,5,73,2,97.260274,4.458101,4.941176,0.483075,10.835892,0.055866,0.306502,0.250636,-448.637812,0.557263,0.617647,0.060384,10.835817,0.557263,active,stall_medium,mixed,W8_M8_F5
QAOA,6,36,1,stall_aware_shifted,next_cycle,8,1,2,8,6,73,2,97.260274,4.956522,5.933086,0.976564,19.702606,0.102484,0.171004,0.06852,-66.859217,0.619565,0.741636,0.122071,19.702695,0.619565,active,stall_medium,mixed,W8_M8_F6
