algorithm,hardware_size,logical_qubits,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,n_seeds_raw,n_seeds_shifted,ff_chain_depth_raw_median,ff_chain_depth_shifted_median,depth_reduction_pct,throughput_raw_median,throughput_shifted_median,throughput_delta,throughput_gain_pct,stall_rate_raw_median,stall_rate_shifted_median,stall_rate_delta,stall_reduction_pct,utilization_raw_median,utilization_shifted_median,utilization_delta,utilization_gain_pct
QAOA,6,36,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,5,76.0,2.0,97.368421,5.24026,7.857143,2.616883,49.938037,0.24026,0.009756,-0.230504,95.939399,0.655032,0.982143,0.327111,49.938171
QAOA,6,36,stall_aware_shifted_refined,next_cycle,8,2,1,8,4,5,5,76.0,2.0,97.368421,3.89313,3.966346,0.073216,1.880646,0.011905,0.009828,-0.002077,17.446451,0.486641,0.495793,0.009152,1.880647
QAOA,6,36,stall_aware_shifted_refined,next_cycle,8,2,1,8,8,5,5,76.0,2.0,97.368421,5.24026,7.857143,2.616883,49.938037,0.24026,0.009756,-0.230504,95.939399,0.655032,0.982143,0.327111,49.938171
QAOA,6,36,stall_aware_shifted_refined,next_cycle,8,2,2,8,4,5,5,76.0,2.0,97.368421,3.768473,3.956835,0.188362,4.998364,0.030733,0.012255,-0.018478,60.124296,0.471059,0.494604,0.023545,4.998312
QAOA,6,36,stall_aware_shifted_refined,next_cycle,8,2,2,8,8,5,5,76.0,2.0,97.368421,4.192208,7.819905,3.627697,86.53428,0.366577,0.014563,-0.352014,96.027301,0.524026,0.977488,0.453462,86.534256
QAOA,6,36,stall_aware_shifted,next_cycle,8,1,1,8,4,5,5,76.0,2.0,97.368421,3.853904,3.975904,0.122,3.165621,0.025189,0.440964,0.415775,-1650.621303,0.481738,0.496988,0.01525,3.165621
QAOA,6,36,stall_aware_shifted,next_cycle,8,1,1,8,8,5,5,76.0,2.0,97.368421,6.987013,7.894737,0.907724,12.991589,0.064935,0.004902,-0.060033,92.450912,0.873377,0.986842,0.113465,12.991526
QAOA,6,36,stall_aware_shifted,next_cycle,8,1,2,8,4,5,5,76.0,2.0,97.368421,3.677885,3.966346,0.288461,7.843122,0.0625,0.442308,0.379808,-607.6928,0.459736,0.495793,0.036057,7.842979
QAOA,6,36,stall_aware_shifted,next_cycle,8,1,2,8,8,5,5,76.0,2.0,97.368421,5.24026,7.857143,2.616883,49.938037,0.24026,0.009756,-0.230504,95.939399,0.655032,0.982143,0.327111,49.938171
QAOA,6,36,stall_aware_shifted,next_cycle,8,2,1,8,4,5,5,76.0,2.0,97.368421,3.677885,3.966346,0.288461,7.843122,0.0625,0.442308,0.379808,-607.6928,0.459736,0.495793,0.036057,7.842979
QAOA,6,36,stall_aware_shifted,next_cycle,8,2,1,8,8,5,5,76.0,2.0,97.368421,5.24026,7.857143,2.616883,49.938037,0.24026,0.009756,-0.230504,95.939399,0.655032,0.982143,0.327111,49.938171
QAOA,6,36,stall_aware_shifted,next_cycle,8,2,2,8,4,5,5,76.0,2.0,97.368421,3.377483,3.956835,0.579352,17.153365,0.121413,0.443645,0.322232,-265.401563,0.422185,0.494604,0.072419,17.153381
QAOA,6,36,stall_aware_shifted,next_cycle,8,2,2,8,8,5,5,76.0,2.0,97.368421,4.192208,7.819905,3.627697,86.53428,0.366577,0.014563,-0.352014,96.027301,0.524026,0.977488,0.453462,86.534256
QAOA,8,64,asap,next_cycle,8,1,1,8,4,5,5,142.0,2.0,98.591549,3.931854,3.991955,0.060101,1.528566,0.018053,0.251645,0.233592,-1293.923448,0.491482,0.498994,0.007512,1.528438
QAOA,8,64,asap,next_cycle,8,1,1,8,8,5,5,142.0,2.0,98.591549,7.227866,7.968,0.740134,10.240007,0.043284,0.001605,-0.041679,96.291932,0.903483,0.996,0.092517,10.240038
QAOA,8,64,asap,next_cycle,8,1,2,8,4,5,5,142.0,2.0,98.591549,3.843895,3.988746,0.144851,3.768339,0.034536,0.25226,0.217724,-630.426222,0.480487,0.498593,0.018106,3.76826
QAOA,8,64,asap,next_cycle,8,1,2,8,8,5,5,142.0,2.0,98.591549,6.693548,7.955272,1.261724,18.849854,0.084677,0.003205,-0.081472,96.215029,0.836694,0.994409,0.157715,18.849783
QAOA,8,64,asap,next_cycle,8,2,1,8,4,5,5,142.0,2.0,98.591549,3.843895,3.988746,0.144851,3.768339,0.034536,0.25226,0.217724,-630.426222,0.480487,0.498593,0.018106,3.76826
QAOA,8,64,asap,next_cycle,8,2,1,8,8,5,5,142.0,2.0,98.591549,6.693548,7.955272,1.261724,18.849854,0.084677,0.003205,-0.081472,96.215029,0.836694,0.994409,0.157715,18.849783
QAOA,8,64,asap,next_cycle,8,2,2,8,4,5,5,142.0,2.0,98.591549,3.727134,3.985542,0.258408,6.933156,0.051908,0.252053,0.200145,-385.576404,0.465892,0.498193,0.032301,6.933152
QAOA,8,64,asap,next_cycle,8,2,2,8,8,5,5,142.0,2.0,98.591549,6.080586,7.942584,1.861998,30.622016,0.149497,0.0048,-0.144697,96.789233,0.760073,0.992823,0.23275,30.622059
QAOA,8,64,greedy_critical,next_cycle,8,1,1,8,4,5,5,142.0,2.0,98.591549,3.947494,3.991955,0.044461,1.12631,0.01105,0.453125,0.442075,-4000.678733,0.493437,0.498994,0.005557,1.126182
QAOA,8,64,greedy_critical,next_cycle,8,1,1,8,8,5,5,142.0,2.0,98.591549,7.85782,7.968,0.11018,1.40217,0.001605,0.001605,0.0,0.0,0.982227,0.996,0.013773,1.402222
QAOA,8,64,greedy_critical,next_cycle,8,1,2,8,4,5,5,142.0,2.0,98.591549,3.882904,3.988746,0.105842,2.725846,0.027581,0.453574,0.425993,-1544.516152,0.485363,0.498593,0.01323,2.725795
QAOA,8,64,greedy_critical,next_cycle,8,1,2,8,8,5,5,142.0,2.0,98.591549,7.490964,7.955272,0.464308,6.198241,0.00463,0.003205,-0.001425,30.777538,0.93637,0.994409,0.058039,6.198298
QAOA,8,64,greedy_critical,next_cycle,8,2,1,8,4,5,5,142.0,2.0,98.591549,3.882904,3.988746,0.105842,2.725846,0.027581,0.453574,0.425993,-1544.516152,0.485363,0.498593,0.01323,2.725795
QAOA,8,64,greedy_critical,next_cycle,8,2,1,8,8,5,5,142.0,2.0,98.591549,7.490964,7.955272,0.464308,6.198241,0.00463,0.003205,-0.001425,30.777538,0.93637,0.994409,0.058039,6.198298
QAOA,8,64,greedy_critical,next_cycle,8,2,2,8,4,5,5,142.0,2.0,98.591549,3.75,3.985542,0.235542,6.28112,0.048157,0.454023,0.405866,-842.797516,0.46875,0.498193,0.029443,6.281173
QAOA,8,64,greedy_critical,next_cycle,8,2,2,8,8,5,5,142.0,2.0,98.591549,6.788811,7.942584,1.153773,16.995215,0.114685,0.0048,-0.109885,95.814623,0.848601,0.992823,0.144222,16.995266
QAOA,8,64,shifted_critical,next_cycle,8,1,1,8,4,5,5,142.0,2.0,98.591549,3.947494,3.991955,0.044461,1.12631,0.01105,0.479133,0.468083,-4236.045249,0.493437,0.498994,0.005557,1.126182
QAOA,8,64,shifted_critical,next_cycle,8,1,1,8,8,5,5,142.0,2.0,98.591549,7.85782,7.968,0.11018,1.40217,0.001629,0.001605,-2.4e-05,1.473297,0.982227,0.996,0.013773,1.402222
QAOA,8,64,shifted_critical,next_cycle,8,1,2,8,4,5,5,142.0,2.0,98.591549,3.882904,3.988746,0.105842,2.725846,0.023938,0.480353,0.456415,-1906.654691,0.485363,0.498593,0.01323,2.725795
