algorithm,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,225,5,97.368421,24.460439,7.983925,93.327503,88.842207,24.460408,4.353562,0.111409,220,5,0,0.0
QFT,150,5,90.652286,19.163273,9.878843,51.869159,91.147111,19.163203,3.898734,0.104883,150,0,0,0.0
VQE,225,5,97.142857,10.045665,4.244485,30.909062,73.383578,10.045686,4.628571,0.059155,215,10,0,0.0
