algorithm,hardware_size,logical_qubits,dag_seed,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,raw_ff_chain_depth,shifted_ff_chain_depth,depth_reduction_pct,raw_throughput,shifted_throughput,throughput_delta,throughput_gain_pct,raw_stall_rate,shifted_stall_rate,stall_rate_delta,stall_reduction_pct,raw_utilization,shifted_utilization,utilization_delta,utilization_gain_pct,raw_saturation_ratio,raw_saturation_bucket,raw_stall_bucket,latency_profile,width_profile,throughput_direction,stall_direction
VQE,6,36,4,asap,next_cycle,8,1,2,8,4,35,1,97.142857,3.778426,3.963303,0.184877,4.892963,0.026239,0.434251,0.408012,-1554.983041,0.472303,0.495413,0.02311,4.893045,0.472303,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
VQE,6,36,4,asap,next_cycle,8,1,2,8,5,35,1,97.142857,4.628571,4.927757,0.299186,6.463896,0.042857,0.311787,0.26893,-627.505425,0.578571,0.61597,0.037399,6.464029,0.578571,active,stall_low,mixed,W8_M8_F5,improved,worse
VQE,6,36,4,asap,next_cycle,8,1,2,8,6,35,1,97.142857,5.377593,5.917808,0.540215,10.045665,0.049793,0.191781,0.141988,-285.156548,0.672199,0.739726,0.067527,10.045686,0.672199,active,stall_low,mixed,W8_M8_F6,improved,worse
VQE,6,36,4,asap,next_cycle,8,1,2,8,7,35,1,97.142857,6.056075,6.857143,0.801068,13.227511,0.074766,0.084656,0.00989,-13.227938,0.757009,0.857143,0.100134,13.227584,0.757009,active,stall_medium,mixed,W8_M8_F7,improved,worse
VQE,8,64,0,asap,next_cycle,8,1,2,8,4,63,1,98.412698,3.927133,3.988315,0.061182,1.55793,0.008629,0.462512,0.453883,-5259.972187,0.490892,0.498539,0.007647,1.557776,0.490892,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
VQE,8,64,0,asap,next_cycle,8,1,2,8,5,63,1,98.412698,4.87619,4.976914,0.100724,2.065629,0.014286,0.336574,0.322288,-2255.970881,0.609524,0.622114,0.01259,2.065546,0.609524,active,stall_low,mixed,W8_M8_F5,improved,worse
VQE,8,64,0,asap,next_cycle,8,1,2,8,6,63,1,98.412698,5.785311,5.970845,0.185534,3.206984,0.011299,0.214286,0.202987,-1796.504115,0.723164,0.746356,0.023192,3.207018,0.723164,active,stall_low,mixed,W8_M8_F6,improved,worse
VQE,8,64,0,asap,next_cycle,8,1,2,8,7,63,1,98.412698,6.67101,6.95416,0.28315,4.244485,0.026059,0.098472,0.072413,-277.880962,0.833876,0.86927,0.035394,4.244516,0.833876,near_saturation,stall_low,mixed,W8_M8_F7,improved,worse
VQE,8,64,1,asap,next_cycle,8,1,2,8,4,63,1,98.412698,3.927133,3.988315,0.061182,1.55793,0.008629,0.462512,0.453883,-5259.972187,0.490892,0.498539,0.007647,1.557776,0.490892,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
VQE,8,64,1,asap,next_cycle,8,1,2,8,5,63,1,98.412698,4.87619,4.976914,0.100724,2.065629,0.014286,0.336574,0.322288,-2255.970881,0.609524,0.622114,0.01259,2.065546,0.609524,active,stall_low,mixed,W8_M8_F5,improved,worse
VQE,8,64,1,asap,next_cycle,8,1,2,8,6,63,1,98.412698,5.785311,5.970845,0.185534,3.206984,0.011299,0.214286,0.202987,-1796.504115,0.723164,0.746356,0.023192,3.207018,0.723164,active,stall_low,mixed,W8_M8_F6,improved,worse
VQE,8,64,1,asap,next_cycle,8,1,2,8,7,63,1,98.412698,6.67101,6.95416,0.28315,4.244485,0.026059,0.098472,0.072413,-277.880962,0.833876,0.86927,0.035394,4.244516,0.833876,near_saturation,stall_low,mixed,W8_M8_F7,improved,worse
VQE,8,64,2,asap,next_cycle,8,1,2,8,4,63,1,98.412698,3.927133,3.988315,0.061182,1.55793,0.008629,0.462512,0.453883,-5259.972187,0.490892,0.498539,0.007647,1.557776,0.490892,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
VQE,8,64,2,asap,next_cycle,8,1,2,8,5,63,1,98.412698,4.87619,4.976914,0.100724,2.065629,0.014286,0.336574,0.322288,-2255.970881,0.609524,0.622114,0.01259,2.065546,0.609524,active,stall_low,mixed,W8_M8_F5,improved,worse
VQE,8,64,2,asap,next_cycle,8,1,2,8,6,63,1,98.412698,5.785311,5.970845,0.185534,3.206984,0.011299,0.214286,0.202987,-1796.504115,0.723164,0.746356,0.023192,3.207018,0.723164,active,stall_low,mixed,W8_M8_F6,improved,worse
VQE,8,64,2,asap,next_cycle,8,1,2,8,7,63,1,98.412698,6.67101,6.95416,0.28315,4.244485,0.026059,0.098472,0.072413,-277.880962,0.833876,0.86927,0.035394,4.244516,0.833876,near_saturation,stall_low,mixed,W8_M8_F7,improved,worse
VQE,8,64,3,asap,next_cycle,8,1,2,8,4,63,1,98.412698,3.927133,3.988315,0.061182,1.55793,0.008629,0.462512,0.453883,-5259.972187,0.490892,0.498539,0.007647,1.557776,0.490892,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
VQE,8,64,3,asap,next_cycle,8,1,2,8,5,63,1,98.412698,4.87619,4.976914,0.100724,2.065629,0.014286,0.336574,0.322288,-2255.970881,0.609524,0.622114,0.01259,2.065546,0.609524,active,stall_low,mixed,W8_M8_F5,improved,worse
VQE,8,64,3,asap,next_cycle,8,1,2,8,6,63,1,98.412698,5.785311,5.970845,0.185534,3.206984,0.011299,0.214286,0.202987,-1796.504115,0.723164,0.746356,0.023192,3.207018,0.723164,active,stall_low,mixed,W8_M8_F6,improved,worse
VQE,8,64,3,asap,next_cycle,8,1,2,8,7,63,1,98.412698,6.67101,6.95416,0.28315,4.244485,0.026059,0.098472,0.072413,-277.880962,0.833876,0.86927,0.035394,4.244516,0.833876,near_saturation,stall_low,mixed,W8_M8_F7,improved,worse
VQE,8,64,4,asap,next_cycle,8,1,2,8,4,63,1,98.412698,3.927133,3.988315,0.061182,1.55793,0.008629,0.462512,0.453883,-5259.972187,0.490892,0.498539,0.007647,1.557776,0.490892,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
VQE,8,64,4,asap,next_cycle,8,1,2,8,5,63,1,98.412698,4.87619,4.976914,0.100724,2.065629,0.014286,0.336574,0.322288,-2255.970881,0.609524,0.622114,0.01259,2.065546,0.609524,active,stall_low,mixed,W8_M8_F5,improved,worse
VQE,8,64,4,asap,next_cycle,8,1,2,8,6,63,1,98.412698,5.785311,5.970845,0.185534,3.206984,0.011299,0.214286,0.202987,-1796.504115,0.723164,0.746356,0.023192,3.207018,0.723164,active,stall_low,mixed,W8_M8_F6,improved,worse
VQE,8,64,4,asap,next_cycle,8,1,2,8,7,63,1,98.412698,6.67101,6.95416,0.28315,4.244485,0.026059,0.098472,0.072413,-277.880962,0.833876,0.86927,0.035394,4.244516,0.833876,near_saturation,stall_low,mixed,W8_M8_F7,improved,worse
