algorithm,policy,raw_stall_bucket,raw_saturation_bucket,latency_profile,width_profile,pair_count,throughput_gain_pct_median,gain_positive_count,gain_positive_rate,gain_ge_5_count,gain_ge_5_rate,gain_ge_20_count,gain_ge_20_rate,predicted_gain_band
VQE,asap,stall_medium,underutilized,mixed,W8_M8_F4,5,23.880627,5,1.0,5,1.0,5,1.0,strong
VQE,asap,stall_medium,underutilized,mixed,W8_M8_F5,5,32.727272,5,1.0,5,1.0,5,1.0,strong
VQE,asap,stall_medium,underutilized,mixed,W8_M8_F6,5,46.808521,5,1.0,5,1.0,5,1.0,strong
VQE,ff_rate_matched,stall_high,underutilized,mixed,W8_M8_F5,5,30.909062,5,1.0,5,1.0,5,1.0,strong
VQE,ff_rate_matched,stall_high,underutilized,mixed,W8_M8_F7,5,61.904754,5,1.0,5,1.0,5,1.0,strong
VQE,ff_rate_matched,stall_high,underutilized,mixed,W8_M8_F8,5,81.081061,5,1.0,5,1.0,5,1.0,strong
VQE,ff_rate_matched,stall_low,active,mixed,W8_M8_F5,10,4.264762,10,1.0,5,0.5,0,0.0,weak
VQE,ff_rate_matched,stall_low,active,mixed,W8_M8_F6,10,6.626324,10,1.0,5,0.5,0,0.0,weak
VQE,ff_rate_matched,stall_low,near_saturation,mixed,W8_M8_F7,5,4.244485,5,1.0,0,0.0,0,0.0,weak
VQE,ff_rate_matched,stall_low,near_saturation,mixed,W8_M8_F8,5,5.825247,5,1.0,5,1.0,0,0.0,moderate
VQE,ff_rate_matched,stall_low,underutilized,mixed,W8_M8_F4,10,2.822263,10,1.0,0,0.0,0,0.0,weak
VQE,ff_rate_matched,stall_medium,active,mixed,W8_M8_F7,5,13.227511,5,1.0,5,1.0,0,0.0,moderate
VQE,ff_rate_matched,stall_medium,near_saturation,mixed,W8_M8_F8,5,18.181809,5,1.0,5,1.0,0,0.0,moderate
VQE,ff_rate_matched,stall_medium,underutilized,mixed,W8_M8_F4,5,20.895531,5,1.0,5,1.0,5,1.0,strong
VQE,ff_rate_matched,stall_medium,underutilized,mixed,W8_M8_F6,5,44.68086,5,1.0,5,1.0,5,1.0,strong
VQE,stall_aware_shifted_refined,stall_high,active,mixed,W8_M8_F8,5,72.972975,5,1.0,5,1.0,5,1.0,strong
VQE,stall_aware_shifted_refined,stall_high,underutilized,mixed,W8_M8_F4,5,23.880627,5,1.0,5,1.0,5,1.0,strong
VQE,stall_aware_shifted_refined,stall_high,underutilized,mixed,W8_M8_F7,5,54.761884,5,1.0,5,1.0,5,1.0,strong
VQE,stall_aware_shifted_refined,stall_low,active,mixed,W8_M8_F5,5,4.00972,5,1.0,0,0.0,0,0.0,weak
VQE,stall_aware_shifted_refined,stall_low,active,mixed,W8_M8_F6,5,5.976664,5,1.0,5,1.0,0,0.0,moderate
VQE,stall_aware_shifted_refined,stall_low,saturated,mixed,W8_M8_F8,10,0.0,0,0.0,0,0.0,0,0.0,unlikely
VQE,stall_aware_shifted_refined,stall_low,underutilized,mixed,W8_M8_F4,5,2.23953,5,1.0,0,0.0,0,0.0,weak
VQE,stall_aware_shifted_refined,stall_medium,active,mixed,W8_M8_F5,5,13.308,5,1.0,5,1.0,0,0.0,moderate
VQE,stall_aware_shifted_refined,stall_medium,active,mixed,W8_M8_F6,5,19.178084,5,1.0,5,1.0,0,0.0,moderate
VQE,stall_aware_shifted_refined,stall_medium,active,mixed,W8_M8_F7,5,23.280421,5,1.0,5,1.0,5,1.0,strong
VQE,stall_aware_shifted_refined,stall_medium,near_saturation,mixed,W8_M8_F7,5,7.640071,5,1.0,5,1.0,0,0.0,moderate
VQE,stall_aware_shifted_refined,stall_medium,underutilized,mixed,W8_M8_F4,5,8.562705,5,1.0,5,1.0,0,0.0,moderate
VQE,stall_aware_shifted_refined,stall_medium,underutilized,mixed,W8_M8_F5,5,30.909062,5,1.0,5,1.0,5,1.0,strong
VQE,stall_aware_shifted_refined,stall_medium,underutilized,mixed,W8_M8_F6,5,42.553186,5,1.0,5,1.0,5,1.0,strong
