algorithm,hardware_size,logical_qubits,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,4,16,200,5,94.117647,109.01724,62.5,198.039243,77.126967,109.017499,2.313725,0.392523,200,0,0,0.0
QAOA,6,36,200,5,97.368421,19.54097,9.134618,52.044339,84.82494,19.540996,3.909953,0.104299,200,0,0,0.0
QAOA,8,64,200,5,98.591549,5.901637,2.845643,12.791376,72.403784,5.90168,4.693329,0.033133,198,2,0,0.0
QFT,4,16,200,5,90.909091,45.479126,21.587305,95.439122,84.132286,45.479202,3.34074,0.210032,200,0,0,0.0
QFT,6,36,200,5,90.39548,7.34091,4.065049,15.387052,63.151227,7.340826,4.936157,0.049314,200,0,0,0.0
VQE,4,16,200,5,93.333333,35.962745,17.910474,72.972975,46.881021,35.962707,3.413333,0.100156,200,0,0,0.0
VQE,6,36,200,5,97.142857,3.363908,0.918832,7.703199,0.0,3.363934,5.003647,0.016391,165,35,0,0.0
VQE,8,64,200,5,98.412698,0.486764,0.048677,1.556416,0.0,0.486758,5.623424,0.00582,150,50,0,0.0
