algorithm,hardware_size,logical_qubits,dag_variant,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,n_seeds,total_nodes_median,total_cycles_median,ff_chain_depth_median,throughput_median,throughput_q1,throughput_q3,stall_rate_median,stall_rate_q1,stall_rate_q3,utilization_median,ff_chain_depth_raw_median,ff_chain_depth_shifted_median
QAOA,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,6,5,318.0,58.0,2.0,5.482759,5.482759,5.511387,0.034483,0.032574,0.034483,0.685345,34.0,2.0
QAOA,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,7,5,318.0,51.0,2.0,6.235294,6.233031,6.278361,0.039216,0.037088,0.039216,0.779412,34.0,2.0
QAOA,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,8,5,318.0,45.0,2.0,7.066667,7.055072,7.073334,0.044444,0.041739,0.044444,0.883333,34.0,2.0
QAOA,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,318.0,83.0,2.0,3.831325,3.831325,3.852485,0.036145,0.034161,0.036145,0.478916,34.0,2.0
QAOA,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,318.0,67.0,2.0,4.746269,4.746269,4.774245,0.044776,0.042329,0.044776,0.593284,34.0,2.0
QAOA,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,318.0,56.0,2.0,5.678571,5.678571,5.696944,0.035714,0.033673,0.035714,0.709821,34.0,2.0
QAOA,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,318.0,49.0,2.0,6.489796,6.484898,6.522676,0.040816,0.038518,0.040816,0.811224,34.0,2.0
QAOA,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,318.0,43.0,2.0,7.395349,7.369318,7.395349,0.046512,0.043561,0.046512,0.924419,34.0,2.0
QAOA,6,36,raw,asap,next_cycle,8,1,2,8,4,5,1614.0,447.0,76.0,3.608491,3.520929,3.727713,0.073113,0.042418,0.094991,0.451061,76.0,2.0
QAOA,6,36,raw,asap,next_cycle,8,1,2,8,5,5,1614.0,377.0,76.0,4.157609,4.055233,4.380636,0.102439,0.060771,0.130204,0.519701,76.0,2.0
QAOA,6,36,raw,asap,next_cycle,8,1,2,8,6,5,1614.0,338.0,76.0,4.526627,4.448833,4.888354,0.127321,0.085804,0.155276,0.565828,76.0,2.0
QAOA,6,36,raw,asap,next_cycle,8,1,2,8,7,5,1614.0,323.0,76.0,4.861446,4.660087,5.160722,0.166667,0.112885,0.175459,0.607681,76.0,2.0
QAOA,6,36,raw,asap,next_cycle,8,1,2,8,8,5,1614.0,319.0,76.0,5.028037,4.715535,5.295427,0.178683,0.122363,0.203468,0.628505,76.0,2.0
QAOA,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,4,5,1614.0,446.0,76.0,3.608491,3.520929,3.736301,0.049528,0.037727,0.079911,0.451061,76.0,2.0
QAOA,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,5,5,1614.0,377.0,76.0,4.135135,4.065339,4.374631,0.100244,0.049812,0.117424,0.516892,76.0,2.0
QAOA,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,6,5,1614.0,341.0,76.0,4.50838,4.420183,4.873674,0.134897,0.102075,0.151004,0.563547,76.0,2.0
QAOA,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,7,5,1614.0,325.0,76.0,4.846847,4.639164,5.128109,0.163435,0.120084,0.180785,0.605856,76.0,2.0
QAOA,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,8,5,1614.0,319.0,76.0,5.028037,4.715535,5.295427,0.178683,0.122363,0.203468,0.628505,76.0,2.0
QAOA,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,1614.0,416.0,76.0,3.923077,3.871989,3.943935,0.007692,0.007291,0.014238,0.490385,76.0,2.0
QAOA,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,1614.0,350.0,76.0,4.434066,4.3128,4.663502,0.063037,0.024451,0.08079,0.554258,76.0,2.0
QAOA,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,1614.0,309.0,76.0,5.189711,4.860121,5.41,0.055016,0.03,0.08257,0.648714,76.0,2.0
QAOA,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,1614.0,308.0,76.0,5.24026,4.882022,5.456058,0.136364,0.064233,0.152067,0.655032,76.0,2.0
QAOA,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,1614.0,308.0,76.0,5.24026,4.882022,5.47403,0.24026,0.207372,0.255474,0.655032,76.0,2.0
QAOA,6,36,shifted,asap,next_cycle,8,1,2,8,4,5,1614.0,407.0,2.0,3.966346,3.964666,3.968248,0.235751,0.222444,0.247596,0.495793,76.0,2.0
QAOA,6,36,shifted,asap,next_cycle,8,1,2,8,5,5,1614.0,326.0,2.0,4.951456,4.946048,4.954955,0.142415,0.124287,0.157658,0.618932,76.0,2.0
QAOA,6,36,shifted,asap,next_cycle,8,1,2,8,6,5,1614.0,272.0,2.0,5.933824,5.93166,5.935252,0.073643,0.064707,0.093525,0.741728,76.0,2.0
QAOA,6,36,shifted,asap,next_cycle,8,1,2,8,7,5,1614.0,234.0,2.0,6.903766,6.894664,6.906429,0.038462,0.035334,0.046025,0.862971,76.0,2.0
QAOA,6,36,shifted,asap,next_cycle,8,1,2,8,8,5,1614.0,205.0,2.0,7.857143,7.851648,7.86762,0.009756,0.009524,0.010054,0.982143,76.0,2.0
QAOA,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,4,5,1614.0,407.0,2.0,3.966346,3.964666,3.968248,0.007371,0.007212,0.007618,0.495793,76.0,2.0
QAOA,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,5,5,1614.0,326.0,2.0,4.951456,4.946048,4.954955,0.006135,0.006006,0.00788,0.618932,76.0,2.0
QAOA,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,6,5,1614.0,272.0,2.0,5.933824,5.93166,5.935252,0.007353,0.007194,0.007593,0.741728,76.0,2.0
QAOA,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,7,5,1614.0,234.0,2.0,6.903766,6.894664,6.906429,0.008547,0.008368,0.008834,0.862971,76.0,2.0
QAOA,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,8,5,1614.0,205.0,2.0,7.857143,7.851648,7.86762,0.009756,0.009524,0.010054,0.982143,76.0,2.0
QAOA,6,36,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,1614.0,407.0,2.0,3.966346,3.964666,3.968248,0.007371,0.007212,0.007618,0.495793,76.0,2.0
QAOA,6,36,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,1614.0,326.0,2.0,4.951456,4.946048,4.954955,0.009202,0.009009,0.009498,0.618932,76.0,2.0
QAOA,6,36,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,1614.0,272.0,2.0,5.933824,5.93166,5.935252,0.007353,0.007194,0.007593,0.741728,76.0,2.0
QAOA,6,36,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,1614.0,234.0,2.0,6.903766,6.894664,6.906429,0.008547,0.008368,0.008834,0.862971,76.0,2.0
QAOA,6,36,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,1614.0,205.0,2.0,7.857143,7.851648,7.86762,0.009756,0.009524,0.010054,0.982143,76.0,2.0
QAOA,8,64,raw,asap,next_cycle,8,1,2,8,4,5,4962.0,1284.0,142.0,3.843895,3.82412,3.876955,0.034536,0.025171,0.037475,0.480487,142.0,2.0
QAOA,8,64,raw,asap,next_cycle,8,1,2,8,5,5,4962.0,1051.0,142.0,4.652712,4.627708,4.737433,0.043768,0.036518,0.047665,0.581589,142.0,2.0
QAOA,8,64,raw,asap,next_cycle,8,1,2,8,6,5,4962.0,908.0,142.0,5.39545,5.316149,5.514448,0.058036,0.048392,0.067727,0.674431,142.0,2.0
QAOA,8,64,raw,asap,next_cycle,8,1,2,8,7,5,4962.0,810.0,142.0,6.08802,5.923893,6.216485,0.067757,0.061424,0.07862,0.761002,142.0,2.0
QAOA,8,64,raw,asap,next_cycle,8,1,2,8,8,5,4962.0,744.0,142.0,6.693548,6.429981,6.850312,0.084677,0.068428,0.112667,0.836694,142.0,2.0
QAOA,8,64,raw,ff_rate_matched,next_cycle,8,1,2,8,4,5,4962.0,1282.0,142.0,3.846868,3.825618,3.88309,0.018721,0.014198,0.028701,0.480858,142.0,2.0
QAOA,8,64,raw,ff_rate_matched,next_cycle,8,1,2,8,5,5,4962.0,1051.0,142.0,4.654206,4.633406,4.739745,0.038033,0.030853,0.045741,0.581776,142.0,2.0
QAOA,8,64,raw,ff_rate_matched,next_cycle,8,1,2,8,6,5,4962.0,905.0,142.0,5.418934,5.333404,5.53626,0.055495,0.044288,0.058903,0.677367,142.0,2.0
QAOA,8,64,raw,ff_rate_matched,next_cycle,8,1,2,8,7,5,4962.0,808.0,142.0,6.102941,5.934762,6.224369,0.064327,0.060237,0.072037,0.762868,142.0,2.0
QAOA,8,64,raw,ff_rate_matched,next_cycle,8,1,2,8,8,5,4962.0,744.0,142.0,6.693548,6.429981,6.850312,0.084677,0.068428,0.112667,0.836694,142.0,2.0
QAOA,8,64,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,4962.0,1244.0,142.0,3.988581,3.976732,3.98876,0.002412,0.002398,0.002456,0.498573,142.0,2.0
QAOA,8,64,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,4962.0,996.0,142.0,4.949254,4.898735,4.975099,0.003071,0.003018,0.00837,0.618657,142.0,2.0
QAOA,8,64,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,4962.0,835.0,142.0,5.886391,5.806756,5.938122,0.003606,0.003572,0.010497,0.735799,142.0,2.0
QAOA,8,64,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,4962.0,734.0,142.0,6.721622,6.607378,6.797591,0.017568,0.007615,0.030072,0.840203,142.0,2.0
QAOA,8,64,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,4962.0,660.0,142.0,7.490964,7.350226,7.585669,0.022727,0.003091,0.045117,0.93637,142.0,2.0
QAOA,8,64,shifted,asap,next_cycle,8,1,2,8,4,5,4962.0,1244.0,2.0,3.988746,3.988538,3.989579,0.25226,0.249009,0.26294,0.498593,142.0,2.0
QAOA,8,64,shifted,asap,next_cycle,8,1,2,8,5,5,4962.0,996.0,2.0,4.983968,4.98275,4.984847,0.158317,0.155494,0.162907,0.622996,142.0,2.0
QAOA,8,64,shifted,asap,next_cycle,8,1,2,8,6,5,4962.0,830.0,2.0,5.978313,5.977914,5.978378,0.112048,0.109309,0.116562,0.747289,142.0,2.0
QAOA,8,64,shifted,asap,next_cycle,8,1,2,8,7,5,4962.0,712.0,2.0,6.965812,6.964583,6.967744,0.062678,0.061712,0.063033,0.870726,142.0,2.0
QAOA,8,64,shifted,asap,next_cycle,8,1,2,8,8,5,4962.0,624.0,2.0,7.955272,7.951572,7.957889,0.003205,0.003197,0.003266,0.994409,142.0,2.0
QAOA,8,64,shifted,ff_rate_matched,next_cycle,8,1,2,8,4,5,4962.0,1244.0,2.0,3.988746,3.988538,3.989579,0.002412,0.002405,0.002456,0.498593,142.0,2.0
QAOA,8,64,shifted,ff_rate_matched,next_cycle,8,1,2,8,5,5,4962.0,996.0,2.0,4.983968,4.98275,4.984847,0.002039,0.002003,0.002533,0.622996,142.0,2.0
QAOA,8,64,shifted,ff_rate_matched,next_cycle,8,1,2,8,6,5,4962.0,830.0,2.0,5.978313,5.977914,5.978378,0.00241,0.002403,0.002454,0.747289,142.0,2.0
QAOA,8,64,shifted,ff_rate_matched,next_cycle,8,1,2,8,7,5,4962.0,712.0,2.0,6.965812,6.964583,6.967744,0.002809,0.002799,0.002859,0.870726,142.0,2.0
QAOA,8,64,shifted,ff_rate_matched,next_cycle,8,1,2,8,8,5,4962.0,624.0,2.0,7.955272,7.951572,7.957889,0.003205,0.003197,0.003266,0.994409,142.0,2.0
QAOA,8,64,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,4962.0,1244.0,2.0,3.988746,3.988538,3.989579,0.002412,0.002405,0.002456,0.498593,142.0,2.0
QAOA,8,64,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,4962.0,996.0,2.0,4.983968,4.98275,4.984847,0.003012,0.003005,0.003069,0.622996,142.0,2.0
QAOA,8,64,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,4962.0,830.0,2.0,5.978313,5.977914,5.978378,0.00241,0.002403,0.002454,0.747289,142.0,2.0
QAOA,8,64,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,4962.0,712.0,2.0,6.965812,6.964583,6.967744,0.002809,0.002799,0.002859,0.870726,142.0,2.0
QAOA,8,64,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,4962.0,624.0,2.0,7.955272,7.951572,7.957889,0.003205,0.003197,0.003266,0.994409,142.0,2.0
QFT,4,16,raw,asap,next_cycle,8,1,2,8,4,5,1232.0,385.0,77.0,3.2,3.2,3.212522,0.098958,0.094805,0.12375,0.4,77.0,7.0
QFT,4,16,raw,asap,next_cycle,8,1,2,8,5,5,1232.0,345.0,77.0,3.571014,3.571014,3.586616,0.198251,0.195652,0.20174,0.446377,77.0,7.0
QFT,4,16,raw,asap,next_cycle,8,1,2,8,6,5,1232.0,325.0,77.0,3.790769,3.784955,3.796619,0.252308,0.244243,0.261952,0.473846,77.0,7.0
QFT,4,16,raw,asap,next_cycle,8,1,2,8,7,5,1232.0,317.0,77.0,3.886435,3.886435,3.886435,0.309148,0.302839,0.315458,0.485804,77.0,7.0
QFT,4,16,raw,asap,next_cycle,8,1,2,8,8,5,1232.0,316.0,77.0,3.898734,3.898734,3.904923,0.338608,0.337558,0.344937,0.487342,77.0,7.0
QFT,4,16,raw,ff_rate_matched,next_cycle,8,1,2,8,4,5,1232.0,385.0,77.0,3.2,3.2,3.212522,0.091146,0.089611,0.118541,0.4,77.0,7.0
QFT,4,16,raw,ff_rate_matched,next_cycle,8,1,2,8,5,5,1232.0,345.0,77.0,3.571014,3.571014,3.586616,0.188406,0.187497,0.197387,0.446377,77.0,7.0
QFT,4,16,raw,ff_rate_matched,next_cycle,8,1,2,8,6,5,1232.0,325.0,77.0,3.790769,3.784955,3.796619,0.249231,0.241171,0.25887,0.473846,77.0,7.0
QFT,4,16,raw,ff_rate_matched,next_cycle,8,1,2,8,7,5,1232.0,317.0,77.0,3.886435,3.886435,3.886435,0.305994,0.302839,0.312303,0.485804,77.0,7.0
QFT,4,16,raw,ff_rate_matched,next_cycle,8,1,2,8,8,5,1232.0,316.0,77.0,3.898734,3.898734,3.904923,0.338608,0.337558,0.344937,0.487342,77.0,7.0
QFT,4,16,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,1232.0,378.0,77.0,3.259259,3.242105,3.285357,0.126316,0.081823,0.133335,0.407407,77.0,7.0
QFT,4,16,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,1232.0,343.0,77.0,3.591837,3.591837,3.612903,0.145773,0.122783,0.156446,0.44898,77.0,7.0
QFT,4,16,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,1232.0,322.0,77.0,3.826087,3.826087,3.844078,0.188088,0.177019,0.223602,0.478261,77.0,7.0
QFT,4,16,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,1232.0,315.0,77.0,3.911111,3.904923,3.911111,0.231746,0.226633,0.273016,0.488889,77.0,7.0
QFT,4,16,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,1232.0,314.0,77.0,3.923567,3.923567,3.929835,0.350318,0.342901,0.36465,0.490446,77.0,7.0
QFT,4,16,shifted,asap,next_cycle,8,1,2,8,4,5,1232.0,314.0,7.0,3.923567,3.911111,3.923567,0.43949,0.404458,0.442857,0.490446,77.0,7.0
QFT,4,16,shifted,asap,next_cycle,8,1,2,8,5,5,1232.0,254.0,7.0,4.850394,4.840884,4.859979,0.317647,0.303741,0.334646,0.606299,77.0,7.0
QFT,4,16,shifted,asap,next_cycle,8,1,2,8,6,5,1232.0,215.0,7.0,5.730233,5.716969,5.757009,0.21028,0.195827,0.22739,0.716279,77.0,7.0
QFT,4,16,shifted,asap,next_cycle,8,1,2,8,7,5,1232.0,186.0,7.0,6.623656,6.588235,6.641558,0.118919,0.112903,0.131016,0.827957,77.0,7.0
QFT,4,16,shifted,asap,next_cycle,8,1,2,8,8,5,1232.0,166.0,7.0,7.421687,7.421687,7.466667,0.036145,0.0272,0.039266,0.927711,77.0,7.0
QFT,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,4,5,1232.0,314.0,7.0,3.923567,3.911111,3.923567,0.012698,0.009539,0.012739,0.490446,77.0,7.0
QFT,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,5,5,1232.0,254.0,7.0,4.850394,4.831373,4.850394,0.015748,0.015717,0.019647,0.606299,77.0,7.0
QFT,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,6,5,1232.0,214.0,7.0,5.757009,5.716969,5.757009,0.018692,0.018648,0.025592,0.719626,77.0,7.0
QFT,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,7,5,1232.0,186.0,7.0,6.623656,6.605946,6.641558,0.026882,0.02681,0.029643,0.827957,77.0,7.0
QFT,4,16,shifted,ff_rate_matched,next_cycle,8,1,2,8,8,5,1232.0,166.0,7.0,7.421687,7.421687,7.466667,0.036145,0.0272,0.039266,0.927711,77.0,7.0
QFT,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,1232.0,311.0,7.0,3.961415,3.961415,3.961415,0.009646,0.009646,0.009646,0.495177,77.0,7.0
QFT,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,1232.0,250.0,7.0,4.928,4.928,4.928,0.012,0.012,0.012,0.616,77.0,7.0
QFT,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,1232.0,209.0,7.0,5.894737,5.894737,5.894737,0.014354,0.014354,0.014354,0.736842,77.0,7.0
QFT,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,1232.0,179.0,7.0,6.882682,6.882682,6.882682,0.011173,0.011173,0.011173,0.860335,77.0,7.0
QFT,4,16,shifted,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,1232.0,157.0,7.0,7.847134,7.847134,7.847134,0.012739,0.012739,0.012739,0.980892,77.0,7.0
QFT,6,36,raw,asap,next_cycle,8,1,2,8,4,5,6372.0,1669.0,177.0,3.817855,3.815569,3.819,0.031156,0.02637,0.036527,0.477232,177.0,17.0
QFT,6,36,raw,asap,next_cycle,8,1,2,8,5,5,6372.0,1372.0,177.0,4.644315,4.644315,4.647702,0.050292,0.042287,0.052132,0.580539,177.0,17.0
QFT,6,36,raw,asap,next_cycle,8,1,2,8,6,5,6372.0,1179.0,177.0,5.40458,5.40458,5.40458,0.067854,0.063189,0.068702,0.675573,177.0,17.0
QFT,6,36,raw,asap,next_cycle,8,1,2,8,7,5,6372.0,1047.0,177.0,6.08596,6.083056,6.08596,0.08978,0.064441,0.090735,0.760745,177.0,17.0
QFT,6,36,raw,asap,next_cycle,8,1,2,8,8,5,6372.0,954.0,177.0,6.679245,6.679245,6.682749,0.10808,0.106918,0.109539,0.834906,177.0,17.0
QFT,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,4,5,6372.0,1669.0,177.0,3.817855,3.815569,3.819,0.02876,0.024858,0.031455,0.477232,177.0,17.0
QFT,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,5,5,6372.0,1372.0,177.0,4.644315,4.644315,4.647702,0.04814,0.039359,0.049946,0.580539,177.0,17.0
QFT,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,6,5,6372.0,1179.0,177.0,5.40458,5.40458,5.40458,0.067006,0.06531,0.06743,0.675573,177.0,17.0
QFT,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,7,5,6372.0,1047.0,177.0,6.08596,6.08596,6.08596,0.088825,0.084527,0.090735,0.760745,177.0,17.0
QFT,6,36,raw,ff_rate_matched,next_cycle,8,1,2,8,8,5,6372.0,954.0,177.0,6.679245,6.679245,6.682749,0.10808,0.106918,0.109539,0.834906,177.0,17.0
QFT,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,4,5,6372.0,1645.0,177.0,3.873556,3.87238,3.873556,0.017618,0.016717,0.020061,0.484195,177.0,17.0
QFT,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,5,5,6372.0,1348.0,177.0,4.727003,4.720002,4.727003,0.028127,0.026335,0.034481,0.590875,177.0,17.0
QFT,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,6,5,6372.0,1151.0,177.0,5.536056,5.52886,5.536056,0.03649,0.035621,0.044261,0.692007,177.0,17.0
QFT,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,7,5,6372.0,1020.0,177.0,6.247059,6.237899,6.253189,0.050831,0.048577,0.060784,0.780882,177.0,17.0
QFT,6,36,raw,stall_aware_shifted_refined,next_cycle,8,1,2,8,8,5,6372.0,918.0,177.0,6.941176,6.933624,6.941176,0.08061,0.079478,0.083288,0.867647,177.0,17.0
QFT,6,36,shifted,asap,next_cycle,8,1,2,8,4,5,6372.0,1601.0,17.0,3.980012,3.97877,3.9825,0.355,0.345828,0.371524,0.497502,177.0,17.0
QFT,6,36,shifted,asap,next_cycle,8,1,2,8,5,5,6372.0,1283.0,17.0,4.966485,4.962617,4.966485,0.279034,0.269575,0.28905,0.620811,177.0,17.0
QFT,6,36,shifted,asap,next_cycle,8,1,2,8,6,5,6372.0,1072.0,17.0,5.94403,5.935726,5.94403,0.204291,0.196174,0.210724,0.743004,177.0,17.0
QFT,6,36,shifted,asap,next_cycle,8,1,2,8,7,5,6372.0,922.0,17.0,6.911063,6.89984,6.914815,0.117264,0.117073,0.119718,0.863883,177.0,17.0
QFT,6,36,shifted,asap,next_cycle,8,1,2,8,8,5,6372.0,811.0,17.0,7.856967,7.847302,7.876403,0.008631,0.006797,0.009852,0.982121,177.0,17.0
QFT,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,4,5,6372.0,1601.0,17.0,3.980012,3.97877,3.981256,0.002498,0.001874,0.003434,0.497502,177.0,17.0
QFT,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,5,5,6372.0,1283.0,17.0,4.966485,4.962617,4.966485,0.003894,0.003117,0.004287,0.620811,177.0,17.0
QFT,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,6,5,6372.0,1072.0,17.0,5.94403,5.935726,5.94403,0.004655,0.003263,0.006064,0.743004,177.0,17.0
QFT,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,7,5,6372.0,922.0,17.0,6.911063,6.89984,6.914815,0.007584,0.005959,0.008134,0.863883,177.0,17.0
QFT,6,36,shifted,ff_rate_matched,next_cycle,8,1,2,8,8,5,6372.0,811.0,17.0,7.856967,7.847302,7.876403,0.008631,0.006797,0.009852,0.982121,177.0,17.0
