algorithm,hardware_size,logical_qubits,dag_seed,dag_label,issue_width,meas_width,ff_width,l_meas,l_ff,f_over_w,total_cycles_asap,total_cycles_ff_rate_matched,cycles_ratio_ff_over_asap,throughput_asap,throughput_ff_rate_matched,throughput_gain_pct,stall_rate_asap,stall_rate_ff_rate_matched,stall_rate_delta
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,4,4,3,1,2,0.750000,541,541,1.000000,2.983364,2.983364,0.000000,0.157116,0.003697,-0.153419
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,4,4,4,1,2,1.000000,407,407,1.000000,3.965602,3.965602,0.000000,0.004914,0.004914,0.000000
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,4,8,2,1,2,0.500000,810,810,1.000000,1.992593,1.992593,0.000000,0.366667,0.003704,-0.362963
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,4,8,3,1,2,0.750000,541,541,1.000000,2.983364,2.983364,0.000000,0.157116,0.003697,-0.153419
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,4,8,4,1,2,1.000000,407,407,1.000000,3.965602,3.965602,0.000000,0.004914,0.004914,0.000000
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,16,2,1,2,0.250000,810,810,1.000000,1.992593,1.992593,0.000000,0.52716,0.006173,-0.520987
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,16,3,1,2,0.375000,541,541,1.000000,2.983364,2.983364,0.000000,0.362292,0.005545,-0.356747
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,16,4,1,2,0.500000,407,407,1.000000,3.965602,3.965602,0.000000,0.230958,0.007371,-0.223587
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,4,2,1,2,0.250000,810,810,1.000000,1.992593,1.992593,0.000000,0.366667,0.003704,-0.362963
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,4,3,1,2,0.375000,541,541,1.000000,2.983364,2.983364,0.000000,0.157116,0.003697,-0.153419
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,4,4,1,2,0.500000,407,407,1.000000,3.965602,3.965602,0.000000,0.004914,0.004914,0.000000
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,8,2,1,2,0.250000,810,810,1.000000,1.992593,1.992593,0.000000,0.52716,0.006173,-0.520987
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,8,3,1,2,0.375000,541,541,1.000000,2.983364,2.983364,0.000000,0.362292,0.005545,-0.356747
QAOA,10,36,0,QAOA_H10_Q36_s0_shifted,8,8,4,1,2,0.500000,407,407,1.000000,3.965602,3.965602,0.000000,0.230958,0.007371,-0.223587
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,16,2,1,2,0.125000,801,801,1.000000,1.992509,1.992509,0.000000,0.605493,0.011236,-0.594257
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,16,3,1,2,0.187500,535,535,1.000000,2.983178,2.983178,0.000000,0.442991,0.011215,-0.431776
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,16,4,1,2,0.250000,402,402,1.000000,3.970149,3.970149,0.000000,0.30597,0.012438,-0.293532
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,4,2,1,2,0.125000,801,801,1.000000,1.992509,1.992509,0.000000,0.369538,0.003745,-0.365793
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,4,3,1,2,0.187500,535,535,1.000000,2.983178,2.983178,0.000000,0.164486,0.003738,-0.160748
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,4,4,1,2,0.250000,402,402,1.000000,3.970149,3.970149,0.000000,0.004975,0.004975,0.000000
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,8,2,1,2,0.125000,801,801,1.000000,1.992509,1.992509,0.000000,0.52809,0.006242,-0.521848
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,8,3,1,2,0.187500,535,535,1.000000,2.983178,2.983178,0.000000,0.35514,0.005607,-0.349533
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,16,8,4,1,2,0.250000,402,402,1.000000,3.970149,3.970149,0.000000,0.21393,0.007463,-0.206467
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,16,2,1,2,0.500000,801,801,1.000000,1.992509,1.992509,0.000000,0.369538,0.003745,-0.365793
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,16,3,1,2,0.750000,535,535,1.000000,2.983178,2.983178,0.000000,0.164486,0.003738,-0.160748
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,16,4,1,2,1.000000,402,402,1.000000,3.970149,3.970149,0.000000,0.004975,0.004975,0.000000
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,4,2,1,2,0.500000,801,801,1.000000,1.992509,1.992509,0.000000,0.369538,0.003745,-0.365793
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,4,3,1,2,0.750000,535,535,1.000000,2.983178,2.983178,0.000000,0.164486,0.003738,-0.160748
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,4,4,1,2,1.000000,402,402,1.000000,3.970149,3.970149,0.000000,0.004975,0.004975,0.000000
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,8,2,1,2,0.500000,801,801,1.000000,1.992509,1.992509,0.000000,0.369538,0.003745,-0.365793
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,8,3,1,2,0.750000,535,535,1.000000,2.983178,2.983178,0.000000,0.164486,0.003738,-0.160748
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,4,8,4,1,2,1.000000,402,402,1.000000,3.970149,3.970149,0.000000,0.004975,0.004975,0.000000
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,16,2,1,2,0.250000,801,801,1.000000,1.992509,1.992509,0.000000,0.52809,0.006242,-0.521848
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,16,3,1,2,0.375000,535,535,1.000000,2.983178,2.983178,0.000000,0.35514,0.005607,-0.349533
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,16,4,1,2,0.500000,402,402,1.000000,3.970149,3.970149,0.000000,0.21393,0.007463,-0.206467
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,4,2,1,2,0.250000,801,801,1.000000,1.992509,1.992509,0.000000,0.369538,0.003745,-0.365793
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,4,3,1,2,0.375000,535,535,1.000000,2.983178,2.983178,0.000000,0.164486,0.003738,-0.160748
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,4,4,1,2,0.500000,402,402,1.000000,3.970149,3.970149,0.000000,0.004975,0.004975,0.000000
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,8,2,1,2,0.250000,801,801,1.000000,1.992509,1.992509,0.000000,0.52809,0.006242,-0.521848
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,8,3,1,2,0.375000,535,535,1.000000,2.983178,2.983178,0.000000,0.35514,0.005607,-0.349533
QAOA,10,36,1,QAOA_H10_Q36_s1_shifted,8,8,4,1,2,0.500000,402,402,1.000000,3.970149,3.970149,0.000000,0.21393,0.007463,-0.206467
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,16,2,1,2,0.125000,828,828,1.000000,1.992754,1.992754,0.000000,0.605072,0.01087,-0.594202
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,16,3,1,2,0.187500,553,553,1.000000,2.983725,2.983725,0.000000,0.459313,0.01085,-0.448463
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,16,4,1,2,0.250000,416,416,1.000000,3.966346,3.966346,0.000000,0.334135,0.012019,-0.322116
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,4,2,1,2,0.125000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,4,3,1,2,0.187500,553,553,1.000000,2.983725,2.983725,0.000000,0.169982,0.003617,-0.166365
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,4,4,1,2,0.250000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,8,2,1,2,0.125000,828,828,1.000000,1.992754,1.992754,0.000000,0.535024,0.006039,-0.528985
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,8,3,1,2,0.187500,553,553,1.000000,2.983725,2.983725,0.000000,0.377939,0.005425,-0.372514
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,16,8,4,1,2,0.250000,416,416,1.000000,3.966346,3.966346,0.000000,0.245192,0.007212,-0.237980
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,16,2,1,2,0.500000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,16,3,1,2,0.750000,553,553,1.000000,2.983725,2.983725,0.000000,0.169982,0.003617,-0.166365
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,16,4,1,2,1.000000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,4,2,1,2,0.500000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,4,3,1,2,0.750000,553,553,1.000000,2.983725,2.983725,0.000000,0.169982,0.003617,-0.166365
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,4,4,1,2,1.000000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,8,2,1,2,0.500000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,8,3,1,2,0.750000,553,553,1.000000,2.983725,2.983725,0.000000,0.169982,0.003617,-0.166365
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,4,8,4,1,2,1.000000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,16,2,1,2,0.250000,828,828,1.000000,1.992754,1.992754,0.000000,0.535024,0.006039,-0.528985
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,16,3,1,2,0.375000,553,553,1.000000,2.983725,2.983725,0.000000,0.377939,0.005425,-0.372514
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,16,4,1,2,0.500000,416,416,1.000000,3.966346,3.966346,0.000000,0.245192,0.007212,-0.237980
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,4,2,1,2,0.250000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,4,3,1,2,0.375000,553,553,1.000000,2.983725,2.983725,0.000000,0.169982,0.003617,-0.166365
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,4,4,1,2,0.500000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,8,2,1,2,0.250000,828,828,1.000000,1.992754,1.992754,0.000000,0.535024,0.006039,-0.528985
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,8,3,1,2,0.375000,553,553,1.000000,2.983725,2.983725,0.000000,0.377939,0.005425,-0.372514
QAOA,10,36,2,QAOA_H10_Q36_s2_shifted,8,8,4,1,2,0.500000,416,416,1.000000,3.966346,3.966346,0.000000,0.245192,0.007212,-0.237980
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,16,2,1,2,0.125000,768,768,1.000000,1.992188,1.992188,0.000000,0.596354,0.011719,-0.584635
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,16,3,1,2,0.187500,513,513,1.000000,2.982456,2.982456,0.000000,0.450292,0.011696,-0.438596
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,16,4,1,2,0.250000,386,386,1.000000,3.963731,3.963731,0.000000,0.321244,0.012953,-0.308291
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,4,2,1,2,0.125000,768,768,1.000000,1.992188,1.992188,0.000000,0.367188,0.003906,-0.363282
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,4,3,1,2,0.187500,513,513,1.000000,2.982456,2.982456,0.000000,0.161793,0.003899,-0.157894
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,4,4,1,2,0.250000,386,386,1.000000,3.963731,3.963731,0.000000,0.005181,0.005181,0.000000
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,8,2,1,2,0.125000,768,768,1.000000,1.992188,1.992188,0.000000,0.526042,0.00651,-0.519532
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,8,3,1,2,0.187500,513,513,1.000000,2.982456,2.982456,0.000000,0.360624,0.005848,-0.354776
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,16,8,4,1,2,0.250000,386,386,1.000000,3.963731,3.963731,0.000000,0.235751,0.007772,-0.227979
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,16,2,1,2,0.500000,768,768,1.000000,1.992188,1.992188,0.000000,0.367188,0.003906,-0.363282
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,16,3,1,2,0.750000,513,513,1.000000,2.982456,2.982456,0.000000,0.161793,0.003899,-0.157894
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,16,4,1,2,1.000000,386,386,1.000000,3.963731,3.963731,0.000000,0.005181,0.005181,0.000000
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,4,2,1,2,0.500000,768,768,1.000000,1.992188,1.992188,0.000000,0.367188,0.003906,-0.363282
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,4,3,1,2,0.750000,513,513,1.000000,2.982456,2.982456,0.000000,0.161793,0.003899,-0.157894
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,4,4,1,2,1.000000,386,386,1.000000,3.963731,3.963731,0.000000,0.005181,0.005181,0.000000
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,8,2,1,2,0.500000,768,768,1.000000,1.992188,1.992188,0.000000,0.367188,0.003906,-0.363282
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,8,3,1,2,0.750000,513,513,1.000000,2.982456,2.982456,0.000000,0.161793,0.003899,-0.157894
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,4,8,4,1,2,1.000000,386,386,1.000000,3.963731,3.963731,0.000000,0.005181,0.005181,0.000000
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,16,2,1,2,0.250000,768,768,1.000000,1.992188,1.992188,0.000000,0.526042,0.00651,-0.519532
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,16,3,1,2,0.375000,513,513,1.000000,2.982456,2.982456,0.000000,0.360624,0.005848,-0.354776
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,16,4,1,2,0.500000,386,386,1.000000,3.963731,3.963731,0.000000,0.235751,0.007772,-0.227979
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,4,2,1,2,0.250000,768,768,1.000000,1.992188,1.992188,0.000000,0.367188,0.003906,-0.363282
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,4,3,1,2,0.375000,513,513,1.000000,2.982456,2.982456,0.000000,0.161793,0.003899,-0.157894
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,4,4,1,2,0.500000,386,386,1.000000,3.963731,3.963731,0.000000,0.005181,0.005181,0.000000
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,8,2,1,2,0.250000,768,768,1.000000,1.992188,1.992188,0.000000,0.526042,0.00651,-0.519532
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,8,3,1,2,0.375000,513,513,1.000000,2.982456,2.982456,0.000000,0.360624,0.005848,-0.354776
QAOA,10,36,3,QAOA_H10_Q36_s3_shifted,8,8,4,1,2,0.500000,386,386,1.000000,3.963731,3.963731,0.000000,0.235751,0.007772,-0.227979
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,16,2,1,2,0.125000,828,828,1.000000,1.992754,1.992754,0.000000,0.619565,0.01087,-0.608695
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,16,3,1,2,0.187500,553,553,1.000000,2.983725,2.983725,0.000000,0.473779,0.01085,-0.462929
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,16,4,1,2,0.250000,416,416,1.000000,3.966346,3.966346,0.000000,0.346154,0.012019,-0.334135
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,4,2,1,2,0.125000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,4,3,1,2,0.187500,553,553,1.000000,2.983725,2.983725,0.000000,0.173599,0.003617,-0.169982
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,4,4,1,2,0.250000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,8,2,1,2,0.125000,828,828,1.000000,1.992754,1.992754,0.000000,0.538647,0.006039,-0.532608
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,8,3,1,2,0.187500,553,553,1.000000,2.983725,2.983725,0.000000,0.37613,0.005425,-0.370705
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,16,8,4,1,2,0.250000,416,416,1.000000,3.966346,3.966346,0.000000,0.25,0.007212,-0.242788
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,16,2,1,2,0.500000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,16,3,1,2,0.750000,553,553,1.000000,2.983725,2.983725,0.000000,0.173599,0.003617,-0.169982
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,16,4,1,2,1.000000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,4,2,1,2,0.500000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,4,3,1,2,0.750000,553,553,1.000000,2.983725,2.983725,0.000000,0.173599,0.003617,-0.169982
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,4,4,1,2,1.000000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,8,2,1,2,0.500000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,8,3,1,2,0.750000,553,553,1.000000,2.983725,2.983725,0.000000,0.173599,0.003617,-0.169982
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,4,8,4,1,2,1.000000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,16,2,1,2,0.250000,828,828,1.000000,1.992754,1.992754,0.000000,0.538647,0.006039,-0.532608
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,16,3,1,2,0.375000,553,553,1.000000,2.983725,2.983725,0.000000,0.37613,0.005425,-0.370705
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,16,4,1,2,0.500000,416,416,1.000000,3.966346,3.966346,0.000000,0.25,0.007212,-0.242788
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,4,2,1,2,0.250000,828,828,1.000000,1.992754,1.992754,0.000000,0.379227,0.003623,-0.375604
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,4,3,1,2,0.375000,553,553,1.000000,2.983725,2.983725,0.000000,0.173599,0.003617,-0.169982
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,4,4,1,2,0.500000,416,416,1.000000,3.966346,3.966346,0.000000,0.004808,0.004808,0.000000
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,8,2,1,2,0.250000,828,828,1.000000,1.992754,1.992754,0.000000,0.538647,0.006039,-0.532608
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,8,3,1,2,0.375000,553,553,1.000000,2.983725,2.983725,0.000000,0.37613,0.005425,-0.370705
QAOA,10,36,4,QAOA_H10_Q36_s4_shifted,8,8,4,1,2,0.500000,416,416,1.000000,3.966346,3.966346,0.000000,0.25,0.007212,-0.242788
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,16,2,1,2,0.125000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.63578,0.00361,-0.632170
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,16,3,1,2,0.187500,1663,1663,1.000000,2.994588,2.994588,0.000000,0.490679,0.003608,-0.487071
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,16,4,1,2,0.250000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.346154,0.004006,-0.342148
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,4,2,1,2,0.125000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.384677,0.001203,-0.383474
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,4,3,1,2,0.187500,1663,1663,1.000000,2.994588,2.994588,0.000000,0.179194,0.001203,-0.177991
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,4,4,1,2,0.250000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.001603,0.001603,0.000000
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,8,2,1,2,0.125000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.550742,0.002006,-0.548736
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,8,3,1,2,0.187500,1663,1663,1.000000,2.994588,2.994588,0.000000,0.384245,0.001804,-0.382441
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,16,8,4,1,2,0.250000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.246795,0.002404,-0.244391
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,16,2,1,2,0.500000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.384677,0.001203,-0.383474
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,16,3,1,2,0.750000,1663,1663,1.000000,2.994588,2.994588,0.000000,0.179194,0.001203,-0.177991
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,16,4,1,2,1.000000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.001603,0.001603,0.000000
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,4,2,1,2,0.500000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.384677,0.001203,-0.383474
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,4,3,1,2,0.750000,1663,1663,1.000000,2.994588,2.994588,0.000000,0.179194,0.001203,-0.177991
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,4,4,1,2,1.000000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.001603,0.001603,0.000000
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,8,2,1,2,0.500000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.384677,0.001203,-0.383474
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,8,3,1,2,0.750000,1663,1663,1.000000,2.994588,2.994588,0.000000,0.179194,0.001203,-0.177991
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,4,8,4,1,2,1.000000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.001603,0.001603,0.000000
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,16,2,1,2,0.250000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.550742,0.002006,-0.548736
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,16,3,1,2,0.375000,1663,1663,1.000000,2.994588,2.994588,0.000000,0.384245,0.001804,-0.382441
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,16,4,1,2,0.500000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.246795,0.002404,-0.244391
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,4,2,1,2,0.250000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.384677,0.001203,-0.383474
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,4,3,1,2,0.375000,1663,1663,1.000000,2.994588,2.994588,0.000000,0.179194,0.001203,-0.177991
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,4,4,1,2,0.500000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.001603,0.001603,0.000000
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,8,2,1,2,0.250000,2493,2493,1.000000,1.997593,1.997593,0.000000,0.550742,0.002006,-0.548736
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,8,3,1,2,0.375000,1663,1663,1.000000,2.994588,2.994588,0.000000,0.384245,0.001804,-0.382441
QAOA,10,64,0,QAOA_H10_Q64_s0_shifted,8,8,4,1,2,0.500000,1248,1248,1.000000,3.990385,3.990385,0.000000,0.246795,0.002404,-0.244391
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,16,2,1,2,0.125000,2484,2484,1.000000,1.997585,1.997585,0.000000,0.634461,0.003623,-0.630838
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,16,3,1,2,0.187500,1657,1657,1.000000,2.994568,2.994568,0.000000,0.491249,0.003621,-0.487628
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,16,4,1,2,0.250000,1244,1244,1.000000,3.988746,3.988746,0.000000,0.354502,0.004019,-0.350483
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,4,2,1,2,0.125000,2484,2484,1.000000,1.997585,1.997585,0.000000,0.389694,0.001208,-0.388486
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,4,3,1,2,0.187500,1657,1657,1.000000,2.994568,2.994568,0.000000,0.181654,0.001207,-0.180447
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,4,4,1,2,0.250000,1244,1244,1.000000,3.988746,3.988746,0.000000,0.001608,0.001608,0.000000
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,8,2,1,2,0.125000,2484,2484,1.000000,1.997585,1.997585,0.000000,0.555958,0.002013,-0.553945
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,8,3,1,2,0.187500,1657,1657,1.000000,2.994568,2.994568,0.000000,0.391672,0.001811,-0.389861
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,16,8,4,1,2,0.250000,1244,1244,1.000000,3.988746,3.988746,0.000000,0.257235,0.002412,-0.254823
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,4,16,2,1,2,0.500000,2484,2484,1.000000,1.997585,1.997585,0.000000,0.389694,0.001208,-0.388486
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,4,16,3,1,2,0.750000,1657,1657,1.000000,2.994568,2.994568,0.000000,0.181654,0.001207,-0.180447
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,4,16,4,1,2,1.000000,1244,1244,1.000000,3.988746,3.988746,0.000000,0.001608,0.001608,0.000000
QAOA,10,64,1,QAOA_H10_Q64_s1_shifted,4,4,2,1,2,0.500000,2484,2484,1.000000,1.997585,1.997585,0.000000,0.389694,0.001208,-0.388486
