algorithm,hardware_size,logical_qubits,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,4,16,160,5,94.117647,109.523815,61.972897,197.872265,75.184123,109.523936,2.313725,0.394178,160,0,0,0.0
QAOA,6,36,160,5,97.368421,19.117624,8.634296,52.044339,84.82494,19.117707,3.906507,0.104299,160,0,0,0.0
QAOA,8,64,160,5,98.591549,5.561262,2.726542,12.791376,43.172249,5.561338,4.693329,0.03226,158,2,0,0.0
QFT,4,16,160,5,90.909091,45.479126,21.587305,95.439122,83.336015,45.479202,3.34074,0.210767,160,0,0,0.0
QFT,6,36,160,5,90.39548,7.34091,4.065049,15.387052,53.710436,7.340826,4.936157,0.047373,160,0,0,0.0
VQE,4,16,160,5,93.333333,35.962745,17.910474,72.972975,42.073906,35.962707,3.413333,0.105354,160,0,0,0.0
VQE,6,36,160,5,97.142857,3.363908,0.61302,6.554889,0.0,3.363934,5.003647,0.016391,130,30,0,0.0
VQE,8,64,160,5,98.412698,0.486764,0.09709,1.556416,0.0,0.486758,5.623424,0.00582,120,40,0,0.0
