algorithm,hardware_size,logical_qubits,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,4,16,160,5,94.117647,109.523815,66.304379,215.217346,75.658395,109.523936,2.313725,0.395833,160,0,0,0.0
QAOA,6,36,160,5,97.368421,18.192405,7.512965,50.737715,13.375221,18.19236,3.909953,0.100088,160,0,0,0.0
QAOA,8,64,160,5,98.591549,4.33819,2.559792,8.193604,-154.701178,4.338148,4.775607,0.027429,157,3,0,0.0
QFT,4,16,160,5,90.909091,43.294073,21.725225,100.0,-5.071928,43.294092,3.389629,0.212766,160,0,0,0.0
QFT,6,36,160,5,90.39548,7.339955,4.12759,14.750008,-215.758451,7.339999,5.004605,0.051095,160,0,0,0.0
VQE,4,16,160,5,93.333333,35.962745,19.403002,72.972975,-65.914792,35.962707,3.326919,0.105354,160,0,0,0.0
VQE,6,36,160,5,97.142857,3.369073,0.0,7.703199,-377.494509,3.369152,4.991674,0.014881,115,45,0,0.0
VQE,8,64,160,5,98.412698,0.876325,0.0,1.752668,-1271.28323,0.876352,5.619555,0.006757,100,60,0,0.0
