algorithm,policy,raw_stall_bucket,raw_saturation_bucket,latency_profile,width_profile,pair_count,throughput_gain_pct_median,gain_positive_count,gain_positive_rate,gain_ge_5_count,gain_ge_5_rate,gain_ge_20_count,gain_ge_20_rate,predicted_gain_band
QFT,asap,stall_low,underutilized,mixed,W8_M8_F4,10,4.247333,10,1.0,0,0.0,0,0.0,weak
QFT,asap,stall_medium,near_saturation,l1_l1,W4_M4_F4,3,11.858975,3,1.0,3,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l1_l1,W4_M4_F8,3,11.858975,3,1.0,3,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l1_l1,W4_M8_F4,3,11.858975,3,1.0,3,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l1_l1,W4_M8_F8,3,11.858975,3,1.0,3,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l1_l1,W8_M8_F8,5,9.825869,5,1.0,5,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l2_l2,W4_M4_F4,1,6.982547,1,1.0,1,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l2_l2,W4_M4_F8,1,6.982547,1,1.0,1,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l2_l2,W4_M8_F4,1,6.982547,1,1.0,1,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,l2_l2,W4_M8_F8,1,6.982547,1,1.0,1,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,mixed,W4_M4_F4,10,22.29301,10,1.0,10,1.0,10,1.0,strong
QFT,asap,stall_medium,near_saturation,mixed,W4_M4_F8,10,22.29301,10,1.0,10,1.0,10,1.0,strong
QFT,asap,stall_medium,near_saturation,mixed,W4_M8_F4,10,22.29301,10,1.0,10,1.0,10,1.0,strong
QFT,asap,stall_medium,near_saturation,mixed,W4_M8_F8,10,22.29301,10,1.0,10,1.0,10,1.0,strong
QFT,asap,stall_medium,near_saturation,mixed,W8_M8_F8,10,17.632562,10,1.0,10,1.0,0,0.0,moderate
QFT,asap,stall_medium,underutilized,l1_l1,W8_M4_F4,3,11.858975,3,1.0,3,1.0,0,0.0,moderate
