algorithm,hardware_size,logical_qubits,dag_seed,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,raw_ff_chain_depth,shifted_ff_chain_depth,depth_reduction_pct,raw_throughput,shifted_throughput,throughput_delta,throughput_gain_pct,raw_stall_rate,shifted_stall_rate,stall_rate_delta,stall_reduction_pct,raw_utilization,shifted_utilization,utilization_delta,utilization_gain_pct,raw_saturation_ratio,raw_saturation_bucket,raw_stall_bucket,latency_profile,width_profile,throughput_direction,stall_direction
QAOA,6,36,2,shifted_critical,next_cycle,8,2,1,8,4,73,2,97.260274,3.758542,3.966346,0.207804,5.528846,0.045558,0.415865,0.370307,-812.825409,0.469818,0.495793,0.025975,5.528737,0.469818,underutilized,stall_low,mixed,W8_M8_F4,improved,worse
QAOA,6,36,2,shifted_critical,next_cycle,8,2,2,8,4,73,2,97.260274,3.556034,3.956835,0.400801,11.271011,0.075431,0.41247,0.337039,-446.817621,0.444504,0.494604,0.0501,11.27099,0.444504,underutilized,stall_medium,l2_l2,W8_M8_F4,improved,worse
QAOA,6,36,3,asap,next_cycle,8,1,1,8,4,76,2,97.368421,3.825,3.974026,0.149026,3.896105,0.0325,0.233766,0.201266,-619.28,0.478125,0.496753,0.018628,3.896052,0.478125,underutilized,stall_low,l1_l1,W8_M8_F4,improved,worse
QAOA,6,36,3,asap,next_cycle,8,1,2,8,4,76,2,97.368421,3.608491,3.963731,0.35524,9.844558,0.073113,0.235751,0.162638,-222.447444,0.451061,0.495466,0.044405,9.844566,0.451061,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
QAOA,6,36,3,asap,next_cycle,8,2,1,8,4,76,2,97.368421,3.608491,3.963731,0.35524,9.844558,0.073113,0.235751,0.162638,-222.447444,0.451061,0.495466,0.044405,9.844566,0.451061,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
QAOA,6,36,3,asap,next_cycle,8,2,2,8,4,76,2,97.368421,3.304536,3.953488,0.648952,19.638218,0.12527,0.235142,0.109872,-87.70815,0.413067,0.494186,0.081119,19.638218,0.413067,underutilized,stall_medium,l2_l2,W8_M8_F4,improved,worse
QAOA,6,36,3,greedy_critical,next_cycle,8,1,1,8,4,76,2,97.368421,3.863636,3.974026,0.11039,2.857153,0.027778,0.428571,0.400793,-1442.843257,0.482955,0.496753,0.013798,2.856995,0.482955,underutilized,stall_low,l1_l1,W8_M8_F4,improved,worse
QAOA,6,36,3,greedy_critical,next_cycle,8,1,2,8,4,76,2,97.368421,3.686747,3.963731,0.276984,7.512965,0.057831,0.430052,0.372221,-643.635766,0.460843,0.495466,0.034623,7.512971,0.460843,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
QAOA,6,36,3,greedy_critical,next_cycle,8,2,1,8,4,76,2,97.368421,3.686747,3.963731,0.276984,7.512965,0.057831,0.430052,0.372221,-643.635766,0.460843,0.495466,0.034623,7.512971,0.460843,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
QAOA,6,36,3,greedy_critical,next_cycle,8,2,2,8,4,76,2,97.368421,3.370044,3.953488,0.583444,17.312652,0.110132,0.431525,0.321393,-291.825264,0.421256,0.494186,0.07293,17.312513,0.421256,underutilized,stall_medium,l2_l2,W8_M8_F4,improved,worse
QAOA,6,36,3,shifted_critical,next_cycle,8,1,1,8,4,76,2,97.368421,3.863636,3.974026,0.11039,2.857153,0.027778,0.41039,0.382612,-1377.392181,0.482955,0.496753,0.013798,2.856995,0.482955,underutilized,stall_low,l1_l1,W8_M8_F4,improved,worse
QAOA,6,36,3,shifted_critical,next_cycle,8,1,2,8,4,76,2,97.368421,3.686747,3.963731,0.276984,7.512965,0.057831,0.409326,0.351495,-607.796856,0.460843,0.495466,0.034623,7.512971,0.460843,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
QAOA,6,36,3,shifted_critical,next_cycle,8,2,1,8,4,76,2,97.368421,3.686747,3.963731,0.276984,7.512965,0.057831,0.409326,0.351495,-607.796856,0.460843,0.495466,0.034623,7.512971,0.460843,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
QAOA,6,36,3,shifted_critical,next_cycle,8,2,2,8,4,76,2,97.368421,3.377483,3.953488,0.576005,17.054268,0.110375,0.416021,0.305646,-276.915968,0.422185,0.494186,0.072001,17.054372,0.422185,underutilized,stall_medium,l2_l2,W8_M8_F4,improved,worse
QAOA,6,36,4,asap,next_cycle,8,1,1,8,4,85,2,97.647059,3.775744,3.975904,0.20016,5.301207,0.04119,0.250602,0.209412,-508.404953,0.471968,0.496988,0.02502,5.301207,0.471968,underutilized,stall_low,l1_l1,W8_M8_F4,improved,worse
QAOA,6,36,4,asap,next_cycle,8,1,2,8,4,85,2,97.647059,3.540773,3.966346,0.425573,12.019212,0.083691,0.25,0.166309,-198.717903,0.442597,0.495793,0.053196,12.01906,0.442597,underutilized,stall_medium,mixed,W8_M8_F4,improved,worse
