dag_variant,algorithm,hardware_size,logical_qubits,dag_seed,policy,l_meas,l_ff,meas_width,ff_width,ff_chain_depth,ff_chain_depth_raw,ff_chain_depth_shifted,throughput_asap,throughput_policy,throughput_vs_asap_pct,stall_asap,stall_policy,stall_vs_asap_pct
raw,QFT,6,36,1,stall_aware_shifted,1,2,8,8,177,177,16,6.679245,6.941176,3.921566,0.10587,0.079521,-24.88807
raw,QFT,6,36,1,asap,2,1,8,4,177,177,16,3.817855,3.817855,0.0,0.029359,0.029359,0.0
raw,QFT,6,36,1,greedy_critical,2,1,8,4,177,177,16,3.817855,3.829327,0.300483,0.029359,0.028846,-1.747335
raw,QFT,6,36,1,shifted_critical,2,1,8,4,177,177,16,3.817855,3.829327,0.300483,0.029359,0.028846,-1.747335
raw,QFT,6,36,1,stall_aware_shifted,2,1,8,4,177,177,16,3.817855,3.822436,0.119989,0.029359,0.028194,-3.968119
raw,QFT,6,36,1,asap,2,1,8,8,177,177,16,6.679245,6.679245,0.0,0.10587,0.10587,0.0
raw,QFT,6,36,1,greedy_critical,2,1,8,8,177,177,16,6.679245,6.941176,3.921566,0.10587,0.079521,-24.88807
raw,QFT,6,36,1,shifted_critical,2,1,8,8,177,177,16,6.679245,6.941176,3.921566,0.10587,0.079521,-24.88807
raw,QFT,6,36,1,stall_aware_shifted,2,1,8,8,177,177,16,6.679245,6.941176,3.921566,0.10587,0.079521,-24.88807
raw,QFT,6,36,1,asap,2,2,8,4,177,177,16,3.71762,3.71762,0.0,0.049592,0.049592,0.0
raw,QFT,6,36,1,greedy_critical,2,2,8,4,177,177,16,3.71762,3.728496,0.292553,0.049592,0.047396,-4.428134
raw,QFT,6,36,1,shifted_critical,2,2,8,4,177,177,16,3.71762,3.726316,0.233913,0.049592,0.049123,-0.945717
raw,QFT,6,36,1,stall_aware_shifted,2,2,8,4,177,177,16,3.71762,3.726316,0.233913,0.049592,0.052632,6.130021
raw,QFT,6,36,1,asap,2,2,8,8,177,177,16,6.097608,6.097608,0.0,0.168421,0.168421,0.0
raw,QFT,6,36,1,greedy_critical,2,2,8,8,177,177,16,6.097608,6.429869,5.449038,0.168421,0.139253,-17.318505
raw,QFT,6,36,1,shifted_critical,2,2,8,8,177,177,16,6.097608,6.423387,5.342734,0.168421,0.139113,-17.40163
raw,QFT,6,36,1,stall_aware_shifted,2,2,8,8,177,177,16,6.097608,6.423387,5.342734,0.168421,0.139113,-17.40163
raw,QFT,6,36,2,asap,1,1,8,4,177,177,16,3.897248,3.897248,0.0,0.019572,0.019572,0.0
raw,QFT,6,36,2,greedy_critical,1,1,8,4,177,177,16,3.897248,3.909202,0.306729,0.019572,0.01227,-37.3084
raw,QFT,6,36,2,shifted_critical,1,1,8,4,177,177,16,3.897248,3.909202,0.306729,0.019572,0.01227,-37.3084
raw,QFT,6,36,2,stall_aware_shifted,1,1,8,4,177,177,16,3.897248,3.904412,0.183822,0.019572,0.020221,3.315962
raw,QFT,6,36,2,asap,1,1,8,8,177,177,16,7.208145,7.208145,0.0,0.058824,0.058824,0.0
raw,QFT,6,36,2,greedy_critical,1,1,8,8,177,177,16,7.208145,7.400697,2.671311,0.058824,0.034843,-40.767374
raw,QFT,6,36,2,shifted_critical,1,1,8,8,177,177,16,7.208145,7.400697,2.671311,0.058824,0.034843,-40.767374
raw,QFT,6,36,2,stall_aware_shifted,1,1,8,8,177,177,16,7.208145,7.400697,2.671311,0.058824,0.034843,-40.767374
raw,QFT,6,36,2,asap,1,2,8,4,177,177,16,3.815569,3.815569,0.0,0.035928,0.035928,0.0
raw,QFT,6,36,2,greedy_critical,1,2,8,4,177,177,16,3.815569,3.829327,0.360575,0.035928,0.022837,-36.436762
raw,QFT,6,36,2,shifted_critical,1,2,8,4,177,177,16,3.815569,3.829327,0.360575,0.035928,0.022236,-38.109552
raw,QFT,6,36,2,stall_aware_shifted,1,2,8,4,177,177,16,3.815569,3.817855,0.059912,0.035928,0.032954,-8.277666
raw,QFT,6,36,2,asap,1,2,8,8,177,177,16,6.679245,6.679245,0.0,0.107966,0.107966,0.0
raw,QFT,6,36,2,greedy_critical,1,2,8,8,177,177,16,6.679245,6.941176,3.921566,0.107966,0.082789,-23.319378
raw,QFT,6,36,2,shifted_critical,1,2,8,8,177,177,16,6.679245,6.933624,3.808499,0.107966,0.082699,-23.402738
raw,QFT,6,36,2,stall_aware_shifted,1,2,8,8,177,177,16,6.679245,6.933624,3.808499,0.107966,0.082699,-23.402738
raw,QFT,6,36,2,asap,2,1,8,4,177,177,16,3.815569,3.815569,0.0,0.035928,0.035928,0.0
raw,QFT,6,36,2,greedy_critical,2,1,8,4,177,177,16,3.815569,3.829327,0.360575,0.035928,0.022837,-36.436762
raw,QFT,6,36,2,shifted_critical,2,1,8,4,177,177,16,3.815569,3.829327,0.360575,0.035928,0.022236,-38.109552
raw,QFT,6,36,2,stall_aware_shifted,2,1,8,4,177,177,16,3.815569,3.817855,0.059912,0.035928,0.032954,-8.277666
raw,QFT,6,36,2,asap,2,1,8,8,177,177,16,6.679245,6.679245,0.0,0.107966,0.107966,0.0
raw,QFT,6,36,2,greedy_critical,2,1,8,8,177,177,16,6.679245,6.941176,3.921566,0.107966,0.082789,-23.319378
raw,QFT,6,36,2,shifted_critical,2,1,8,8,177,177,16,6.679245,6.933624,3.808499,0.107966,0.082699,-23.402738
raw,QFT,6,36,2,stall_aware_shifted,2,1,8,8,177,177,16,6.679245,6.933624,3.808499,0.107966,0.082699,-23.402738
raw,QFT,6,36,2,asap,2,2,8,4,177,177,16,3.715452,3.715452,0.0,0.055394,0.055394,0.0
raw,QFT,6,36,2,greedy_critical,2,2,8,4,177,177,16,3.715452,3.724138,0.23378,0.055394,0.053185,-3.987797
raw,QFT,6,36,2,shifted_critical,2,2,8,4,177,177,16,3.715452,3.724138,0.23378,0.055394,0.053185,-3.987797
raw,QFT,6,36,2,stall_aware_shifted,2,2,8,4,177,177,16,3.715452,3.726316,0.2924,0.055394,0.050877,-8.154313
raw,QFT,6,36,2,asap,2,2,8,8,177,177,16,6.097608,6.097608,0.0,0.155024,0.155024,0.0
raw,QFT,6,36,2,greedy_critical,2,2,8,8,177,177,16,6.097608,6.423387,5.342734,0.155024,0.139113,-10.263572
raw,QFT,6,36,2,shifted_critical,2,2,8,8,177,177,16,6.097608,6.423387,5.342734,0.155024,0.137097,-11.564016
raw,QFT,6,36,2,stall_aware_shifted,2,2,8,8,177,177,16,6.097608,6.423387,5.342734,0.155024,0.137097,-11.564016
raw,QFT,6,36,3,asap,1,1,8,4,177,177,17,3.899633,3.899633,0.0,0.011016,0.011016,0.0
raw,QFT,6,36,3,greedy_critical,1,1,8,4,177,177,17,3.899633,3.911602,0.306926,0.011016,0.012277,11.446986
raw,QFT,6,36,3,shifted_critical,1,1,8,4,177,177,17,3.899633,3.911602,0.306926,0.011016,0.012277,11.446986
raw,QFT,6,36,3,stall_aware_shifted,1,1,8,4,177,177,17,3.899633,3.904412,0.12255,0.011016,0.020833,89.115832
raw,QFT,6,36,3,asap,1,1,8,8,177,177,17,7.216308,7.216308,0.0,0.057758,0.057758,0.0
raw,QFT,6,36,3,greedy_critical,1,1,8,8,177,177,17,7.216308,7.400697,2.555171,0.057758,0.033682,-41.684269
raw,QFT,6,36,3,shifted_critical,1,1,8,8,177,177,17,7.216308,7.400697,2.555171,0.057758,0.033682,-41.684269
raw,QFT,6,36,3,stall_aware_shifted,1,1,8,8,177,177,17,7.216308,7.400697,2.555171,0.057758,0.033682,-41.684269
raw,QFT,6,36,3,asap,1,2,8,4,177,177,17,3.820144,3.820144,0.0,0.023381,0.023381,0.0
raw,QFT,6,36,3,greedy_critical,1,2,8,4,177,177,17,3.820144,3.83163,0.300669,0.023381,0.024053,2.874129
raw,QFT,6,36,3,shifted_critical,1,2,8,4,177,177,17,3.820144,3.83163,0.300669,0.023381,0.024053,2.874129
raw,QFT,6,36,3,stall_aware_shifted,1,2,8,4,177,177,17,3.820144,3.822436,0.059998,0.023381,0.030594,30.849835
raw,QFT,6,36,3,asap,1,2,8,8,177,177,17,6.686254,6.686254,0.0,0.10808,0.10808,0.0
raw,QFT,6,36,3,greedy_critical,1,2,8,8,177,177,17,6.686254,6.941176,3.812628,0.10808,0.08061,-25.416358
raw,QFT,6,36,3,shifted_critical,1,2,8,8,177,177,17,6.686254,6.941176,3.812628,0.10808,0.08061,-25.416358
raw,QFT,6,36,3,stall_aware_shifted,1,2,8,8,177,177,17,6.686254,6.941176,3.812628,0.10808,0.08061,-25.416358
raw,QFT,6,36,3,asap,2,1,8,4,177,177,17,3.820144,3.820144,0.0,0.023381,0.023381,0.0
raw,QFT,6,36,3,greedy_critical,2,1,8,4,177,177,17,3.820144,3.83163,0.300669,0.023381,0.024053,2.874129
raw,QFT,6,36,3,shifted_critical,2,1,8,4,177,177,17,3.820144,3.83163,0.300669,0.023381,0.024053,2.874129
raw,QFT,6,36,3,stall_aware_shifted,2,1,8,4,177,177,17,3.820144,3.822436,0.059998,0.023381,0.030594,30.849835
raw,QFT,6,36,3,asap,2,1,8,8,177,177,17,6.686254,6.686254,0.0,0.10808,0.10808,0.0
raw,QFT,6,36,3,greedy_critical,2,1,8,8,177,177,17,6.686254,6.941176,3.812628,0.10808,0.08061,-25.416358
raw,QFT,6,36,3,shifted_critical,2,1,8,8,177,177,17,6.686254,6.941176,3.812628,0.10808,0.08061,-25.416358
raw,QFT,6,36,3,stall_aware_shifted,2,1,8,8,177,177,17,6.686254,6.941176,3.812628,0.10808,0.08061,-25.416358
raw,QFT,6,36,3,asap,2,2,8,4,177,177,17,3.71762,3.71762,0.0,0.04084,0.04084,0.0
raw,QFT,6,36,3,greedy_critical,2,2,8,4,177,177,17,3.71762,3.726316,0.233913,0.04084,0.053801,31.736043
raw,QFT,6,36,3,shifted_critical,2,2,8,4,177,177,17,3.71762,3.726316,0.233913,0.04084,0.053801,31.736043
raw,QFT,6,36,3,stall_aware_shifted,2,2,8,4,177,177,17,3.71762,3.728496,0.292553,0.04084,0.053833,31.814398
raw,QFT,6,36,3,asap,2,2,8,8,177,177,17,6.103448,6.103448,0.0,0.16954,0.16954,0.0
raw,QFT,6,36,3,greedy_critical,2,2,8,8,177,177,17,6.103448,6.423387,5.241939,0.16954,0.137097,-19.135897
raw,QFT,6,36,3,shifted_critical,2,2,8,8,177,177,17,6.103448,6.423387,5.241939,0.16954,0.137097,-19.135897
raw,QFT,6,36,3,stall_aware_shifted,2,2,8,8,177,177,17,6.103448,6.423387,5.241939,0.16954,0.137097,-19.135897
raw,QFT,6,36,4,asap,1,1,8,4,177,177,17,3.899633,3.899633,0.0,0.015912,0.015912,0.0
raw,QFT,6,36,4,greedy_critical,1,1,8,4,177,177,17,3.899633,3.909202,0.245382,0.015912,0.01411,-11.324786
raw,QFT,6,36,4,shifted_critical,1,1,8,4,177,177,17,3.899633,3.909202,0.245382,0.015912,0.015337,-3.613625
raw,QFT,6,36,4,stall_aware_shifted,1,1,8,4,177,177,17,3.899633,3.904412,0.12255,0.015912,0.014093,-11.431624
raw,QFT,6,36,4,asap,1,1,8,8,177,177,17,7.208145,7.208145,0.0,0.058824,0.058824,0.0
raw,QFT,6,36,4,greedy_critical,1,1,8,8,177,177,17,7.208145,7.400697,2.671311,0.058824,0.034843,-40.767374
raw,QFT,6,36,4,shifted_critical,1,1,8,8,177,177,17,7.208145,7.392111,2.552196,0.058824,0.034803,-40.835373
raw,QFT,6,36,4,stall_aware_shifted,1,1,8,8,177,177,17,7.208145,7.392111,2.552196,0.058824,0.034803,-40.835373
raw,QFT,6,36,4,asap,1,2,8,4,177,177,17,3.817855,3.817855,0.0,0.031156,0.031156,0.0
raw,QFT,6,36,4,greedy_critical,1,2,8,4,177,177,17,3.817855,3.829327,0.300483,0.031156,0.02524,-18.988317
raw,QFT,6,36,4,shifted_critical,1,2,8,4,177,177,17,3.817855,3.829327,0.300483,0.031156,0.024639,-20.917319
raw,QFT,6,36,4,stall_aware_shifted,1,2,8,4,177,177,17,3.817855,3.820144,0.059955,0.031156,0.031175,0.060983
raw,QFT,6,36,4,asap,1,2,8,8,177,177,17,6.679245,6.679245,0.0,0.110063,0.110063,0.0
raw,QFT,6,36,4,greedy_critical,1,2,8,8,177,177,17,6.679245,6.941176,3.921566,0.110063,0.081699,-25.770695
raw,QFT,6,36,4,shifted_critical,1,2,8,8,177,177,17,6.679245,6.933624,3.808499,0.110063,0.079434,-27.828607
raw,QFT,6,36,4,stall_aware_shifted,1,2,8,8,177,177,17,6.679245,6.933624,3.808499,0.110063,0.079434,-27.828607
raw,QFT,6,36,4,asap,2,1,8,4,177,177,17,3.817855,3.817855,0.0,0.031156,0.031156,0.0
raw,QFT,6,36,4,greedy_critical,2,1,8,4,177,177,17,3.817855,3.829327,0.300483,0.031156,0.02524,-18.988317
raw,QFT,6,36,4,shifted_critical,2,1,8,4,177,177,17,3.817855,3.829327,0.300483,0.031156,0.024639,-20.917319
raw,QFT,6,36,4,stall_aware_shifted,2,1,8,4,177,177,17,3.817855,3.820144,0.059955,0.031156,0.031175,0.060983
raw,QFT,6,36,4,asap,2,1,8,8,177,177,17,6.679245,6.679245,0.0,0.110063,0.110063,0.0
raw,QFT,6,36,4,greedy_critical,2,1,8,8,177,177,17,6.679245,6.941176,3.921566,0.110063,0.081699,-25.770695
raw,QFT,6,36,4,shifted_critical,2,1,8,8,177,177,17,6.679245,6.933624,3.808499,0.110063,0.079434,-27.828607
raw,QFT,6,36,4,stall_aware_shifted,2,1,8,8,177,177,17,6.679245,6.933624,3.808499,0.110063,0.079434,-27.828607
raw,QFT,6,36,4,asap,2,2,8,4,177,177,17,3.715452,3.715452,0.0,0.051312,0.051312,0.0
raw,QFT,6,36,4,greedy_critical,2,2,8,4,177,177,17,3.715452,3.724138,0.23378,0.051312,0.05377,4.790302
raw,QFT,6,36,4,shifted_critical,2,2,8,4,177,177,17,3.715452,3.724138,0.23378,0.051312,0.054354,5.928438
raw,QFT,6,36,4,stall_aware_shifted,2,2,8,4,177,177,17,3.715452,3.724138,0.23378,0.051312,0.058445,13.901232
raw,QFT,6,36,4,asap,2,2,8,8,177,177,17,6.097608,6.097608,0.0,0.172249,0.172249,0.0
raw,QFT,6,36,4,greedy_critical,2,2,8,8,177,177,17,6.097608,6.423387,5.342734,0.172249,0.139113,-19.237267
raw,QFT,6,36,4,shifted_critical,2,2,8,8,177,177,17,6.097608,6.423387,5.342734,0.172249,0.129032,-25.089841
raw,QFT,6,36,4,stall_aware_shifted,2,2,8,8,177,177,17,6.097608,6.423387,5.342734,0.172249,0.129032,-25.089841
raw,QFT,8,64,0,asap,1,1,8,4,317,317,31,3.968701,3.968701,0.0,0.006847,0.006847,0.0
raw,QFT,8,64,0,greedy_critical,1,1,8,4,317,317,31,3.968701,3.973365,0.11752,0.006847,0.001763,-74.251497
raw,QFT,8,64,0,shifted_critical,1,1,8,4,317,317,31,3.968701,3.973365,0.11752,0.006847,0.001763,-74.251497
raw,QFT,8,64,0,stall_aware_shifted,1,1,8,4,317,317,31,3.968701,3.971809,0.078313,0.006847,0.005482,-19.935738
raw,QFT,8,64,0,asap,1,1,8,8,317,317,31,7.737605,7.737605,0.0,0.018688,0.018688,0.0
raw,QFT,8,64,0,greedy_critical,1,1,8,8,317,317,31,7.737605,7.824142,1.118395,0.018688,0.005013,-73.1753
raw,QFT,8,64,0,shifted_critical,1,1,8,8,317,317,31,7.737605,7.824142,1.118395,0.018688,0.005013,-73.1753
raw,QFT,8,64,0,stall_aware_shifted,1,1,8,8,317,317,31,7.737605,7.824142,1.118395,0.018688,0.005013,-73.1753
raw,QFT,8,64,0,asap,1,2,8,4,317,317,31,3.941714,3.941714,0.0,0.012046,0.012046,0.0
raw,QFT,8,64,0,greedy_critical,1,2,8,4,317,317,31,3.941714,3.947082,0.136184,0.012046,0.009533,-20.861697
raw,QFT,8,64,0,shifted_critical,1,2,8,4,317,317,31,3.941714,3.947082,0.136184,0.012046,0.009533,-20.861697
raw,QFT,8,64,0,stall_aware_shifted,1,2,8,4,317,317,31,3.941714,3.946314,0.116701,0.012046,0.008364,-30.566163
raw,QFT,8,64,0,asap,1,2,8,8,317,317,31,7.536404,7.536404,0.0,0.038262,0.038262,0.0
raw,QFT,8,64,0,greedy_critical,1,2,8,8,317,317,31,7.536404,7.655849,1.584907,0.038262,0.021509,-43.784956
raw,QFT,8,64,0,shifted_critical,1,2,8,8,317,317,31,7.536404,7.655849,1.584907,0.038262,0.021509,-43.784956
raw,QFT,8,64,0,stall_aware_shifted,1,2,8,8,317,317,31,7.536404,7.655849,1.584907,0.038262,0.021509,-43.784956
raw,QFT,8,64,0,asap,2,1,8,4,317,317,31,3.941714,3.941714,0.0,0.012046,0.012046,0.0
raw,QFT,8,64,0,greedy_critical,2,1,8,4,317,317,31,3.941714,3.947082,0.136184,0.012046,0.009533,-20.861697
raw,QFT,8,64,0,shifted_critical,2,1,8,4,317,317,31,3.941714,3.947082,0.136184,0.012046,0.009533,-20.861697
raw,QFT,8,64,0,stall_aware_shifted,2,1,8,4,317,317,31,3.941714,3.946314,0.116701,0.012046,0.008364,-30.566163
raw,QFT,8,64,0,asap,2,1,8,8,317,317,31,7.536404,7.536404,0.0,0.038262,0.038262,0.0
raw,QFT,8,64,0,greedy_critical,2,1,8,8,317,317,31,7.536404,7.655849,1.584907,0.038262,0.021509,-43.784956
raw,QFT,8,64,0,shifted_critical,2,1,8,8,317,317,31,7.536404,7.655849,1.584907,0.038262,0.021509,-43.784956
raw,QFT,8,64,0,stall_aware_shifted,2,1,8,8,317,317,31,7.536404,7.655849,1.584907,0.038262,0.021509,-43.784956
raw,QFT,8,64,0,asap,2,2,8,4,317,317,31,3.906798,3.906798,0.0,0.018679,0.018679,0.0
raw,QFT,8,64,0,greedy_critical,2,2,8,4,317,317,31,3.906798,3.91358,0.173595,0.018679,0.016975,-9.122544
raw,QFT,8,64,0,shifted_critical,2,2,8,4,317,317,31,3.906798,3.91358,0.173595,0.018679,0.016975,-9.122544
raw,QFT,8,64,0,stall_aware_shifted,2,2,8,4,317,317,31,3.906798,3.91358,0.173595,0.018679,0.01331,-28.743509
raw,QFT,8,64,0,asap,2,2,8,8,317,317,31,7.292595,7.292595,0.0,0.062904,0.062904,0.0
raw,QFT,8,64,0,greedy_critical,2,2,8,8,317,317,31,7.292595,7.450606,2.166732,0.062904,0.043702,-30.525881
raw,QFT,8,64,0,shifted_critical,2,2,8,8,317,317,31,7.292595,7.450606,2.166732,0.062904,0.043702,-30.525881
raw,QFT,8,64,0,stall_aware_shifted,2,2,8,8,317,317,31,7.292595,7.450606,2.166732,0.062904,0.043702,-30.525881
raw,QFT,8,64,1,asap,1,1,8,4,317,317,30,3.968701,3.968701,0.0,0.005869,0.005869,0.0
raw,QFT,8,64,1,greedy_critical,1,1,8,4,317,317,30,3.968701,3.973365,0.11752,0.005869,0.003134,-46.600784
raw,QFT,8,64,1,shifted_critical,1,1,8,4,317,317,30,3.968701,3.973365,0.11752,0.005869,0.003134,-46.600784
raw,QFT,8,64,1,stall_aware_shifted,1,1,8,4,317,317,30,3.968701,3.971809,0.078313,0.005869,0.006852,16.74902
raw,QFT,8,64,1,asap,1,1,8,8,317,317,30,7.737605,7.737605,0.0,0.018688,0.018688,0.0
raw,QFT,8,64,1,greedy_critical,1,1,8,8,317,317,30,7.737605,7.824142,1.118395,0.018688,0.005013,-73.1753
raw,QFT,8,64,1,shifted_critical,1,1,8,8,317,317,30,7.737605,7.824142,1.118395,0.018688,0.005013,-73.1753
raw,QFT,8,64,1,stall_aware_shifted,1,1,8,8,317,317,30,7.737605,7.824142,1.118395,0.018688,0.005013,-73.1753
raw,QFT,8,64,1,asap,1,2,8,4,317,317,30,3.941714,3.941714,0.0,0.01088,0.01088,0.0
raw,QFT,8,64,1,greedy_critical,1,2,8,4,317,317,30,3.941714,3.947082,0.136184,0.01088,0.007004,-35.625
raw,QFT,8,64,1,shifted_critical,1,2,8,4,317,317,30,3.941714,3.947082,0.136184,0.01088,0.006809,-37.417279
raw,QFT,8,64,1,stall_aware_shifted,1,2,8,4,317,317,30,3.941714,3.945546,0.097217,0.01088,0.010502,-3.474265
raw,QFT,8,64,1,asap,1,2,8,8,317,317,30,7.536404,7.536404,0.0,0.03789,0.03789,0.0
raw,QFT,8,64,1,greedy_critical,1,2,8,8,317,317,30,7.536404,7.655849,1.584907,0.03789,0.021887,-42.235418
raw,QFT,8,64,1,shifted_critical,1,2,8,8,317,317,30,7.536404,7.655849,1.584907,0.03789,0.021887,-42.235418
raw,QFT,8,64,1,stall_aware_shifted,1,2,8,8,317,317,30,7.536404,7.655849,1.584907,0.03789,0.021887,-42.235418
raw,QFT,8,64,1,asap,2,1,8,4,317,317,30,3.941714,3.941714,0.0,0.01088,0.01088,0.0
raw,QFT,8,64,1,greedy_critical,2,1,8,4,317,317,30,3.941714,3.947082,0.136184,0.01088,0.007004,-35.625
raw,QFT,8,64,1,shifted_critical,2,1,8,4,317,317,30,3.941714,3.947082,0.136184,0.01088,0.006809,-37.417279
raw,QFT,8,64,1,stall_aware_shifted,2,1,8,4,317,317,30,3.941714,3.945546,0.097217,0.01088,0.010502,-3.474265
raw,QFT,8,64,1,asap,2,1,8,8,317,317,30,7.536404,7.536404,0.0,0.03789,0.03789,0.0
raw,QFT,8,64,1,greedy_critical,2,1,8,8,317,317,30,7.536404,7.655849,1.584907,0.03789,0.021887,-42.235418
raw,QFT,8,64,1,shifted_critical,2,1,8,8,317,317,30,7.536404,7.655849,1.584907,0.03789,0.021887,-42.235418
raw,QFT,8,64,1,stall_aware_shifted,2,1,8,8,317,317,30,7.536404,7.655849,1.584907,0.03789,0.021887,-42.235418
raw,QFT,8,64,1,asap,2,2,8,4,317,317,30,3.90755,3.90755,0.0,0.018297,0.018297,0.0
raw,QFT,8,64,1,greedy_critical,2,2,8,4,317,317,30,3.90755,3.91358,0.154317,0.018297,0.015625,-14.603487
raw,QFT,8,64,1,shifted_critical,2,2,8,4,317,317,30,3.90755,3.912825,0.134995,0.018297,0.015815,-13.565065
raw,QFT,8,64,1,stall_aware_shifted,2,2,8,4,317,317,30,3.90755,3.912071,0.115699,0.018297,0.014462,-20.95972
raw,QFT,8,64,1,asap,2,2,8,8,317,317,30,7.292595,7.292595,0.0,0.062185,0.062185,0.0
raw,QFT,8,64,1,greedy_critical,2,2,8,8,317,317,30,7.292595,7.450606,2.166732,0.062185,0.043702,-29.722602
raw,QFT,8,64,1,shifted_critical,2,2,8,8,317,317,30,7.292595,7.450606,2.166732,0.062185,0.041866,-32.675082
raw,QFT,8,64,1,stall_aware_shifted,2,2,8,8,317,317,30,7.292595,7.450606,2.166732,0.062185,0.041866,-32.675082
raw,QFT,8,64,2,asap,1,1,8,4,317,317,27,3.968701,3.968701,0.0,0.005673,0.005673,0.0
raw,QFT,8,64,2,greedy_critical,1,1,8,4,317,317,27,3.968701,3.973365,0.11752,0.005673,0.001371,-75.832893
raw,QFT,8,64,2,shifted_critical,1,1,8,4,317,317,27,3.968701,3.973365,0.11752,0.005673,0.001567,-72.377931
raw,QFT,8,64,2,stall_aware_shifted,1,1,8,4,317,317,27,3.968701,3.971032,0.058735,0.005673,0.007046,24.202362
raw,QFT,8,64,2,asap,1,1,8,8,317,317,27,7.737605,7.737605,0.0,0.018688,0.018688,0.0
raw,QFT,8,64,2,greedy_critical,1,1,8,8,317,317,27,7.737605,7.82716,1.157399,0.018688,0.005401,-71.099101
raw,QFT,8,64,2,shifted_critical,1,1,8,8,317,317,27,7.737605,7.82716,1.157399,0.018688,0.005401,-71.099101
raw,QFT,8,64,2,stall_aware_shifted,1,1,8,8,317,317,27,7.737605,7.82716,1.157399,0.018688,0.005401,-71.099101
raw,QFT,8,64,2,asap,1,2,8,4,317,317,27,3.941714,3.941714,0.0,0.010492,0.010492,0.0
raw,QFT,8,64,2,greedy_critical,1,2,8,4,317,317,27,3.941714,3.946314,0.116701,0.010492,0.009337,-11.008387
raw,QFT,8,64,2,shifted_critical,1,2,8,4,317,317,27,3.941714,3.947082,0.136184,0.010492,0.008755,-16.555471
raw,QFT,8,64,2,stall_aware_shifted,1,2,8,4,317,317,27,3.941714,3.945546,0.097217,0.010492,0.009335,-11.027449
raw,QFT,8,64,2,asap,1,2,8,8,317,317,27,7.536404,7.536404,0.0,0.037147,0.037147,0.0
raw,QFT,8,64,2,greedy_critical,1,2,8,8,317,317,27,7.536404,7.658739,1.623254,0.037147,0.02114,-43.090963
raw,QFT,8,64,2,shifted_critical,1,2,8,8,317,317,27,7.536404,7.658739,1.623254,0.037147,0.021518,-42.073384
raw,QFT,8,64,2,stall_aware_shifted,1,2,8,8,317,317,27,7.536404,7.658739,1.623254,0.037147,0.021518,-42.073384
raw,QFT,8,64,2,asap,2,1,8,4,317,317,27,3.941714,3.941714,0.0,0.010492,0.010492,0.0
raw,QFT,8,64,2,greedy_critical,2,1,8,4,317,317,27,3.941714,3.946314,0.116701,0.010492,0.009337,-11.008387
raw,QFT,8,64,2,shifted_critical,2,1,8,4,317,317,27,3.941714,3.947082,0.136184,0.010492,0.008755,-16.555471
raw,QFT,8,64,2,stall_aware_shifted,2,1,8,4,317,317,27,3.941714,3.945546,0.097217,0.010492,0.009335,-11.027449
raw,QFT,8,64,2,asap,2,1,8,8,317,317,27,7.536404,7.536404,0.0,0.037147,0.037147,0.0
raw,QFT,8,64,2,greedy_critical,2,1,8,8,317,317,27,7.536404,7.658739,1.623254,0.037147,0.02114,-43.090963
raw,QFT,8,64,2,shifted_critical,2,1,8,8,317,317,27,7.536404,7.658739,1.623254,0.037147,0.021518,-42.073384
raw,QFT,8,64,2,stall_aware_shifted,2,1,8,8,317,317,27,7.536404,7.658739,1.623254,0.037147,0.021518,-42.073384
raw,QFT,8,64,2,asap,2,2,8,4,317,317,27,3.908303,3.908303,0.0,0.016374,0.016374,0.0
raw,QFT,8,64,2,greedy_critical,2,2,8,4,317,317,27,3.908303,3.91358,0.13502,0.016374,0.013696,-16.355197
raw,QFT,8,64,2,shifted_critical,2,2,8,4,317,317,27,3.908303,3.912825,0.115702,0.016374,0.014079,-14.016123
raw,QFT,8,64,2,stall_aware_shifted,2,2,8,4,317,317,27,3.908303,3.912071,0.09641,0.016374,0.01504,-8.147062
raw,QFT,8,64,2,asap,2,2,8,8,317,317,27,7.292595,7.292595,0.0,0.062904,0.062904,0.0
raw,QFT,8,64,2,greedy_critical,2,2,8,8,317,317,27,7.292595,7.450606,2.166732,0.062904,0.0426,-32.277757
raw,QFT,8,64,2,shifted_critical,2,2,8,8,317,317,27,7.292595,7.450606,2.166732,0.062904,0.042967,-31.694328
raw,QFT,8,64,2,stall_aware_shifted,2,2,8,8,317,317,27,7.292595,7.450606,2.166732,0.062904,0.042967,-31.694328
raw,QFT,8,64,3,asap,1,1,8,4,317,317,30,3.969478,3.969478,0.0,0.006065,0.006065,0.0
raw,QFT,8,64,3,greedy_critical,1,1,8,4,317,317,30,3.969478,3.974143,0.117522,0.006065,0.003918,-35.399835
raw,QFT,8,64,3,shifted_critical,1,1,8,4,317,317,30,3.969478,3.974143,0.117522,0.006065,0.003918,-35.399835
raw,QFT,8,64,3,stall_aware_shifted,1,1,8,4,317,317,30,3.969478,3.971032,0.039149,0.006065,0.006459,6.49629
raw,QFT,8,64,3,asap,1,1,8,8,317,317,30,7.737605,7.737605,0.0,0.018307,0.018307,0.0
raw,QFT,8,64,3,greedy_critical,1,1,8,8,317,317,30,7.737605,7.824142,1.118395,0.018307,0.005399,-70.508549
raw,QFT,8,64,3,shifted_critical,1,1,8,8,317,317,30,7.737605,7.824142,1.118395,0.018307,0.005399,-70.508549
