algorithm,hardware_size,logical_qubits,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,n_seeds_raw,n_seeds_shifted,ff_chain_depth_raw_median,ff_chain_depth_shifted_median,depth_reduction_pct,throughput_raw_median,throughput_shifted_median,throughput_delta,throughput_gain_pct,stall_rate_raw_median,stall_rate_shifted_median,stall_rate_delta,stall_reduction_pct,utilization_raw_median,utilization_shifted_median,utilization_delta,utilization_gain_pct
QAOA,6,36,greedy_critical,next_cycle,4,1,2,4,8,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,1,2,8,4,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,1,2,8,8,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,2,1,4,4,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,2,1,4,8,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,2,1,8,4,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,2,1,8,8,5,5,76.0,2.0,97.368421,3.963731,3.966346,0.002615,0.065973,0.004878,0.004914,3.6e-05,-0.738007,0.990933,0.991587,0.000654,0.065998
QAOA,6,36,greedy_critical,next_cycle,4,2,2,4,4,5,5,76.0,2.0,97.368421,3.834586,3.956835,0.122249,3.188063,0.024038,0.007353,-0.016685,69.410933,0.958647,0.989209,0.030562,3.188035
QAOA,6,36,greedy_critical,next_cycle,4,2,2,4,8,5,5,76.0,2.0,97.368421,3.834586,3.956835,0.122249,3.188063,0.024038,0.007353,-0.016685,69.410933,0.958647,0.989209,0.030562,3.188035
QAOA,6,36,greedy_critical,next_cycle,4,2,2,8,4,5,5,76.0,2.0,97.368421,3.834586,3.956835,0.122249,3.188063,0.024038,0.007353,-0.016685,69.410933,0.958647,0.989209,0.030562,3.188035
