algorithm,hardware_size,logical_qubits,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,n_seeds,total_nodes_median,total_cycles_median,throughput_median,throughput_q1,throughput_q3,stall_rate_median,stall_rate_q1,stall_rate_q3,utilization_median,ff_chain_depth_raw_median
QAOA,12,64,layer,same_cycle,4,1,1,,,5,4962.0,1296.0,3.823299,3.805089,3.826881,0.002315,0.000764,0.002355,0.955825,142.0
QAOA,12,64,layer,same_cycle,4,1,2,,,5,4962.0,1305.0,3.781903,3.769045,3.801697,0.007663,0.006143,0.011097,0.945476,142.0
QAOA,12,64,layer,same_cycle,4,1,3,,,5,4962.0,1323.0,3.710167,3.703126,3.755222,0.016629,0.013673,0.025902,0.927542,142.0
QAOA,12,64,layer,same_cycle,4,1,5,,,5,4962.0,1394.0,3.516949,3.46205,3.583729,0.072034,0.053255,0.072284,0.879237,142.0
QAOA,12,64,layer,same_cycle,4,2,1,,,5,4962.0,1305.0,3.781903,3.769045,3.801697,0.007663,0.006143,0.011097,0.945476,142.0
QAOA,12,64,layer,same_cycle,4,2,2,,,5,4962.0,1323.0,3.710167,3.703126,3.755222,0.016629,0.013673,0.025902,0.927542,142.0
QAOA,12,64,layer,same_cycle,4,2,3,,,5,4962.0,1352.0,3.616864,3.597487,3.673662,0.040711,0.033145,0.047996,0.904216,142.0
QAOA,12,64,layer,same_cycle,4,2,5,,,5,4962.0,1448.0,3.399317,3.314026,3.464782,0.099659,0.077998,0.105008,0.849829,142.0
QAOA,12,64,layer,same_cycle,4,3,1,,,5,4962.0,1323.0,3.710167,3.703126,3.755222,0.016629,0.013673,0.025902,0.927542,142.0
QAOA,12,64,layer,same_cycle,4,3,2,,,5,4962.0,1352.0,3.616864,3.597487,3.673662,0.040711,0.033145,0.047996,0.904216,142.0
QAOA,12,64,layer,same_cycle,4,3,3,,,5,4962.0,1394.0,3.516949,3.46205,3.583729,0.072034,0.053255,0.072284,0.879237,142.0
QAOA,12,64,layer,same_cycle,4,3,5,,,5,4962.0,1520.0,3.276316,3.148387,3.349172,0.123684,0.099602,0.148359,0.819079,142.0
QAOA,12,64,layer,same_cycle,8,1,1,,,5,4962.0,687.0,7.117904,7.034732,7.233394,0.008902,0.007914,0.010769,0.889738,142.0
QAOA,12,64,layer,same_cycle,8,1,2,,,5,4962.0,721.0,6.782247,6.663899,6.941809,0.042272,0.040303,0.048032,0.847781,142.0
QAOA,12,64,layer,same_cycle,8,1,3,,,5,4962.0,778.0,6.360153,6.135454,6.557595,0.090677,0.079448,0.102803,0.795019,142.0
QAOA,12,64,layer,same_cycle,8,1,5,,,5,4962.0,932.0,5.316539,4.973134,5.516858,0.216738,0.190113,0.233605,0.664567,142.0
QAOA,12,64,layer,same_cycle,8,2,1,,,5,4962.0,721.0,6.782247,6.663899,6.941809,0.042272,0.040303,0.048032,0.847781,142.0
QAOA,12,64,layer,same_cycle,8,2,2,,,5,4962.0,778.0,6.360153,6.135454,6.557595,0.090677,0.079448,0.102803,0.795019,142.0
QAOA,12,64,layer,same_cycle,8,2,3,,,5,4962.0,851.0,5.851939,5.547047,6.046071,0.147202,0.136591,0.173015,0.731492,142.0
QAOA,12,64,layer,same_cycle,8,2,5,,,5,4962.0,1025.0,4.73561,4.406739,5.034647,0.272195,0.246291,0.2982,0.591951,142.0
QAOA,12,64,layer,same_cycle,8,3,1,,,5,4962.0,778.0,6.360153,6.135454,6.557595,0.090677,0.079448,0.102803,0.795019,142.0
QAOA,12,64,layer,same_cycle,8,3,2,,,5,4962.0,851.0,5.851939,5.547047,6.046071,0.147202,0.136591,0.173015,0.731492,142.0
QAOA,12,64,layer,same_cycle,8,3,3,,,5,4962.0,932.0,5.316539,4.973134,5.516858,0.216738,0.190113,0.233605,0.664567,142.0
QAOA,12,64,layer,same_cycle,8,3,5,,,5,4962.0,1165.0,4.166524,3.886378,4.533643,0.318421,0.2971,0.358056,0.520815,142.0
QAOA,12,64,random,same_cycle,16,1,1,,,5,4962.0,369.0,13.40884,12.954261,13.739919,0.03252,0.018202,0.049704,0.838052,142.0
QAOA,12,64,random,same_cycle,16,1,2,,,5,4962.0,449.0,10.81069,10.277687,11.479277,0.116071,0.08622,0.137285,0.675668,142.0
QAOA,12,64,random,same_cycle,16,1,3,,,5,4962.0,581.0,8.354561,7.825017,9.171881,0.169312,0.142655,0.198776,0.52216,142.0
QAOA,12,64,random,same_cycle,16,1,5,,,5,4962.0,866.0,5.605081,5.237379,6.156993,0.407801,0.276019,0.459077,0.350318,142.0
QAOA,12,64,random,same_cycle,16,2,1,,,5,4962.0,449.0,10.81069,10.277687,11.479277,0.116071,0.08622,0.137285,0.675668,142.0
QAOA,12,64,random,same_cycle,16,2,2,,,5,4962.0,581.0,8.354561,7.825017,9.171881,0.169312,0.142655,0.198776,0.52216,142.0
QAOA,12,64,random,same_cycle,16,2,3,,,5,4962.0,726.0,6.68595,6.278898,7.36747,0.290368,0.214925,0.35151,0.417872,142.0
QAOA,12,64,random,same_cycle,16,2,5,,,5,4962.0,1010.0,4.805941,4.492225,5.282021,0.491886,0.34742,0.536037,0.300371,142.0
QAOA,12,64,random,same_cycle,16,3,1,,,5,4962.0,581.0,8.354561,7.825017,9.171881,0.169312,0.142655,0.198776,0.52216,142.0
QAOA,12,64,random,same_cycle,16,3,2,,,5,4962.0,726.0,6.68595,6.278898,7.36747,0.290368,0.214925,0.35151,0.417872,142.0
QAOA,12,64,random,same_cycle,16,3,3,,,5,4962.0,866.0,5.605081,5.237379,6.156993,0.407801,0.276019,0.459077,0.350318,142.0
QAOA,12,64,random,same_cycle,16,3,5,,,5,4962.0,1152.0,4.213542,3.932697,4.624792,0.555062,0.432182,0.593825,0.263346,142.0
QAOA,12,64,random,same_cycle,1,1,1,,,5,4962.0,4966.0,0.999195,0.998769,0.999397,0.000604,0.000402,0.001027,0.999195,142.0
QAOA,12,64,random,same_cycle,1,1,2,,,5,4962.0,4974.0,0.999183,0.997891,0.999389,0.000613,0.000407,0.001907,0.999183,142.0
QAOA,12,64,random,same_cycle,1,1,3,,,5,4962.0,4968.0,0.997959,0.997694,0.998779,0.001837,0.001017,0.002105,0.997959,142.0
QAOA,12,64,random,same_cycle,1,1,5,,,5,4962.0,4986.0,0.996333,0.995134,0.997095,0.003464,0.002704,0.004664,0.996333,142.0
QAOA,12,64,random,same_cycle,1,2,1,,,5,4962.0,4974.0,0.999183,0.997891,0.999389,0.000613,0.000407,0.001907,0.999183,142.0
QAOA,12,64,random,same_cycle,1,2,2,,,5,4962.0,4968.0,0.997959,0.997694,0.998779,0.001837,0.001017,0.002105,0.997959,142.0
QAOA,12,64,random,same_cycle,1,2,3,,,5,4962.0,4974.0,0.997193,0.996422,0.997791,0.002606,0.002007,0.003374,0.997193,142.0
QAOA,12,64,random,same_cycle,1,2,5,,,5,4962.0,4981.0,0.995204,0.992241,0.996451,0.004596,0.003347,0.007559,0.995204,142.0
QAOA,12,64,random,same_cycle,1,3,1,,,5,4962.0,4968.0,0.997959,0.997694,0.998779,0.001837,0.001017,0.002105,0.997959,142.0
QAOA,12,64,random,same_cycle,1,3,2,,,5,4962.0,4974.0,0.997193,0.996422,0.997791,0.002606,0.002007,0.003374,0.997193,142.0
QAOA,12,64,random,same_cycle,1,3,3,,,5,4962.0,4986.0,0.996333,0.995134,0.997095,0.003464,0.002704,0.004664,0.996333,142.0
QAOA,12,64,random,same_cycle,1,3,5,,,5,4962.0,4993.0,0.992435,0.989883,0.994397,0.00736,0.005403,0.009916,0.992435,142.0
QAOA,12,64,random,same_cycle,2,1,1,,,5,4962.0,2485.0,1.995192,1.994328,1.996349,0.001202,0.001004,0.001434,0.997596,142.0
QAOA,12,64,random,same_cycle,2,1,2,,,5,4962.0,2492.0,1.991172,1.989791,1.99399,0.002006,0.001602,0.002653,0.995586,142.0
QAOA,12,64,random,same_cycle,2,1,3,,,5,4962.0,2497.0,1.984578,1.983453,1.989189,0.004058,0.003393,0.005062,0.992289,142.0
QAOA,12,64,random,same_cycle,2,1,5,,,5,4962.0,2517.0,1.96213,1.96029,1.973086,0.013018,0.009432,0.014502,0.981065,142.0
QAOA,12,64,random,same_cycle,2,2,1,,,5,4962.0,2492.0,1.991172,1.989791,1.99399,0.002006,0.001602,0.002653,0.995586,142.0
QAOA,12,64,random,same_cycle,2,2,2,,,5,4962.0,2497.0,1.984578,1.983453,1.989189,0.004058,0.003393,0.005062,0.992289,142.0
QAOA,12,64,random,same_cycle,2,2,3,,,5,4962.0,2511.0,1.979608,1.974746,1.980895,0.008481,0.00398,0.008858,0.989804,142.0
QAOA,12,64,random,same_cycle,2,2,5,,,5,4962.0,2542.0,1.950588,1.943764,1.960188,0.016916,0.01035,0.020244,0.975294,142.0
QAOA,12,64,random,same_cycle,2,3,1,,,5,4962.0,2497.0,1.984578,1.983453,1.989189,0.004058,0.003393,0.005062,0.992289,142.0
QAOA,12,64,random,same_cycle,2,3,2,,,5,4962.0,2511.0,1.979608,1.974746,1.980895,0.008481,0.00398,0.008858,0.989804,142.0
QAOA,12,64,random,same_cycle,2,3,3,,,5,4962.0,2517.0,1.96213,1.96029,1.973086,0.013018,0.009432,0.014502,0.981065,142.0
QAOA,12,64,random,same_cycle,2,3,5,,,5,4962.0,2542.0,1.926414,1.904561,1.941643,0.025671,0.020855,0.036462,0.963207,142.0
QAOA,12,64,random,same_cycle,4,1,1,,,5,4962.0,1247.0,3.978689,3.970289,3.983962,0.00082,0.000802,0.003616,0.994672,142.0
QAOA,12,64,random,same_cycle,4,1,2,,,5,4962.0,1258.0,3.92891,3.912009,3.943746,0.0072,0.005907,0.008442,0.982227,142.0
QAOA,12,64,random,same_cycle,4,1,3,,,5,4962.0,1283.0,3.867498,3.846243,3.88363,0.011905,0.011018,0.016255,0.966875,142.0
QAOA,12,64,random,same_cycle,4,1,5,,,5,4962.0,1349.0,3.624907,3.584665,3.698472,0.049666,0.040702,0.060181,0.906227,142.0
QAOA,12,64,random,same_cycle,4,2,1,,,5,4962.0,1258.0,3.92891,3.912009,3.943746,0.0072,0.005907,0.008442,0.982227,142.0
QAOA,12,64,random,same_cycle,4,2,2,,,5,4962.0,1283.0,3.867498,3.846243,3.88363,0.011905,0.011018,0.016255,0.966875,142.0
QAOA,12,64,random,same_cycle,4,2,3,,,5,4962.0,1321.0,3.73985,3.689866,3.820831,0.021053,0.018299,0.041404,0.934962,142.0
QAOA,12,64,random,same_cycle,4,2,5,,,5,4962.0,1408.0,3.49964,3.427192,3.552651,0.069341,0.057394,0.075125,0.87491,142.0
QAOA,12,64,random,same_cycle,4,3,1,,,5,4962.0,1283.0,3.867498,3.846243,3.88363,0.011905,0.011018,0.016255,0.966875,142.0
QAOA,12,64,random,same_cycle,4,3,2,,,5,4962.0,1321.0,3.73985,3.689866,3.820831,0.021053,0.018299,0.041404,0.934962,142.0
QAOA,12,64,random,same_cycle,4,3,3,,,5,4962.0,1349.0,3.624907,3.584665,3.698472,0.049666,0.040702,0.060181,0.906227,142.0
QAOA,12,64,random,same_cycle,4,3,5,,,5,4962.0,1485.0,3.326936,3.227877,3.422721,0.107909,0.08523,0.123356,0.831734,142.0
QAOA,12,64,random,same_cycle,8,1,1,,,5,4962.0,642.0,7.728972,7.686932,7.769737,0.007716,0.003914,0.010954,0.966121,142.0
QAOA,12,64,random,same_cycle,8,1,2,,,5,4962.0,672.0,7.345133,7.211669,7.430568,0.024024,0.022945,0.033343,0.918142,142.0
QAOA,12,64,random,same_cycle,8,1,3,,,5,4962.0,733.0,6.71159,6.552942,6.874589,0.058215,0.044804,0.075253,0.838949,142.0
QAOA,12,64,random,same_cycle,8,1,5,,,5,4962.0,897.0,5.49095,5.082235,5.725979,0.16165,0.110737,0.214087,0.686369,142.0
QAOA,12,64,random,same_cycle,8,2,1,,,5,4962.0,672.0,7.345133,7.211669,7.430568,0.024024,0.022945,0.033343,0.918142,142.0
QAOA,12,64,random,same_cycle,8,2,2,,,5,4962.0,733.0,6.71159,6.552942,6.874589,0.058215,0.044804,0.075253,0.838949,142.0
QAOA,12,64,random,same_cycle,8,2,3,,,5,4962.0,798.0,6.10566,5.782873,6.321592,0.106227,0.068801,0.139004,0.763208,142.0
QAOA,12,64,random,same_cycle,8,2,5,,,5,4962.0,1021.0,4.754163,4.430865,5.132255,0.224206,0.188887,0.248294,0.59427,142.0
QAOA,12,64,random,same_cycle,8,3,1,,,5,4962.0,733.0,6.71159,6.552942,6.874589,0.058215,0.044804,0.075253,0.838949,142.0
QAOA,12,64,random,same_cycle,8,3,2,,,5,4962.0,798.0,6.10566,5.782873,6.321592,0.106227,0.068801,0.139004,0.763208,142.0
QAOA,12,64,random,same_cycle,8,3,3,,,5,4962.0,897.0,5.49095,5.082235,5.725979,0.16165,0.110737,0.214087,0.686369,142.0
QAOA,12,64,random,same_cycle,8,3,5,,,5,4962.0,1165.0,4.166524,3.908832,4.599066,0.322747,0.254564,0.338572,0.520815,142.0
QAOA,4,16,asap,same_cycle,16,1,1,,,5,318.0,71.0,4.597403,4.478873,5.191916,0.450704,0.336944,0.46258,0.287338,34.0
QAOA,4,16,asap,same_cycle,16,1,2,,,5,318.0,106.0,3.078261,3.0,3.480084,0.632075,0.555777,0.639921,0.192391,34.0
QAOA,4,16,asap,same_cycle,16,1,3,,,5,318.0,141.0,2.313725,2.255319,2.617173,0.723404,0.666007,0.729261,0.144608,34.0
QAOA,4,16,asap,same_cycle,16,1,5,,,5,318.0,211.0,1.545852,1.507109,1.749548,0.815166,0.776784,0.819052,0.096616,34.0
QAOA,4,16,asap,same_cycle,16,2,1,,,5,318.0,106.0,3.078261,3.0,3.480084,0.632075,0.555777,0.639921,0.192391,34.0
QAOA,4,16,asap,same_cycle,16,2,2,,,5,318.0,141.0,2.313725,2.255319,2.617173,0.723404,0.666007,0.729261,0.144608,34.0
QAOA,4,16,asap,same_cycle,16,2,3,,,5,318.0,176.0,1.853403,1.806818,2.097167,0.778409,0.732408,0.783081,0.115838,34.0
QAOA,4,16,asap,same_cycle,16,2,5,,,5,318.0,246.0,1.325843,1.292683,1.500784,0.841463,0.808536,0.84479,0.082865,34.0
QAOA,4,16,asap,same_cycle,16,3,1,,,5,318.0,141.0,2.313725,2.255319,2.617173,0.723404,0.666007,0.729261,0.144608,34.0
QAOA,4,16,asap,same_cycle,16,3,2,,,5,318.0,176.0,1.853403,1.806818,2.097167,0.778409,0.732408,0.783081,0.115838,34.0
QAOA,4,16,asap,same_cycle,16,3,3,,,5,318.0,211.0,1.545852,1.507109,1.749548,0.815166,0.776784,0.819052,0.096616,34.0
QAOA,4,16,asap,same_cycle,16,3,5,,,5,318.0,281.0,1.160656,1.131673,1.313956,0.86121,0.83238,0.864117,0.072541,34.0
QAOA,4,16,asap,same_cycle,1,1,1,,,5,318.0,320.0,0.99375,0.99375,0.994123,0.003125,0.002938,0.003125,0.99375,34.0
QAOA,4,16,asap,same_cycle,1,1,2,,,5,318.0,322.0,0.990654,0.989116,0.991211,0.006231,0.005859,0.007774,0.990654,34.0
QAOA,4,16,asap,same_cycle,1,1,3,,,5,318.0,324.0,0.98452,0.983,0.986938,0.012384,0.010144,0.013908,0.98452,34.0
QAOA,4,16,asap,same_cycle,1,1,5,,,5,318.0,337.0,0.961957,0.938086,0.972708,0.035326,0.024261,0.058964,0.961957,34.0
QAOA,4,16,asap,same_cycle,1,2,1,,,5,318.0,322.0,0.990654,0.989116,0.991211,0.006231,0.005859,0.007774,0.990654,34.0
QAOA,4,16,asap,same_cycle,1,2,2,,,5,318.0,324.0,0.98452,0.983,0.986938,0.012384,0.010144,0.013908,0.98452,34.0
QAOA,4,16,asap,same_cycle,1,2,3,,,5,318.0,329.0,0.97546,0.966565,0.981351,0.021472,0.015748,0.030395,0.97546,34.0
QAOA,4,16,asap,same_cycle,1,2,5,,,5,318.0,348.0,0.936508,0.903525,0.956797,0.060847,0.040223,0.093633,0.936508,34.0
QAOA,4,16,asap,same_cycle,1,3,1,,,5,318.0,324.0,0.98452,0.983,0.986938,0.012384,0.010144,0.013908,0.98452,34.0
QAOA,4,16,asap,same_cycle,1,3,2,,,5,318.0,329.0,0.97546,0.966565,0.981351,0.021472,0.015748,0.030395,0.97546,34.0
QAOA,4,16,asap,same_cycle,1,3,3,,,5,318.0,337.0,0.961957,0.938086,0.972708,0.035326,0.024261,0.058964,0.961957,34.0
QAOA,4,16,asap,same_cycle,1,3,5,,,5,318.0,362.0,0.905983,0.866646,0.931484,0.091168,0.065761,0.130629,0.905983,34.0
QAOA,4,16,asap,same_cycle,2,1,1,,,5,318.0,162.0,1.962963,1.962963,1.976632,0.006173,0.005843,0.00926,0.981481,34.0
QAOA,4,16,asap,same_cycle,2,1,2,,,5,318.0,168.0,1.923913,1.881722,1.945454,0.023529,0.01693,0.027002,0.961957,34.0
QAOA,4,16,asap,same_cycle,2,1,3,,,5,318.0,178.0,1.827586,1.748097,1.880455,0.045977,0.03598,0.090522,0.913793,34.0
QAOA,4,16,asap,same_cycle,2,1,5,,,5,318.0,234.0,1.421687,1.353216,1.54421,0.228311,0.175582,0.259524,0.710843,34.0
QAOA,4,16,asap,same_cycle,2,2,1,,,5,318.0,168.0,1.923913,1.881722,1.945454,0.023529,0.01693,0.027002,0.961957,34.0
QAOA,4,16,asap,same_cycle,2,2,2,,,5,318.0,178.0,1.827586,1.748097,1.880455,0.045977,0.03598,0.090522,0.913793,34.0
QAOA,4,16,asap,same_cycle,2,2,3,,,5,318.0,200.0,1.630769,1.563116,1.733369,0.135,0.08623,0.156336,0.815385,34.0
QAOA,4,16,asap,same_cycle,2,2,5,,,5,318.0,268.0,1.237762,1.184362,1.366341,0.328671,0.265582,0.346363,0.618881,34.0
QAOA,4,16,asap,same_cycle,2,3,1,,,5,318.0,178.0,1.827586,1.748097,1.880455,0.045977,0.03598,0.090522,0.913793,34.0
QAOA,4,16,asap,same_cycle,2,3,2,,,5,318.0,200.0,1.630769,1.563116,1.733369,0.135,0.08623,0.156336,0.815385,34.0
QAOA,4,16,asap,same_cycle,2,3,3,,,5,318.0,234.0,1.421687,1.353216,1.54421,0.228311,0.175582,0.259524,0.710843,34.0
QAOA,4,16,asap,same_cycle,2,3,5,,,5,318.0,300.0,1.116719,1.05649,1.223149,0.394322,0.340894,0.411965,0.55836,34.0
QAOA,4,16,asap,same_cycle,4,1,1,,,5,318.0,89.0,3.655172,3.514778,3.749632,0.022472,0.011091,0.033546,0.913793,34.0
QAOA,4,16,asap,same_cycle,4,1,2,,,5,318.0,116.0,2.809524,2.718147,3.081818,0.12069,0.067821,0.166564,0.702381,34.0
QAOA,4,16,asap,same_cycle,4,1,3,,,5,318.0,150.0,2.2125,2.12,2.473778,0.22963,0.173375,0.286667,0.553125,34.0
QAOA,4,16,asap,same_cycle,4,1,5,,,5,318.0,216.0,1.506383,1.462139,1.689105,0.421296,0.401085,0.476674,0.376596,34.0
QAOA,4,16,asap,same_cycle,4,2,1,,,5,318.0,116.0,2.809524,2.718147,3.081818,0.12069,0.067821,0.166564,0.702381,34.0
QAOA,4,16,asap,same_cycle,4,2,2,,,5,318.0,150.0,2.2125,2.12,2.473778,0.22963,0.173375,0.286667,0.553125,34.0
QAOA,4,16,asap,same_cycle,4,2,3,,,5,318.0,181.0,1.796954,1.742584,2.010919,0.309392,0.286955,0.376393,0.449239,34.0
QAOA,4,16,asap,same_cycle,4,2,5,,,5,318.0,251.0,1.296703,1.259451,1.456084,0.501992,0.48372,0.549169,0.324176,34.0
QAOA,4,16,asap,same_cycle,4,3,1,,,5,318.0,150.0,2.2125,2.12,2.473778,0.22963,0.173375,0.286667,0.553125,34.0
QAOA,4,16,asap,same_cycle,4,3,2,,,5,318.0,181.0,1.796954,1.742584,2.010919,0.309392,0.286955,0.376393,0.449239,34.0
QAOA,4,16,asap,same_cycle,4,3,3,,,5,318.0,216.0,1.506383,1.462139,1.689105,0.421296,0.401085,0.476674,0.376596,34.0
QAOA,4,16,asap,same_cycle,4,3,5,,,5,318.0,286.0,1.138264,1.106117,1.279562,0.562937,0.546316,0.604023,0.284566,34.0
QAOA,4,16,asap,same_cycle,8,1,1,,,5,318.0,74.0,4.481013,4.297297,4.951139,0.088235,0.020723,0.155406,0.560127,34.0
QAOA,4,16,asap,same_cycle,8,1,2,,,5,318.0,108.0,3.025641,2.930937,3.402669,0.299145,0.280612,0.364212,0.378205,34.0
QAOA,4,16,asap,same_cycle,8,1,3,,,5,318.0,143.0,2.283871,2.216055,2.573077,0.470968,0.45609,0.519255,0.285484,34.0
QAOA,4,16,asap,same_cycle,8,1,5,,,5,318.0,213.0,1.532468,1.48947,1.7297,0.645022,0.634426,0.676858,0.191558,34.0
QAOA,4,16,asap,same_cycle,8,2,1,,,5,318.0,108.0,3.025641,2.930937,3.402669,0.299145,0.280612,0.364212,0.378205,34.0
QAOA,4,16,asap,same_cycle,8,2,2,,,5,318.0,143.0,2.283871,2.216055,2.573077,0.470968,0.45609,0.519255,0.285484,34.0
QAOA,4,16,asap,same_cycle,8,2,3,,,5,318.0,178.0,1.834197,1.781527,2.06873,0.57513,0.562743,0.613505,0.229275,34.0
QAOA,4,16,asap,same_cycle,8,2,5,,,5,318.0,248.0,1.315985,1.279683,1.486149,0.695167,0.685916,0.722365,0.164498,34.0
QAOA,4,16,asap,same_cycle,8,3,1,,,5,318.0,143.0,2.283871,2.216055,2.573077,0.470968,0.45609,0.519255,0.285484,34.0
QAOA,4,16,asap,same_cycle,8,3,2,,,5,318.0,178.0,1.834197,1.781527,2.06873,0.57513,0.562743,0.613505,0.229275,34.0
QAOA,4,16,asap,same_cycle,8,3,3,,,5,318.0,213.0,1.532468,1.48947,1.7297,0.645022,0.634426,0.676858,0.191558,34.0
QAOA,4,16,asap,same_cycle,8,3,5,,,5,318.0,283.0,1.153094,1.121697,1.30272,0.732899,0.724691,0.756638,0.144137,34.0
QAOA,4,16,greedy_critical,same_cycle,16,1,1,,,5,318.0,71.0,4.597403,4.478873,5.191916,0.457627,0.41961,0.46616,0.287338,34.0
QAOA,4,16,greedy_critical,same_cycle,16,1,2,,,5,318.0,106.0,3.078261,3.0,3.480084,0.636364,0.611166,0.642494,0.192391,34.0
QAOA,4,16,greedy_critical,same_cycle,16,1,3,,,5,318.0,141.0,2.313725,2.255319,2.617173,0.726496,0.707653,0.731261,0.144608,34.0
QAOA,4,16,greedy_critical,same_cycle,16,1,5,,,5,318.0,211.0,1.545852,1.507109,1.749548,0.817143,0.804619,0.820433,0.096616,34.0
QAOA,4,16,greedy_critical,same_cycle,16,2,1,,,5,318.0,106.0,3.078261,3.0,3.480084,0.636364,0.611166,0.642494,0.192391,34.0
QAOA,4,16,greedy_critical,same_cycle,16,2,2,,,5,318.0,141.0,2.313725,2.255319,2.617173,0.726496,0.707653,0.731261,0.144608,34.0
QAOA,4,16,greedy_critical,same_cycle,16,2,3,,,5,318.0,176.0,1.853403,1.806818,2.097167,0.780822,0.765775,0.784716,0.115838,34.0
QAOA,4,16,greedy_critical,same_cycle,16,2,5,,,5,318.0,246.0,1.325843,1.292683,1.500784,0.843137,0.832412,0.845985,0.082865,34.0
QAOA,4,16,greedy_critical,same_cycle,16,3,1,,,5,318.0,141.0,2.313725,2.255319,2.617173,0.726496,0.707653,0.731261,0.144608,34.0
QAOA,4,16,greedy_critical,same_cycle,16,3,2,,,5,318.0,176.0,1.853403,1.806818,2.097167,0.780822,0.765775,0.784716,0.115838,34.0
QAOA,4,16,greedy_critical,same_cycle,16,3,3,,,5,318.0,211.0,1.545852,1.507109,1.749548,0.817143,0.804619,0.820433,0.096616,34.0
QAOA,4,16,greedy_critical,same_cycle,16,3,5,,,5,318.0,281.0,1.160656,1.131673,1.313956,0.862661,0.853282,0.865171,0.072541,34.0
QAOA,4,16,greedy_critical,same_cycle,1,1,1,,,5,318.0,320.0,0.99375,0.99375,0.994123,0.003125,0.002938,0.003125,0.99375,34.0
QAOA,4,16,greedy_critical,same_cycle,1,1,2,,,5,318.0,321.0,0.990654,0.990654,0.991211,0.006231,0.005859,0.006231,0.990654,34.0
QAOA,4,16,greedy_critical,same_cycle,1,1,3,,,5,318.0,322.0,0.987578,0.987578,0.988316,0.009317,0.008763,0.009317,0.987578,34.0
QAOA,4,16,greedy_critical,same_cycle,1,1,5,,,5,318.0,324.0,0.981481,0.981481,0.982576,0.015432,0.014521,0.015432,0.981481,34.0
QAOA,4,16,greedy_critical,same_cycle,1,2,1,,,5,318.0,321.0,0.990654,0.990654,0.991211,0.006231,0.005859,0.006231,0.990654,34.0
QAOA,4,16,greedy_critical,same_cycle,1,2,2,,,5,318.0,322.0,0.987578,0.987578,0.988316,0.009317,0.008763,0.009317,0.987578,34.0
QAOA,4,16,greedy_critical,same_cycle,1,2,3,,,5,318.0,323.0,0.98452,0.98452,0.985437,0.012384,0.01165,0.012384,0.98452,34.0
QAOA,4,16,greedy_critical,same_cycle,1,2,5,,,5,318.0,325.0,0.978462,0.978462,0.979731,0.018462,0.017374,0.018462,0.978462,34.0
QAOA,4,16,greedy_critical,same_cycle,1,3,1,,,5,318.0,322.0,0.987578,0.987578,0.988316,0.009317,0.008763,0.009317,0.987578,34.0
QAOA,4,16,greedy_critical,same_cycle,1,3,2,,,5,318.0,323.0,0.98452,0.98452,0.985437,0.012384,0.01165,0.012384,0.98452,34.0
QAOA,4,16,greedy_critical,same_cycle,1,3,3,,,5,318.0,324.0,0.981481,0.981481,0.982576,0.015432,0.014521,0.015432,0.981481,34.0
QAOA,4,16,greedy_critical,same_cycle,1,3,5,,,5,318.0,326.0,0.97546,0.97546,0.976903,0.021472,0.02021,0.021472,0.97546,34.0
QAOA,4,16,greedy_critical,same_cycle,2,1,1,,,5,318.0,161.0,1.975155,1.975155,1.976632,0.006211,0.005843,0.006211,0.987578,34.0
QAOA,4,16,greedy_critical,same_cycle,2,1,2,,,5,318.0,162.0,1.962963,1.962963,1.965151,0.012346,0.011616,0.012346,0.981481,34.0
QAOA,4,16,greedy_critical,same_cycle,2,1,3,,,5,318.0,163.0,1.95092,1.95092,1.953804,0.018405,0.017323,0.018405,0.97546,34.0
QAOA,4,16,greedy_critical,same_cycle,2,1,5,,,5,318.0,214.0,1.512821,1.485981,1.715384,0.175214,0.121153,0.200935,0.75641,34.0
QAOA,4,16,greedy_critical,same_cycle,2,2,1,,,5,318.0,162.0,1.962963,1.962963,1.965151,0.012346,0.011616,0.012346,0.981481,34.0
QAOA,4,16,greedy_critical,same_cycle,2,2,2,,,5,318.0,163.0,1.95092,1.95092,1.953804,0.018405,0.017323,0.018405,0.97546,34.0
QAOA,4,16,greedy_critical,same_cycle,2,2,3,,,5,318.0,179.0,1.806122,1.776536,1.939572,0.078212,0.024171,0.085509,0.903061,34.0
QAOA,4,16,greedy_critical,same_cycle,2,2,5,,,5,318.0,249.0,1.301471,1.277108,1.47556,0.261029,0.214257,0.301205,0.650735,34.0
QAOA,4,16,greedy_critical,same_cycle,2,3,1,,,5,318.0,163.0,1.95092,1.95092,1.953804,0.018405,0.017323,0.018405,0.97546,34.0
QAOA,4,16,greedy_critical,same_cycle,2,3,2,,,5,318.0,179.0,1.806122,1.776536,1.939572,0.078212,0.024171,0.085509,0.903061,34.0
QAOA,4,16,greedy_critical,same_cycle,2,3,3,,,5,318.0,214.0,1.512821,1.485981,1.715384,0.175214,0.121153,0.200935,0.75641,34.0
QAOA,4,16,greedy_critical,same_cycle,2,3,5,,,5,318.0,284.0,1.141935,1.119718,1.294572,0.348387,0.284522,0.383803,0.570968,34.0
QAOA,4,16,greedy_critical,same_cycle,4,1,1,,,5,318.0,82.0,3.878049,3.878049,3.896862,0.012195,0.011519,0.012195,0.969512,34.0
