algorithm,hardware_size,logical_qubits,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,n_seeds,total_nodes_median,total_cycles_median,throughput_median,throughput_q1,throughput_q3,stall_rate_median,stall_rate_q1,stall_rate_q3,utilization_median,ff_chain_depth_raw_median
QAOA,8,64,asap,next_cycle,2,2,3,,8,5,4962.0,2524.0,1.965927,1.954065,1.971196,0.014229,0.01182,0.017631,0.982964,142.0
QAOA,8,64,asap,next_cycle,4,1,1,,1,5,4962.0,4965.0,0.999396,0.999078,0.999498,0.170393,0.16849,0.174637,0.249849,142.0
QAOA,8,64,asap,next_cycle,4,1,1,,2,5,4962.0,2490.0,1.993595,1.992312,1.995128,0.047333,0.045229,0.051551,0.498399,142.0
QAOA,8,64,asap,next_cycle,4,1,1,,4,5,4962.0,1261.0,3.934972,3.912009,3.943948,0.00712,0.005219,0.009121,0.983743,142.0
QAOA,8,64,asap,next_cycle,4,1,1,,8,5,4962.0,1261.0,3.934972,3.912009,3.943948,0.00712,0.005219,0.009121,0.983743,142.0
QAOA,8,64,asap,next_cycle,4,1,2,,1,5,4962.0,4969.0,0.998971,0.998275,0.999097,0.170859,0.168727,0.175039,0.249743,142.0
QAOA,8,64,asap,next_cycle,4,1,2,,2,5,4962.0,2499.0,1.985594,1.983523,1.98987,0.04962,0.047876,0.054581,0.496399,142.0
QAOA,8,64,asap,next_cycle,4,1,2,,4,5,4962.0,1282.0,3.846868,3.825618,3.88309,0.017941,0.012994,0.026759,0.961717,142.0
QAOA,8,64,asap,next_cycle,4,1,2,,8,5,4962.0,1282.0,3.846868,3.825618,3.88309,0.017941,0.012994,0.026759,0.961717,142.0
QAOA,8,64,asap,next_cycle,4,1,3,,1,5,4962.0,4975.0,0.997996,0.997063,0.998372,0.171658,0.169385,0.175692,0.249499,142.0
QAOA,8,64,asap,next_cycle,4,1,3,,2,5,4962.0,2510.0,1.976892,1.971245,1.981469,0.060558,0.054624,0.063292,0.494223,142.0
QAOA,8,64,asap,next_cycle,4,1,3,,4,5,4962.0,1314.0,3.724757,3.705686,3.791434,0.041543,0.032414,0.048668,0.931189,142.0
QAOA,8,64,asap,next_cycle,4,1,3,,8,5,4962.0,1314.0,3.724757,3.705686,3.791434,0.041543,0.032414,0.048668,0.931189,142.0
QAOA,8,64,asap,next_cycle,4,2,1,,1,5,4962.0,4969.0,0.998971,0.998275,0.999097,0.170859,0.168727,0.175039,0.249743,142.0
QAOA,8,64,asap,next_cycle,4,2,1,,2,5,4962.0,2499.0,1.985594,1.983523,1.98987,0.04962,0.047876,0.054581,0.496399,142.0
QAOA,8,64,asap,next_cycle,4,2,1,,4,5,4962.0,1282.0,3.846868,3.825618,3.88309,0.017941,0.012994,0.026759,0.961717,142.0
QAOA,8,64,asap,next_cycle,4,2,1,,8,5,4962.0,1282.0,3.846868,3.825618,3.88309,0.017941,0.012994,0.026759,0.961717,142.0
QAOA,8,64,asap,next_cycle,4,2,2,,1,5,4962.0,4975.0,0.997996,0.997063,0.998372,0.171658,0.169385,0.175692,0.249499,142.0
QAOA,8,64,asap,next_cycle,4,2,2,,2,5,4962.0,2510.0,1.976892,1.971245,1.981469,0.060558,0.054624,0.063292,0.494223,142.0
QAOA,8,64,asap,next_cycle,4,2,2,,4,5,4962.0,1314.0,3.724757,3.705686,3.791434,0.041543,0.032414,0.048668,0.931189,142.0
QAOA,8,64,asap,next_cycle,4,2,2,,8,5,4962.0,1314.0,3.724757,3.705686,3.791434,0.041543,0.032414,0.048668,0.931189,142.0
QAOA,8,64,asap,next_cycle,4,2,3,,1,5,4962.0,4982.0,0.996797,0.995753,0.997356,0.172621,0.170193,0.176324,0.249199,142.0
QAOA,8,64,asap,next_cycle,4,2,3,,2,5,4962.0,2524.0,1.965927,1.954489,1.970379,0.064852,0.057921,0.070266,0.491482,142.0
QAOA,8,64,asap,next_cycle,4,2,3,,4,5,4962.0,1356.0,3.611313,3.556976,3.680438,0.071791,0.052097,0.074587,0.902828,142.0
QAOA,8,64,asap,next_cycle,4,2,3,,8,5,4962.0,1356.0,3.611313,3.556976,3.680438,0.071791,0.052097,0.074587,0.902828,142.0
QAOA,8,64,asap,next_cycle,8,1,1,,1,5,4962.0,4965.0,0.999396,0.999078,0.999498,0.168975,0.168704,0.175143,0.124924,142.0
QAOA,8,64,asap,next_cycle,8,1,1,,2,5,4962.0,2490.0,1.994393,1.992312,1.995128,0.048536,0.045444,0.052764,0.249299,142.0
QAOA,8,64,asap,next_cycle,8,1,1,,4,5,4962.0,1262.0,3.931854,3.910474,3.943948,0.018053,0.013262,0.021094,0.491482,142.0
QAOA,8,64,asap,next_cycle,8,1,1,,8,5,4962.0,679.0,7.227866,7.113596,7.380257,0.043284,0.030534,0.053349,0.903483,142.0
QAOA,8,64,asap,next_cycle,8,1,2,,1,5,4962.0,4969.0,0.998971,0.998275,0.999097,0.169107,0.167095,0.175544,0.124871,142.0
QAOA,8,64,asap,next_cycle,8,1,2,,2,5,4962.0,2499.0,1.985646,1.984684,1.98987,0.055172,0.049995,0.056722,0.248206,142.0
QAOA,8,64,asap,next_cycle,8,1,2,,4,5,4962.0,1284.0,3.843895,3.82412,3.876955,0.034536,0.025171,0.037475,0.480487,142.0
QAOA,8,64,asap,next_cycle,8,1,2,,8,5,4962.0,744.0,6.693548,6.429981,6.850312,0.084677,0.068428,0.112667,0.836694,142.0
QAOA,8,64,asap,next_cycle,8,1,3,,1,5,4962.0,4975.0,0.997996,0.997063,0.998372,0.169739,0.163315,0.176197,0.124749,142.0
QAOA,8,64,asap,next_cycle,8,1,3,,2,5,4962.0,2510.0,1.976892,1.972025,1.981469,0.061355,0.054647,0.064297,0.247112,142.0
QAOA,8,64,asap,next_cycle,8,1,3,,4,5,4962.0,1312.0,3.727134,3.707334,3.789987,0.051908,0.04331,0.059248,0.465892,142.0
QAOA,8,64,asap,next_cycle,8,1,3,,8,5,4962.0,819.0,6.080586,5.726037,6.254422,0.149497,0.133337,0.176294,0.760073,142.0
QAOA,8,64,asap,next_cycle,8,2,1,,1,5,4962.0,4969.0,0.998971,0.998275,0.999097,0.169107,0.167095,0.175544,0.124871,142.0
QAOA,8,64,asap,next_cycle,8,2,1,,2,5,4962.0,2499.0,1.985646,1.984684,1.98987,0.055172,0.049995,0.056722,0.248206,142.0
QAOA,8,64,asap,next_cycle,8,2,1,,4,5,4962.0,1284.0,3.843895,3.82412,3.876955,0.034536,0.025171,0.037475,0.480487,142.0
QAOA,8,64,asap,next_cycle,8,2,1,,8,5,4962.0,744.0,6.693548,6.429981,6.850312,0.084677,0.068428,0.112667,0.836694,142.0
QAOA,8,64,asap,next_cycle,8,2,2,,1,5,4962.0,4975.0,0.997996,0.997063,0.998372,0.169739,0.163315,0.176197,0.124749,142.0
QAOA,8,64,asap,next_cycle,8,2,2,,2,5,4962.0,2510.0,1.976892,1.972025,1.981469,0.061355,0.054647,0.064297,0.247112,142.0
QAOA,8,64,asap,next_cycle,8,2,2,,4,5,4962.0,1312.0,3.727134,3.707334,3.789987,0.051908,0.04331,0.059248,0.465892,142.0
QAOA,8,64,asap,next_cycle,8,2,2,,8,5,4962.0,819.0,6.080586,5.726037,6.254422,0.149497,0.133337,0.176294,0.760073,142.0
QAOA,8,64,asap,next_cycle,8,2,3,,1,5,4962.0,4982.0,0.996797,0.995753,0.997356,0.170737,0.162162,0.175022,0.1246,142.0
QAOA,8,64,asap,next_cycle,8,2,3,,2,5,4962.0,2524.0,1.965927,1.955636,1.970379,0.066453,0.058927,0.069724,0.245741,142.0
QAOA,8,64,asap,next_cycle,8,2,3,,4,5,4962.0,1361.0,3.611313,3.550351,3.681824,0.078984,0.060368,0.083225,0.451414,142.0
QAOA,8,64,asap,next_cycle,8,2,3,,8,5,4962.0,906.0,5.423464,5.065608,5.670606,0.216336,0.194514,0.235494,0.677933,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,1,,1,5,4962.0,4965.0,0.999396,0.999181,0.999498,0.04474,0.043478,0.045311,0.062462,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,1,,2,5,4962.0,2489.0,1.995068,1.993524,1.995589,0.018029,0.015584,0.019699,0.124692,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,1,,4,5,4962.0,1257.0,3.947494,3.927609,3.954943,0.01304,0.011475,0.015994,0.246718,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,1,,8,5,4962.0,669.0,7.312775,7.222857,7.464426,0.030837,0.027377,0.054165,0.457048,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,2,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.04512,0.043662,0.045592,0.062436,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,2,,2,5,4962.0,2496.0,1.989612,1.987893,1.991474,0.020376,0.01716,0.022689,0.124351,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,2,,4,5,4962.0,1277.0,3.876851,3.845012,3.896942,0.028346,0.019769,0.030298,0.242303,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,2,,8,5,4962.0,734.0,6.784741,6.539709,6.952292,0.092643,0.049534,0.098653,0.424046,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,3,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.045696,0.044036,0.046261,0.062384,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,3,,2,5,4962.0,2504.0,1.981629,1.976781,1.985047,0.024121,0.021509,0.025472,0.123852,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,3,,4,5,4962.0,1307.0,3.741393,3.735086,3.810554,0.048762,0.036069,0.053445,0.233837,142.0
QAOA,8,64,greedy_critical,next_cycle,16,1,3,,8,5,4962.0,803.0,6.201743,5.854944,6.346718,0.15193,0.1262,0.178812,0.387609,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,1,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.04512,0.043662,0.045592,0.062436,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,1,,2,5,4962.0,2496.0,1.989612,1.987893,1.991474,0.020376,0.01716,0.022689,0.124351,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,1,,4,5,4962.0,1277.0,3.876851,3.845012,3.896942,0.028346,0.019769,0.030298,0.242303,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,1,,8,5,4962.0,734.0,6.784741,6.539709,6.952292,0.092643,0.049534,0.098653,0.424046,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,2,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.045696,0.044036,0.046261,0.062384,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,2,,2,5,4962.0,2504.0,1.981629,1.976781,1.985047,0.024121,0.021509,0.025472,0.123852,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,2,,4,5,4962.0,1307.0,3.741393,3.735086,3.810554,0.048762,0.036069,0.053445,0.233837,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,2,,8,5,4962.0,803.0,6.201743,5.854944,6.346718,0.15193,0.1262,0.178812,0.387609,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,3,,1,5,4962.0,4979.0,0.997124,0.996561,0.997594,0.046668,0.044899,0.047325,0.06232,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,3,,2,5,4962.0,2517.0,1.971395,1.959135,1.9755,0.028208,0.025159,0.032327,0.123212,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,3,,4,5,4962.0,1349.0,3.632385,3.586348,3.709645,0.070751,0.060446,0.091098,0.227024,142.0
QAOA,8,64,greedy_critical,next_cycle,16,2,3,,8,5,4962.0,885.0,5.534778,5.185453,5.781263,0.218079,0.187372,0.246786,0.345924,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,1,,1,5,4962.0,4964.0,0.999597,0.99959,0.999599,0.000201,0.000201,0.000205,0.999597,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,1,,2,5,4962.0,4964.0,0.999597,0.99959,0.999599,0.000201,0.000201,0.000205,0.999597,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,1,,4,5,4962.0,4964.0,0.999597,0.99959,0.999599,0.000201,0.000201,0.000205,0.999597,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,1,,8,5,4962.0,4964.0,0.999597,0.99959,0.999599,0.000201,0.000201,0.000205,0.999597,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,2,,1,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,2,,2,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,2,,4,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,2,,8,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,3,,1,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,3,,2,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,3,,4,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,1,3,,8,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,1,,1,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,1,,2,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,1,,4,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,1,,8,5,4962.0,4965.0,0.999396,0.999385,0.999397,0.000403,0.000402,0.000411,0.999396,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,2,,1,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,2,,2,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,2,,4,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,2,,8,5,4962.0,4966.0,0.999195,0.99918,0.999197,0.000604,0.000602,0.000615,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,3,,1,5,4962.0,4967.0,0.998993,0.998975,0.998997,0.000805,0.000803,0.00082,0.998993,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,3,,2,5,4962.0,4967.0,0.998993,0.998975,0.998997,0.000805,0.000803,0.00082,0.998993,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,3,,4,5,4962.0,4967.0,0.998993,0.998975,0.998997,0.000805,0.000803,0.00082,0.998993,142.0
QAOA,8,64,greedy_critical,next_cycle,1,2,3,,8,5,4962.0,4967.0,0.998993,0.998975,0.998997,0.000805,0.000803,0.00082,0.998993,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,1,,1,5,4962.0,4965.0,0.999396,0.999181,0.999498,0.040997,0.040913,0.042353,0.499698,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,1,,2,5,4962.0,2483.0,1.998389,1.998359,1.998394,0.000403,0.000402,0.000411,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,1,,4,5,4962.0,2483.0,1.998389,1.998359,1.998394,0.000403,0.000402,0.000411,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,1,,8,5,4962.0,2483.0,1.998389,1.998359,1.998394,0.000403,0.000402,0.000411,0.999195,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,2,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.041324,0.041223,0.042945,0.499485,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,2,,2,5,4962.0,2484.0,1.997585,1.99754,1.997591,0.000805,0.000803,0.00082,0.998792,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,2,,4,5,4962.0,2484.0,1.997585,1.99754,1.997591,0.000805,0.000803,0.00082,0.998792,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,2,,8,5,4962.0,2484.0,1.997585,1.99754,1.997591,0.000805,0.000803,0.00082,0.998792,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,3,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.042228,0.04203,0.043422,0.499075,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,3,,2,5,4962.0,2485.0,1.996781,1.996721,1.99679,0.001207,0.001204,0.00123,0.99839,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,3,,4,5,4962.0,2485.0,1.996781,1.996721,1.99679,0.001207,0.001204,0.00123,0.99839,142.0
QAOA,8,64,greedy_critical,next_cycle,2,1,3,,8,5,4962.0,2485.0,1.996781,1.996721,1.99679,0.001207,0.001204,0.00123,0.99839,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,1,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.041324,0.041223,0.042945,0.499485,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,1,,2,5,4962.0,2484.0,1.997585,1.99754,1.997591,0.000805,0.000803,0.00082,0.998792,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,1,,4,5,4962.0,2484.0,1.997585,1.99754,1.997591,0.000805,0.000803,0.00082,0.998792,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,1,,8,5,4962.0,2484.0,1.997585,1.99754,1.997591,0.000805,0.000803,0.00082,0.998792,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,2,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.042228,0.04203,0.043422,0.499075,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,2,,2,5,4962.0,2485.0,1.996781,1.996721,1.99679,0.001207,0.001204,0.00123,0.99839,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,2,,4,5,4962.0,2485.0,1.996781,1.996721,1.99679,0.001207,0.001204,0.00123,0.99839,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,2,,8,5,4962.0,2485.0,1.996781,1.996721,1.99679,0.001207,0.001204,0.00123,0.99839,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,3,,1,5,4962.0,4979.0,0.997124,0.996561,0.997695,0.043382,0.042598,0.044298,0.498562,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,3,,2,5,4962.0,2486.0,1.995977,1.995903,1.995989,0.001609,0.001604,0.001639,0.997989,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,3,,4,5,4962.0,2486.0,1.995977,1.995903,1.995989,0.001609,0.001604,0.001639,0.997989,142.0
QAOA,8,64,greedy_critical,next_cycle,2,2,3,,8,5,4962.0,2486.0,1.995977,1.995903,1.995989,0.001609,0.001604,0.001639,0.997989,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,1,,1,5,4962.0,4965.0,0.999396,0.999181,0.999498,0.044109,0.043277,0.044506,0.249849,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,1,,2,5,4962.0,2489.0,1.995068,1.993524,1.995989,0.016874,0.014837,0.017604,0.498767,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,1,,4,5,4962.0,1243.0,3.991955,3.991807,3.99278,0.000805,0.000803,0.000819,0.997989,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,1,,8,5,4962.0,1243.0,3.991955,3.991807,3.99278,0.000805,0.000803,0.000819,0.997989,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,2,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.044485,0.043461,0.044993,0.249743,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,2,,2,5,4962.0,2496.0,1.99016,1.987893,1.991996,0.019106,0.016409,0.019655,0.49754,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,2,,4,5,4962.0,1244.0,3.988746,3.988538,3.989579,0.001608,0.001603,0.001637,0.997186,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,2,,8,5,4962.0,1244.0,3.988746,3.988538,3.989579,0.001608,0.001603,0.001637,0.997186,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,3,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.045244,0.043636,0.045572,0.249537,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,3,,2,5,4962.0,2504.0,1.981629,1.97835,1.985047,0.02144,0.018967,0.022361,0.495407,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,3,,4,5,4962.0,1245.0,3.98533,3.956333,3.985559,0.002445,0.002407,0.007541,0.996333,142.0
QAOA,8,64,greedy_critical,next_cycle,4,1,3,,8,5,4962.0,1245.0,3.98533,3.956333,3.985559,0.002445,0.002407,0.007541,0.996333,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,1,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.044485,0.043461,0.044993,0.249743,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,1,,2,5,4962.0,2496.0,1.99016,1.987893,1.991996,0.019106,0.016409,0.019655,0.49754,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,1,,4,5,4962.0,1244.0,3.988746,3.988538,3.989579,0.001608,0.001603,0.001637,0.997186,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,1,,8,5,4962.0,1244.0,3.988746,3.988538,3.989579,0.001608,0.001603,0.001637,0.997186,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,2,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.045244,0.043636,0.045572,0.249537,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,2,,2,5,4962.0,2504.0,1.981629,1.97835,1.985047,0.02144,0.018967,0.022361,0.495407,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,2,,4,5,4962.0,1245.0,3.98533,3.956333,3.985559,0.002445,0.002407,0.007541,0.996333,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,2,,8,5,4962.0,1245.0,3.98533,3.956333,3.985559,0.002445,0.002407,0.007541,0.996333,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,3,,1,5,4962.0,4979.0,0.997124,0.996561,0.997695,0.04626,0.044302,0.046513,0.249281,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,3,,2,5,4962.0,2515.0,1.972962,1.962242,1.975891,0.026069,0.020463,0.029403,0.493241,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,3,,4,5,4962.0,1252.0,3.92891,3.871212,3.965948,0.007323,0.00437,0.019444,0.982227,142.0
QAOA,8,64,greedy_critical,next_cycle,4,2,3,,8,5,4962.0,1252.0,3.92891,3.871212,3.965948,0.007323,0.00437,0.019444,0.982227,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,1,,1,5,4962.0,4965.0,0.999396,0.999181,0.999498,0.044535,0.043378,0.045311,0.124924,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,1,,2,5,4962.0,2489.0,1.995068,1.993524,1.995989,0.01808,0.014373,0.018873,0.249383,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,1,,4,5,4962.0,1257.0,3.947494,3.930706,3.956516,0.01105,0.008868,0.015994,0.493437,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,1,,8,5,4962.0,626.0,7.85782,7.742423,7.935112,0.001605,0.001589,0.01083,0.982227,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,2,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.044916,0.043562,0.045592,0.124871,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,2,,2,5,4962.0,2496.0,1.989612,1.987489,1.991474,0.019577,0.01656,0.022498,0.248702,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,2,,4,5,4962.0,1276.0,3.882904,3.849494,3.900038,0.027581,0.013888,0.028392,0.485363,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,2,,8,5,4962.0,660.0,7.490964,7.350226,7.585669,0.00463,0.003063,0.044385,0.93637,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,3,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.045492,0.043937,0.046261,0.124769,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,3,,2,5,4962.0,2504.0,1.981629,1.977565,1.985047,0.023025,0.019213,0.024721,0.247704,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,3,,4,5,4962.0,1304.0,3.75,3.740706,3.815014,0.048157,0.03452,0.050082,0.46875,142.0
QAOA,8,64,greedy_critical,next_cycle,8,1,3,,8,5,4962.0,730.0,6.788811,6.314806,7.043463,0.114685,0.080511,0.146747,0.848601,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,1,,1,5,4962.0,4968.0,0.998971,0.998579,0.999097,0.044916,0.043562,0.045592,0.124871,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,1,,2,5,4962.0,2496.0,1.989612,1.987489,1.991474,0.019577,0.01656,0.022498,0.248702,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,1,,4,5,4962.0,1276.0,3.882904,3.849494,3.900038,0.027581,0.013888,0.028392,0.485363,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,1,,8,5,4962.0,660.0,7.490964,7.350226,7.585669,0.00463,0.003063,0.044385,0.93637,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,2,,1,5,4962.0,4973.0,0.998149,0.99767,0.998495,0.045492,0.043937,0.046261,0.124769,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,2,,2,5,4962.0,2504.0,1.981629,1.977565,1.985047,0.023025,0.019213,0.024721,0.247704,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,2,,4,5,4962.0,1304.0,3.75,3.740706,3.815014,0.048157,0.03452,0.050082,0.46875,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,2,,8,5,4962.0,730.0,6.788811,6.314806,7.043463,0.114685,0.080511,0.146747,0.848601,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,3,,1,5,4962.0,4979.0,0.997124,0.996561,0.997695,0.046464,0.044503,0.047122,0.124641,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,3,,2,5,4962.0,2517.0,1.971395,1.960692,1.975891,0.027016,0.024161,0.031767,0.246424,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,3,,4,5,4962.0,1345.0,3.640351,3.594272,3.716672,0.067251,0.061322,0.087248,0.455044,142.0
QAOA,8,64,greedy_critical,next_cycle,8,2,3,,8,5,4962.0,858.0,5.657343,5.262339,6.194755,0.240093,0.176432,0.268876,0.707168,142.0
QFT,4,16,asap,next_cycle,16,1,1,,1,5,1232.0,1236.0,0.996764,0.996764,0.996764,0.134304,0.131068,0.142799,0.062298,77.0
QFT,4,16,asap,next_cycle,16,1,1,,2,5,1232.0,633.0,1.946288,1.941688,1.954036,0.039494,0.030117,0.042554,0.121643,77.0
