dag_label,algorithm,hardware_size,logical_qubits,dag_seed,ff_chain_depth_raw,ff_chain_depth_shifted,policy,issue_width,l_meas,l_ff,total_nodes,total_cycles,throughput,stall_cycles,stall_rate,utilization
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,layer,16,3,1,4974,666,7.468468,208,0.312312,0.466779
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,greedy_critical,16,3,1,4974,657,7.570776,243,0.369863,0.473174
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,random,16,3,1,4974,662,7.513595,131,0.197885,0.4696
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,asap,16,3,2,4974,826,6.021792,336,0.40678,0.376362
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,layer,16,3,2,4974,826,6.021792,336,0.40678,0.376362
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,greedy_critical,16,3,2,4974,821,6.058465,402,0.489647,0.378654
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,random,16,3,2,4974,825,6.029091,287,0.347879,0.376818
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,asap,16,3,3,4974,990,5.024242,499,0.50404,0.314015
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,layer,16,3,3,4974,990,5.024242,499,0.50404,0.314015
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,greedy_critical,16,3,3,4974,985,5.049746,566,0.574619,0.315609
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,random,16,3,3,4974,989,5.029323,451,0.456016,0.314333
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,asap,16,3,5,4974,1318,3.7739,827,0.627466,0.235869
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,layer,16,3,5,4974,1318,3.7739,827,0.627466,0.235869
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,greedy_critical,16,3,5,4974,1313,3.788271,894,0.680883,0.236767
QAOA_H10_Q64_s4,QAOA,10,64,4,163,2,random,16,3,5,4974,1317,3.776765,779,0.591496,0.236048
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,1,1,4980,4982,0.999599,1,0.000201,0.999599
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,1,1,4980,4982,0.999599,1,0.000201,0.999599
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,1,1,4980,4982,0.999599,1,0.000201,0.999599
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,1,1,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,1,2,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,1,2,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,1,2,4980,4983,0.999398,2,0.000401,0.999398
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,1,2,4980,4989,0.998196,8,0.001604,0.998196
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,1,3,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,1,3,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,1,3,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,1,3,4980,4991,0.997796,10,0.002004,0.997796
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,1,5,4980,4999,0.996199,18,0.003601,0.996199
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,1,5,4980,4999,0.996199,18,0.003601,0.996199
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,1,5,4980,4986,0.998797,5,0.001003,0.998797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,1,5,4980,4997,0.996598,16,0.003202,0.996598
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,2,1,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,2,1,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,2,1,4980,4983,0.999398,2,0.000401,0.999398
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,2,1,4980,4989,0.998196,8,0.001604,0.998196
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,2,2,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,2,2,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,2,2,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,2,2,4980,4991,0.997796,10,0.002004,0.997796
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,2,3,4980,4992,0.997596,11,0.002204,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,2,3,4980,4992,0.997596,11,0.002204,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,2,3,4980,4985,0.998997,4,0.000802,0.998997
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,2,3,4980,4990,0.997996,9,0.001804,0.997996
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,2,5,4980,5011,0.993814,30,0.005987,0.993814
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,2,5,4980,5011,0.993814,30,0.005987,0.993814
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,2,5,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,2,5,4980,5004,0.995204,23,0.004596,0.995204
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,3,1,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,3,1,4980,4987,0.998596,6,0.001203,0.998596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,3,1,4980,4984,0.999197,3,0.000602,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,3,1,4980,4991,0.997796,10,0.002004,0.997796
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,3,2,4980,4992,0.997596,11,0.002204,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,3,2,4980,4992,0.997596,11,0.002204,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,3,2,4980,4985,0.998997,4,0.000802,0.998997
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,3,2,4980,4990,0.997996,9,0.001804,0.997996
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,3,3,4980,4999,0.996199,18,0.003601,0.996199
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,3,3,4980,4999,0.996199,18,0.003601,0.996199
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,3,3,4980,4986,0.998797,5,0.001003,0.998797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,3,3,4980,4997,0.996598,16,0.003202,0.996598
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,1,3,5,4980,5024,0.991242,43,0.008559,0.991242
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,1,3,5,4980,5024,0.991242,43,0.008559,0.991242
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,1,3,5,4980,4988,0.998396,7,0.001403,0.998396
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,1,3,5,4980,5037,0.988684,56,0.011118,0.988684
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,1,1,4980,2494,1.996792,2,0.000802,0.998396
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,1,1,4980,2523,1.973841,1,0.000396,0.98692
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,1,1,4980,2492,1.998395,1,0.000401,0.999197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,1,1,4980,2496,1.995192,3,0.001202,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,1,2,4980,2499,1.992797,6,0.002401,0.996399
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,1,2,4980,2527,1.970716,5,0.001979,0.985358
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,1,2,4980,2493,1.997593,2,0.000802,0.998797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,1,2,4980,2497,1.994393,4,0.001602,0.997197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,1,3,4980,2511,1.983274,16,0.006372,0.991637
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,1,3,4980,2537,1.962948,15,0.005912,0.981474
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,1,3,4980,2494,1.996792,3,0.001203,0.998396
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,1,3,4980,2510,1.984064,10,0.003984,0.992032
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,1,5,4980,2549,1.953707,43,0.016869,0.976854
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,1,5,4980,2572,1.936236,43,0.016719,0.968118
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,1,5,4980,2496,1.995192,5,0.002003,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,1,5,4980,2542,1.959087,36,0.014162,0.979544
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,2,1,4980,2499,1.992797,6,0.002401,0.996399
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,2,1,4980,2527,1.970716,5,0.001979,0.985358
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,2,1,4980,2493,1.997593,2,0.000802,0.998797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,2,1,4980,2497,1.994393,4,0.001602,0.997197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,2,2,4980,2511,1.983274,16,0.006372,0.991637
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,2,2,4980,2537,1.962948,15,0.005912,0.981474
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,2,2,4980,2494,1.996792,3,0.001203,0.998396
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,2,2,4980,2510,1.984064,10,0.003984,0.992032
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,2,3,4980,2525,1.972277,26,0.010297,0.986139
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,2,3,4980,2550,1.952941,25,0.009804,0.976471
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,2,3,4980,2495,1.995992,4,0.001603,0.997996
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,2,3,4980,2514,1.980907,9,0.00358,0.990453
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,2,5,4980,2580,1.930233,74,0.028682,0.965116
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,2,5,4980,2603,1.913177,74,0.028429,0.956589
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,2,5,4980,2497,1.994393,6,0.002403,0.997197
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,2,5,4980,2571,1.936989,60,0.023337,0.968495
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,3,1,4980,2511,1.983274,16,0.006372,0.991637
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,3,1,4980,2537,1.962948,15,0.005912,0.981474
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,3,1,4980,2494,1.996792,3,0.001203,0.998396
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,3,1,4980,2510,1.984064,10,0.003984,0.992032
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,3,2,4980,2525,1.972277,26,0.010297,0.986139
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,3,2,4980,2550,1.952941,25,0.009804,0.976471
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,3,2,4980,2495,1.995992,4,0.001603,0.997996
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,3,2,4980,2514,1.980907,9,0.00358,0.990453
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,3,3,4980,2549,1.953707,43,0.016869,0.976854
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,3,3,4980,2572,1.936236,43,0.016719,0.968118
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,3,3,4980,2496,1.995192,5,0.002003,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,3,3,4980,2542,1.959087,36,0.014162,0.979544
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,2,3,5,4980,2611,1.907315,104,0.039831,0.953658
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,2,3,5,4980,2634,1.890661,105,0.039863,0.94533
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,2,3,5,4980,2498,1.993595,7,0.002802,0.996797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,2,3,5,4980,2631,1.892816,115,0.04371,0.946408
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,1,1,4980,1255,3.968127,1,0.000797,0.992032
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,1,1,4980,1304,3.819018,1,0.000767,0.954755
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,1,1,4980,1247,3.993585,1,0.000802,0.998396
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,1,1,4980,1256,3.964968,5,0.003981,0.991242
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,1,2,4980,1274,3.908948,12,0.009419,0.977237
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,1,2,4980,1318,3.778452,16,0.01214,0.944613
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,1,2,4980,1248,3.990385,2,0.001603,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,1,2,4980,1273,3.912019,8,0.006284,0.978005
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,1,3,4980,1304,3.819018,34,0.026074,0.954755
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,1,3,4980,1345,3.702602,36,0.026766,0.925651
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,1,3,4980,1249,3.98719,3,0.002402,0.996797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,1,3,4980,1298,3.836672,25,0.01926,0.959168
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,1,5,4980,1380,3.608696,100,0.072464,0.902174
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,1,5,4980,1416,3.516949,102,0.072034,0.879237
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,1,5,4980,1299,3.833718,38,0.029253,0.95843
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,1,5,4980,1378,3.613933,91,0.066038,0.903483
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,2,1,4980,1274,3.908948,12,0.009419,0.977237
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,2,1,4980,1318,3.778452,16,0.01214,0.944613
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,2,1,4980,1248,3.990385,2,0.001603,0.997596
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,2,1,4980,1273,3.912019,8,0.006284,0.978005
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,2,2,4980,1304,3.819018,34,0.026074,0.954755
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,2,2,4980,1345,3.702602,36,0.026766,0.925651
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,2,2,4980,1249,3.98719,3,0.002402,0.996797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,2,2,4980,1298,3.836672,25,0.01926,0.959168
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,2,3,4980,1338,3.721973,65,0.04858,0.930493
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,2,3,4980,1377,3.616558,67,0.048656,0.904139
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,2,3,4980,1269,3.92435,17,0.013396,0.981087
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,2,3,4980,1354,3.677991,66,0.048744,0.919498
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,2,5,4980,1431,3.480084,143,0.09993,0.870021
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,2,5,4980,1465,3.399317,146,0.099659,0.849829
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,2,5,4980,1331,3.741548,66,0.049587,0.935387
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,2,5,4980,1420,3.507042,112,0.078873,0.876761
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,3,1,4980,1304,3.819018,34,0.026074,0.954755
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,3,1,4980,1345,3.702602,36,0.026766,0.925651
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,3,1,4980,1249,3.98719,3,0.002402,0.996797
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,3,1,4980,1298,3.836672,25,0.01926,0.959168
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,3,2,4980,1338,3.721973,65,0.04858,0.930493
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,3,2,4980,1377,3.616558,67,0.048656,0.904139
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,3,2,4980,1269,3.92435,17,0.013396,0.981087
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,3,2,4980,1354,3.677991,66,0.048744,0.919498
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,3,3,4980,1380,3.608696,100,0.072464,0.902174
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,3,3,4980,1416,3.516949,102,0.072034,0.879237
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,3,3,4980,1299,3.833718,38,0.029253,0.95843
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,3,3,4980,1378,3.613933,91,0.066038,0.903483
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,4,3,5,4980,1491,3.34004,187,0.125419,0.83501
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,4,3,5,4980,1520,3.276316,188,0.123684,0.819079
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,4,3,5,4980,1368,3.640351,102,0.074561,0.910088
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,4,3,5,4980,1485,3.353535,169,0.113805,0.838384
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,1,1,4980,652,7.638037,8,0.01227,0.954755
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,1,1,4980,705,7.06383,8,0.011348,0.882979
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,1,1,4980,625,7.968,1,0.0016,0.996
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,1,1,4980,648,7.685185,5,0.007716,0.960648
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,1,2,4980,690,7.217391,39,0.056522,0.902174
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,1,2,4980,737,6.757123,34,0.046133,0.84464
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,1,2,4980,650,7.661538,14,0.021538,0.957692
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,1,2,4980,678,7.345133,21,0.030973,0.918142
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,1,3,4980,745,6.684564,64,0.085906,0.83557
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,1,3,4980,783,6.360153,71,0.090677,0.795019
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,1,3,4980,684,7.280702,39,0.057018,0.910088
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,1,3,4980,742,6.71159,56,0.075472,0.838949
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,1,5,4980,907,5.490628,197,0.2172,0.686329
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,1,5,4980,932,5.343348,202,0.216738,0.667918
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,1,5,4980,841,5.921522,176,0.209275,0.74019
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,1,5,4980,897,5.551839,145,0.16165,0.69398
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,2,1,4980,690,7.217391,39,0.056522,0.902174
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,2,1,4980,737,6.757123,34,0.046133,0.84464
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,2,1,4980,650,7.661538,14,0.021538,0.957692
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,2,1,4980,678,7.345133,21,0.030973,0.918142
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,2,2,4980,745,6.684564,64,0.085906,0.83557
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,2,2,4980,783,6.360153,71,0.090677,0.795019
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,2,2,4980,684,7.280702,39,0.057018,0.910088
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,2,2,4980,742,6.71159,56,0.075472,0.838949
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,2,3,4980,820,6.073171,121,0.147561,0.759146
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,2,3,4980,851,5.851939,120,0.141011,0.731492
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,2,3,4980,731,6.812585,79,0.108071,0.851573
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,2,3,4980,798,6.240602,89,0.111529,0.780075
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,2,5,4980,1009,4.93558,266,0.263627,0.616947
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,2,5,4980,1023,4.868035,268,0.261975,0.608504
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,2,5,4980,981,5.076453,303,0.308869,0.634557
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,2,5,4980,1008,4.940476,226,0.224206,0.61756
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,3,1,4980,745,6.684564,64,0.085906,0.83557
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,3,1,4980,783,6.360153,71,0.090677,0.795019
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,3,1,4980,684,7.280702,39,0.057018,0.910088
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,3,1,4980,742,6.71159,56,0.075472,0.838949
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,3,2,4980,820,6.073171,121,0.147561,0.759146
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,3,2,4980,851,5.851939,120,0.141011,0.731492
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,3,2,4980,731,6.812585,79,0.108071,0.851573
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,3,2,4980,798,6.240602,89,0.111529,0.780075
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,3,3,4980,907,5.490628,197,0.2172,0.686329
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,3,3,4980,932,5.343348,202,0.216738,0.667918
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,3,3,4980,841,5.921522,176,0.209275,0.74019
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,3,3,4980,897,5.551839,145,0.16165,0.69398
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,8,3,5,4980,1131,4.403183,374,0.330681,0.550398
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,8,3,5,4980,1140,4.368421,363,0.318421,0.546053
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,8,3,5,4980,1121,4.442462,417,0.371989,0.555308
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,8,3,5,4980,1132,4.399293,353,0.311837,0.549912
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,16,1,1,4980,373,13.351206,20,0.053619,0.83445
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,16,1,1,4980,411,12.116788,26,0.06326,0.757299
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,16,1,1,4980,342,14.561404,12,0.035088,0.910088
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,16,1,1,4980,371,13.423181,18,0.048518,0.838949
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,16,1,2,4980,453,10.993377,74,0.163355,0.687086
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,16,1,2,4980,479,10.39666,70,0.146138,0.649791
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,16,1,2,4980,421,11.828979,70,0.166271,0.739311
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,16,1,2,4980,448,11.116071,52,0.116071,0.694754
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,16,1,3,4980,567,8.783069,145,0.255732,0.548942
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,16,1,3,4980,572,8.706294,147,0.256993,0.544143
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,16,1,3,4980,561,8.877005,175,0.311943,0.554813
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,random,16,1,3,4980,567,8.783069,96,0.169312,0.548942
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,asap,16,1,5,4980,845,5.893491,382,0.452071,0.368343
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,layer,16,1,5,4980,845,5.893491,382,0.452071,0.368343
QAOA_H12_Q64_s0,QAOA,12,64,0,139,2,greedy_critical,16,1,5,4980,841,5.921522,446,0.530321,0.370095
