dag_label,algorithm,hardware_size,logical_qubits,dag_seed,ff_chain_depth_raw,ff_chain_depth_shifted,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,total_nodes,total_cycles,throughput,stall_cycles,stall_rate,utilization
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,1,3,,8,354,195,1.815385,15,0.076923,0.907692
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,1,,1,354,358,0.988827,75,0.209497,0.494413
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,1,,2,354,191,1.853403,6,0.031414,0.926702
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,1,,4,354,191,1.853403,6,0.031414,0.926702
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,1,,8,354,191,1.853403,6,0.031414,0.926702
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,1,,1,354,358,0.988827,51,0.142458,0.494413
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,1,,2,354,180,1.966667,2,0.011111,0.983333
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,1,,4,354,180,1.966667,2,0.011111,0.983333
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,1,,8,354,180,1.966667,2,0.011111,0.983333
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,2,,1,354,361,0.980609,72,0.199446,0.490305
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,2,,2,354,214,1.654206,24,0.11215,0.827103
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,2,,4,354,214,1.654206,24,0.11215,0.827103
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,2,,8,354,214,1.654206,24,0.11215,0.827103
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,2,,1,354,361,0.980609,53,0.146814,0.490305
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,2,,2,354,195,1.815385,15,0.076923,0.907692
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,2,,4,354,195,1.815385,15,0.076923,0.907692
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,2,,8,354,195,1.815385,15,0.076923,0.907692
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,3,,1,354,368,0.961957,78,0.211957,0.480978
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,3,,2,354,248,1.427419,55,0.221774,0.71371
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,3,,4,354,248,1.427419,55,0.221774,0.71371
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,2,2,3,,8,354,248,1.427419,55,0.221774,0.71371
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,3,,1,354,365,0.969863,56,0.153425,0.484932
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,3,,2,354,233,1.519313,40,0.171674,0.759657
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,3,,4,354,233,1.519313,40,0.171674,0.759657
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,2,2,3,,8,354,233,1.519313,40,0.171674,0.759657
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,1,,1,354,356,0.994382,71,0.199438,0.248596
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,1,,2,354,184,1.923913,18,0.097826,0.480978
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,1,,4,354,125,2.832,11,0.088,0.708
