dag_label,dag_variant,algorithm,hardware_size,logical_qubits,dag_seed,ff_chain_depth,ff_chain_depth_raw,ff_chain_depth_shifted,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,total_nodes,total_cycles,throughput,stall_cycles,stall_rate,utilization
QAOA_H4_Q16_s0_shifted,shifted,QAOA,4,16,0,2,37,2,asap,next_cycle,16,1,2,16,2,354,180,1.966667,99,0.55,0.122917
QAOA_H4_Q16_s0_shifted,shifted,QAOA,4,16,0,2,37,2,asap,next_cycle,16,1,2,16,3,354,121,2.92562,48,0.396694,0.182851
QAOA_H4_Q16_s0_shifted,shifted,QAOA,4,16,0,2,37,2,asap,next_cycle,16,1,2,16,4,354,92,3.847826,25,0.271739,0.240489
QAOA_H4_Q16_s0_shifted,shifted,QAOA,4,16,0,2,37,2,ff_rate_matched,next_cycle,16,1,2,16,2,354,180,1.966667,6,0.033333,0.122917
QAOA_H4_Q16_s0_shifted,shifted,QAOA,4,16,0,2,37,2,ff_rate_matched,next_cycle,16,1,2,16,3,354,121,2.92562,2,0.016529,0.182851
QAOA_H4_Q16_s0_shifted,shifted,QAOA,4,16,0,2,37,2,ff_rate_matched,next_cycle,16,1,2,16,4,354,92,3.847826,2,0.021739,0.240489
QAOA_H4_Q16_s1_shifted,shifted,QAOA,4,16,1,2,28,2,asap,next_cycle,16,1,2,16,2,324,165,1.963636,90,0.545455,0.122727
QAOA_H4_Q16_s1_shifted,shifted,QAOA,4,16,1,2,28,2,asap,next_cycle,16,1,2,16,3,324,111,2.918919,44,0.396396,0.182432
QAOA_H4_Q16_s1_shifted,shifted,QAOA,4,16,1,2,28,2,asap,next_cycle,16,1,2,16,4,324,85,3.811765,21,0.247059,0.238235
QAOA_H4_Q16_s1_shifted,shifted,QAOA,4,16,1,2,28,2,ff_rate_matched,next_cycle,16,1,2,16,2,324,165,1.963636,6,0.036364,0.122727
QAOA_H4_Q16_s1_shifted,shifted,QAOA,4,16,1,2,28,2,ff_rate_matched,next_cycle,16,1,2,16,3,324,111,2.918919,2,0.018018,0.182432
QAOA_H4_Q16_s1_shifted,shifted,QAOA,4,16,1,2,28,2,ff_rate_matched,next_cycle,16,1,2,16,4,324,85,3.811765,2,0.023529,0.238235
QAOA_H4_Q16_s2_shifted,shifted,QAOA,4,16,2,2,34,2,asap,next_cycle,16,1,2,16,2,318,162,1.962963,97,0.598765,0.122685
QAOA_H4_Q16_s2_shifted,shifted,QAOA,4,16,2,2,34,2,asap,next_cycle,16,1,2,16,3,318,109,2.917431,51,0.46789,0.182339
QAOA_H4_Q16_s2_shifted,shifted,QAOA,4,16,2,2,34,2,asap,next_cycle,16,1,2,16,4,318,83,3.831325,31,0.373494,0.239458
QAOA_H4_Q16_s2_shifted,shifted,QAOA,4,16,2,2,34,2,ff_rate_matched,next_cycle,16,1,2,16,2,318,162,1.962963,5,0.030864,0.122685
QAOA_H4_Q16_s2_shifted,shifted,QAOA,4,16,2,2,34,2,ff_rate_matched,next_cycle,16,1,2,16,3,318,109,2.917431,2,0.018349,0.182339
QAOA_H4_Q16_s2_shifted,shifted,QAOA,4,16,2,2,34,2,ff_rate_matched,next_cycle,16,1,2,16,4,318,83,3.831325,2,0.024096,0.239458
QAOA_H4_Q16_s3_shifted,shifted,QAOA,4,16,3,2,31,2,asap,next_cycle,16,1,2,16,2,318,162,1.962963,87,0.537037,0.122685
QAOA_H4_Q16_s3_shifted,shifted,QAOA,4,16,3,2,31,2,asap,next_cycle,16,1,2,16,3,318,109,2.917431,41,0.376147,0.182339
QAOA_H4_Q16_s3_shifted,shifted,QAOA,4,16,3,2,31,2,asap,next_cycle,16,1,2,16,4,318,83,3.831325,21,0.253012,0.239458
QAOA_H4_Q16_s3_shifted,shifted,QAOA,4,16,3,2,31,2,ff_rate_matched,next_cycle,16,1,2,16,2,318,162,1.962963,6,0.037037,0.122685
QAOA_H4_Q16_s3_shifted,shifted,QAOA,4,16,3,2,31,2,ff_rate_matched,next_cycle,16,1,2,16,3,318,109,2.917431,3,0.027523,0.182339
QAOA_H4_Q16_s3_shifted,shifted,QAOA,4,16,3,2,31,2,ff_rate_matched,next_cycle,16,1,2,16,4,318,83,3.831325,2,0.024096,0.239458
QAOA_H4_Q16_s4_shifted,shifted,QAOA,4,16,4,2,34,2,asap,next_cycle,16,1,2,16,2,318,162,1.962963,92,0.567901,0.122685
QAOA_H4_Q16_s4_shifted,shifted,QAOA,4,16,4,2,34,2,asap,next_cycle,16,1,2,16,3,318,109,2.917431,43,0.394495,0.182339
QAOA_H4_Q16_s4_shifted,shifted,QAOA,4,16,4,2,34,2,asap,next_cycle,16,1,2,16,4,318,83,3.831325,19,0.228916,0.239458
QAOA_H4_Q16_s4_shifted,shifted,QAOA,4,16,4,2,34,2,ff_rate_matched,next_cycle,16,1,2,16,2,318,162,1.962963,8,0.049383,0.122685
QAOA_H4_Q16_s4_shifted,shifted,QAOA,4,16,4,2,34,2,ff_rate_matched,next_cycle,16,1,2,16,3,318,109,2.917431,4,0.036697,0.182339
QAOA_H4_Q16_s4_shifted,shifted,QAOA,4,16,4,2,34,2,ff_rate_matched,next_cycle,16,1,2,16,4,318,83,3.831325,2,0.024096,0.239458
QAOA_H6_Q36_s0_shifted,shifted,QAOA,6,36,0,2,76,2,asap,next_cycle,16,1,2,16,2,1614,810,1.992593,490,0.604938,0.124537
QAOA_H6_Q36_s0_shifted,shifted,QAOA,6,36,0,2,76,2,asap,next_cycle,16,1,2,16,3,1614,541,2.983364,249,0.460259,0.18646
