algorithm,policy,raw_stall_bucket,raw_saturation_bucket,latency_profile,width_profile,pair_count,throughput_gain_pct_median,gain_positive_count,gain_positive_rate,gain_ge_5_count,gain_ge_5_rate,gain_ge_20_count,gain_ge_20_rate,predicted_gain_band
QAOA,stall_aware_shifted,stall_low,near_saturation,mixed,W8_M8_F8,6,6.239998,6,1.0,6,1.0,0,0.0,moderate
QAOA,stall_aware_shifted,stall_low,saturated,l1_l1,W8_M8_F8,5,1.442308,4,0.8,0,0.0,0,0.0,weak
QAOA,stall_aware_shifted,stall_low,saturated,mixed,W8_M8_F8,2,3.846158,2,1.0,0,0.0,0,0.0,weak
QAOA,stall_aware_shifted,stall_low,underutilized,l1_l1,W8_M8_F4,10,1.659702,10,1.0,1,0.1,0,0.0,weak
QAOA,stall_aware_shifted,stall_low,underutilized,l2_l2,W8_M8_F4,5,6.275467,5,1.0,3,0.6,0,0.0,weak
QAOA,stall_aware_shifted,stall_low,underutilized,mixed,W8_M8_F4,14,3.507345,14,1.0,2,0.142857,0,0.0,weak
QAOA,stall_aware_shifted,stall_medium,active,l1_l1,W8_M8_F8,1,23.444975,1,1.0,1,1.0,1,1.0,strong
QAOA,stall_aware_shifted,stall_medium,near_saturation,l1_l1,W8_M8_F8,3,13.235298,3,1.0,3,1.0,0,0.0,moderate
QAOA,stall_aware_shifted,stall_medium,near_saturation,l2_l2,W8_M8_F8,3,17.021287,3,1.0,3,1.0,1,0.333333,moderate
QAOA,stall_aware_shifted,stall_medium,near_saturation,mixed,W8_M8_F8,2,9.105432,2,1.0,2,1.0,0,0.0,moderate
QAOA,stall_aware_shifted,stall_medium,underutilized,l1_l1,W8_M8_F4,3,25.609749,3,1.0,3,1.0,2,0.666667,moderate
QAOA,stall_aware_shifted,stall_medium,underutilized,l2_l2,W8_M8_F4,5,17.054268,5,1.0,5,1.0,1,0.2,moderate
QAOA,stall_aware_shifted,stall_medium,underutilized,mixed,W8_M8_F4,6,9.855774,6,1.0,6,1.0,0,0.0,moderate
QFT,asap,stall_high,active,l1_l1,W8_M8_F8,5,50.931674,5,1.0,5,1.0,5,1.0,strong
QFT,asap,stall_high,active,l2_l2,W8_M8_F8,5,27.628367,5,1.0,5,1.0,5,1.0,strong
QFT,asap,stall_high,underutilized,l2_l2,W8_M8_F4,5,35.220145,5,1.0,5,1.0,5,1.0,strong
QFT,asap,stall_high,underutilized,l2_l2,W8_M8_F8,5,129.069744,5,1.0,5,1.0,5,1.0,strong
QFT,asap,stall_high,underutilized,mixed,W8_M8_F8,10,90.361461,10,1.0,10,1.0,10,1.0,strong
QFT,asap,stall_low,underutilized,l1_l1,W8_M8_F4,9,2.379448,9,1.0,4,0.444444,0,0.0,weak
QFT,asap,stall_low,underutilized,l2_l2,W8_M8_F4,2,6.758007,2,1.0,2,1.0,0,0.0,moderate
QFT,asap,stall_low,underutilized,mixed,W8_M8_F4,10,4.247333,10,1.0,0,0.0,0,0.0,weak
QFT,asap,stall_medium,near_saturation,l1_l1,W8_M8_F8,5,9.825869,5,1.0,5,1.0,0,0.0,moderate
QFT,asap,stall_medium,near_saturation,mixed,W8_M8_F8,10,17.632562,10,1.0,10,1.0,0,0.0,moderate
QFT,asap,stall_medium,underutilized,l1_l1,W8_M8_F4,1,11.538459,1,1.0,1,1.0,0,0.0,moderate
QFT,asap,stall_medium,underutilized,l2_l2,W8_M8_F4,3,6.920208,3,1.0,3,1.0,0,0.0,moderate
QFT,asap,stall_medium,underutilized,mixed,W8_M8_F4,10,22.29301,10,1.0,10,1.0,10,1.0,strong
QFT,greedy_critical,stall_high,active,l1_l1,W8_M8_F8,5,51.282053,5,1.0,5,1.0,5,1.0,strong
QFT,greedy_critical,stall_high,underutilized,l2_l2,W8_M8_F4,5,35.555547,5,1.0,5,1.0,5,1.0,strong
